year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,043,89.74,53.1,2527,226783,08043,2.11252354049,,,,,
2001,08,043,100.76,57.94,3562,358890,08043,2.17380048326,12.2799197682,9.11487758945,40.9576573011,0.582526027083,2.90065135817
2002,08,043,110.21,62.0,4069,448446,08043,2.22197580645,9.37872171497,7.00724887815,14.2335766423,0.249536069548,2.21617961557
2003,08,043,115.35,64.64,5250,605578,08043,2.23062345297,4.66382360947,4.25806451613,29.0243303023,0.350392243436,0.389187249185
2004,08,043,115.92,66.06,4268,494729,08043,2.19346049046,0.494148244473,2.19678217822,-18.7047619048,-0.183046610016,-1.66603477864
2005,08,043,117.75,64.03,4861,572389,08043,2.29872715914,1.57867494824,-3.07296397215,13.8940955951,0.156974828644,4.79911396347
2006,08,043,121.32,70.64,4339,526423,08043,2.1468006795,3.03184713376,10.3232859597,-10.7385311664,-0.0803055264864,-6.60915668213
2007,08,043,137.79,74.79,3221,443815,08043,2.30294825511,13.5756676558,5.87485843715,-25.7663056004,-0.156923234737,7.27350131307
2008,08,043,142.57,76.87,7296,1040184,08043,2.3183621699,3.46904710066,2.78112047065,126.513505123,1.3437333123,0.669312250012
2009,08,043,150.84,79.49,1694,255530,08043,2.37199647754,5.80065932524,3.40835176272,-76.7817982456,-0.754341539574,2.31345681635
2010,08,043,150.75,80.42,1410,212556,08043,2.34316712261,-0.0596658711217,1.16995848534,-16.7650531287,-0.16817594803,-1.2154046269
2011,08,043,143.33,80.69,1326,190054,08043,2.22038046846,-4.92205638474,0.335737378761,-5.95744680851,-0.105863866463,-5.24020045187
2012,08,043,2.92,76.88,1488,4352,08043,0.0474765868887,-97.9627433196,-4.72177469327,12.2171945701,-0.977101244909,-97.8617814576
2013,08,043,137.75,86.3,1472,202767,08043,1.99522016222,4617.46575342,12.2528616025,-1.0752688172,45.5916819853,4102.53496087
2014,08,043,136.54,69.83,935,127668,08043,2.44415007876,-0.878402903811,-19.0845886443,-36.4809782609,-0.370370918345,22.5002696463
