year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,133,45.9,43.04,396,18177,05133,1.33306226766,,,,,
2001,05,133,54.0,48.24,328,17713,05133,1.39925373134,17.6470588235,12.0817843866,-17.1717171717,-0.0255267645926,4.96536923227
2002,05,133,59.73,50.64,290,17321,05133,1.47437796209,10.6111111111,4.97512437811,-11.5853658537,-0.0221306385141,5.36887835703
2003,05,133,68.88,55.99,390,26862,05133,1.53777460261,15.3189352084,10.5647709321,34.4827586207,0.550834247445,4.29989067611
2004,05,133,71.19,53.38,350,24918,05133,1.66705695017,3.35365853659,-4.66154670477,-10.2564102564,-0.0723698905517,8.40710643431
2005,05,133,79.31,54.17,295,23396,05133,1.83011814658,11.4060963618,1.47995503934,-15.7142857143,-0.0610803435268,9.78138127738
2006,05,133,77.7,60.07,332,25796,05133,1.61686365906,-2.03000882613,10.8916374377,12.5423728814,0.102581637887,-11.6524983871
2007,05,133,78.78,61.22,327,25761,05133,1.60854295982,1.38996138996,1.91443316131,-1.50602409639,-0.0013567995038,-0.514619720762
2008,05,133,71.01,57.99,1016,72144,05133,1.53065183652,-9.86290936786,-5.27605357726,210.703363914,1.80051240247,-4.84234025695
2009,05,133,82.74,73.84,219,18120,05133,1.40066359697,16.518800169,27.3322986722,-78.4448818898,-0.748835662009,-8.4923453169
2010,05,133,103.27,71.95,169,17453,05133,1.79412786657,24.8126661832,-2.55958829902,-22.8310502283,-0.0368101545254,28.0912754825
2011,05,133,78.55,69.61,170,13353,05133,1.41053727913,-23.937251864,-3.25225851286,0.591715976331,-0.234916633244,-21.3803371874
2012,05,133,2.94,74.25,208,612,05133,0.0494949494949,-96.2571610439,6.66570894986,22.3529411765,-0.954167602786,-96.4910569733
2013,05,133,81.18,66.99,258,20945,05133,1.51477832512,2661.2244898,-9.77777777778,24.0384615385,33.2238562092,2960.47049362
2014,05,133,86.06,68.2,225,19363,05133,1.57734604106,6.0113328406,1.80623973727,-12.7906976744,-0.0755311530198,4.13048661278
