year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,101,90.93,61.75,2511,228325,06101,1.84068825911,,,,,
2001,06,101,111.51,69.52,4822,537695,06101,2.00499856157,22.6327944573,12.5829959514,92.0350457985,1.35495456039,8.92656872464
2002,06,101,125.1,70.07,6927,866576,06101,2.23169687455,12.1872477805,0.791139240506,43.6540854417,0.611649727076,11.3066571385
2003,06,101,141.04,75.27,11493,1621013,06101,2.34223462203,12.7418065548,7.42115027829,65.9159809441,0.870595308432,4.95308071332
2004,06,101,167.09,79.61,11096,1853978,06101,2.6235711594,18.4699376064,5.76590939285,-3.45427651614,0.143715688893,12.0114584051
2005,06,101,206.73,88.74,13336,2756963,06101,2.91201825558,23.7237416961,11.4684084914,20.1874549387,0.487052705048,10.9944453057
2006,06,101,207.62,94.98,10482,2176316,06101,2.73241735102,0.430513229817,7.03177822853,-21.400719856,-0.21061109634,-6.1675748156
2007,06,101,221.67,98.64,6546,1451038,06101,2.80907846715,6.76717079279,3.85344283007,-37.5500858615,-0.33325950827,2.80561518552
2008,06,101,192.82,91.5,11796,2274468,06101,2.63415300546,-13.0148418821,-7.23844282238,80.2016498625,0.567476523702,-6.22714757648
2009,06,101,168.64,84.64,2303,388370,06101,2.49054820416,-12.540192926,-7.49726775956,-80.476432689,-0.829247982385,-5.4516499614
2010,06,101,175.64,92.99,2155,378503,06101,2.36100655985,4.15085388994,9.86531190926,-6.42640034737,-0.0254061848238,-5.20133053829
2011,06,101,160.54,93.46,2034,326535,06101,2.14717526214,-8.59713049419,0.505430691472,-5.61484918794,-0.137298779666,-9.05678541253
2012,06,101,2.95,96.29,3628,10708,06101,0.0382957731852,-98.1624517254,3.02803338327,78.3677482793,-0.967207190653,-98.2164579734
2013,06,101,174.28,94.84,3076,536093,06101,2.29702657107,5807.79661017,-1.50586769135,-15.2149944873,49.0647179679,5898.12036686
2014,06,101,191.51,94.44,1994,381863,06101,2.53481046167,9.8863897177,-0.421762969211,-35.1755526658,-0.287692620497,10.3518127999
