year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,089,54.94,44.07,338,18569,05089,1.55831631495,,,,,
2001,05,089,61.24,46.35,541,33129,05089,1.65156418554,11.4670549691,5.17358747447,60.0591715976,0.784102536486,5.98388592204
2002,05,089,65.63,45.84,635,41675,05089,1.78964877836,7.16851730895,-1.1003236246,17.3752310536,0.257961302786,8.36083720047
2003,05,089,72.2,51.71,838,60505,05089,1.74531038484,10.010665854,12.8054101222,31.968503937,0.451829634073,-2.47749134116
2004,05,089,69.48,48.51,987,68579,05089,1.79035250464,-3.76731301939,-6.18835815123,17.7804295943,0.133443517065,2.58075126298
2005,05,089,78.62,50.92,962,75630,05089,1.92998821681,13.1548647093,4.96804782519,-2.53292806484,0.102815730763,7.79934185088
2006,05,089,82.92,59.29,820,67996,05089,1.74818687806,5.46934622234,16.4375490966,-14.7609147609,-0.100938780907,-9.41981599526
2007,05,089,92.8,58.54,841,78042,05089,1.98155107619,11.9150988905,-1.26496879744,2.56097560976,0.14774398494,13.348927455
2008,05,089,94.62,64.46,2544,240708,05089,1.83485882718,1.96120689655,10.1127434233,202.497027348,2.08433920197,-7.40290022147
2009,05,089,97.09,57.85,609,59125,05089,2.09788245462,2.61044176707,-10.2544213466,-76.0613207547,-0.754370440534,14.3348154936
2010,05,089,105.3,61.72,557,58651,05089,2.13261503564,8.45607168606,6.6897147796,-8.53858784893,-0.00801691331924,1.65560186388
2011,05,089,93.13,65.67,530,49360,05089,1.77268920359,-11.5574548908,6.39987038237,-4.8473967684,-0.158411621285,-16.8772059671
2012,05,089,2.97,70.74,709,2103,05089,0.0524809160305,-96.8109094814,7.72042028323,33.7735849057,-0.95739465154,-97.0394744931
2013,05,089,96.6,64.92,561,54195,05089,1.85998151571,3152.52525253,-8.22731128075,-20.874471086,24.7703281027,3444.11023357
2014,05,089,92.29,65.37,337,31103,05089,1.7647621233,-4.46169772257,0.693160813309,-39.9286987522,-0.426090967801,-5.11937304802
