year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,131,64.61,55.52,3898,251868,05131,1.45465597983,,,,,
2001,05,131,80.85,62.41,5173,418237,05131,1.61933183785,25.1354279523,12.4099423631,32.7090815803,0.660540441819,11.3206050299
2002,05,131,86.75,68.91,5461,473752,05131,1.57361050646,7.29746444032,10.4149975965,5.56736903151,0.132735745522,-2.82346893455
2003,05,131,94.02,73.61,6898,648525,05131,1.59659013721,8.38040345821,6.82049049485,26.31386193,0.368912426755,1.46031248887
2004,05,131,91.22,72.72,5434,495698,05131,1.56800055006,-2.97808976813,-1.20907485396,-21.223543056,-0.23565321306,-1.79066539924
2005,05,131,97.22,69.93,5413,526251,05131,1.73780923781,6.57750493313,-3.83663366337,-0.386455649614,0.0616363188877,10.8296318996
2006,05,131,99.77,71.73,4958,494642,05131,1.73863794786,2.62291709525,2.574002574,-8.40569000554,-0.0600644939392,0.0476870552166
2007,05,131,108.27,75.68,4308,466419,05131,1.78828620507,8.51959506866,5.50676146661,-13.1101250504,-0.0570574273919,2.85558343386
2008,05,131,113.62,82.86,11232,1276156,05131,1.71403572291,4.94135032788,9.48731501057,160.724233983,1.73607207254,-4.15204691269
2009,05,131,123.32,89.63,2978,367236,05131,1.71984826509,8.53722936103,8.17040791697,-73.4864672365,-0.712232673748,0.339114413196
2010,05,131,129.1,91.44,3162,408226,05131,1.76481846019,4.68699318845,2.01941314292,6.17864338482,0.111617597403,2.61477689721
2011,05,131,121.74,99.71,2666,324567,05131,1.52617591014,-5.70100697134,9.04418197725,-15.6862745098,-0.20493305179,-13.5222151987
2012,05,131,2.94,91.39,3278,9636,05131,0.0402122770544,-97.5850172499,-8.34419817471,22.9557389347,-0.970311214634,-97.3651610678
2013,05,131,120.5,92.78,3032,365361,05131,1.62346410864,3998.63945578,1.52095415253,-7.50457596095,36.9162515567,3937.23496297
2014,05,131,121.08,88.07,2100,254261,05131,1.7185193596,0.48132780083,-5.07652511317,-30.7387862797,-0.304082811247,5.8550879228
