year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,093,137.67,81.14,1851,254827,08093,2.1208713335,,,,,
2001,08,093,151.8,79.71,2953,448279,08093,2.38050432819,10.2636740031,-1.76238599951,59.5353862777,0.759150325515,12.2418079113
2002,08,093,162.11,84.46,3312,536923,08093,2.39921264504,6.79183135705,5.95910174382,12.1571283441,0.197742923492,0.785897199507
2003,08,093,171.33,88.44,4438,760350,08093,2.42155698779,5.68749614459,4.71228984135,33.9975845411,0.416124844717,0.931319814251
2004,08,093,173.75,90.01,3454,600125,08093,2.41292634152,1.412478842,1.77521483492,-22.1721496169,-0.210725323864,-0.356408968042
2005,08,093,172.74,94.48,3584,619100,08093,2.28540431837,-0.581294964029,4.96611487612,3.7637521714,0.0316184128307,-5.28495300288
2006,08,093,170.97,98.44,3319,567454,08093,2.17099248273,-1.02466134074,4.19136325148,-7.39397321429,-0.0834210951381,-5.00619670331
2007,08,093,200.32,115.53,2371,474965,08093,2.1674024063,17.1667544014,17.3608289313,-28.5628201265,-0.162989422931,-0.165365677577
2008,08,093,209.6,113.32,5400,1131840,08093,2.3120367102,4.63258785942,-1.91292305029,127.752003374,1.38299664186,6.67316339039
2009,08,093,201.43,109.78,1646,331554,08093,2.29356440153,-3.89790076336,-3.12389692905,-69.5185185185,-0.707066369805,-0.798962602512
2010,08,093,196.34,116.67,1423,279385,08093,2.10358275478,-2.5269324331,6.27618874112,-13.5479951397,-0.157346917847,-8.28324884294
2011,08,093,189.15,113.1,1346,254595,08093,2.09051724138,-3.66201487216,-3.05991257393,-5.41110330288,-0.0887306047211,-0.621107649292
2012,08,093,2.89,114.23,1618,4673,08093,0.0316247920861,-98.4721120804,0.999115826702,20.2080237741,-0.981645358314,-98.4872264404
2013,08,093,182.29,115.59,1515,276163,08093,1.97129942037,6207.61245675,1.19058040795,-6.36588380717,58.0975818532,6133.39883151
2014,08,093,195.64,114.66,906,177246,08093,2.13282748997,7.3234955291,-0.804567869193,-40.198019802,-0.358183391693,8.19398960587
