asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
3.0,1.0,24.0,42.0,69.33,148.0,208.0,148.0,8.0,5.0,21.0,22.8,36.25,46.4,290.0,232.0,925.0,,422.0,035,21035,1.0,1.0,23.0,23.0,28.0,28.0,28.0,28.0,45.12,,51.87,,1.62594193262,58.69,67.26,,10.0,5.0,31.4,32.2,56.6,63.4,566.0,317.0,21,54291.0,,28383.0,620.0,345.0,47.27,52.65,62.4,69.7,38687.0,24045.0,2000.0
3.0,2.0,85.33,118.5,84.33,97.5,253.0,195.0,10.0,4.0,45.2,39.75,65.4,59.0,654.0,236.0,1343.0,45.1891891892,790.0,035,21035,6.0,3.0,51.0,43.33,87.5,90.33,525.0,271.0,53.66,18.9273049645,60.18,6.79322494414,1.73639582557,74.54,81.45,27.0063043108,1.0,1.0,25.0,25.0,23.0,23.0,23.0,23.0,21,100111.0,0.843970455508,64347.0,941.0,699.0,56.62,61.22,78.47,82.26,73843.0,57500.0,2001.0
4.0,4.0,58.5,58.5,91.25,91.25,365.0,365.0,15.0,7.0,53.2,45.14,66.87,73.71,1003.0,516.0,1382.0,2.90394638868,846.0,035,21035,8.0,2.0,42.25,58.0,83.25,88.0,666.0,176.0,61.82,15.2068579948,65.44,2.52087710263,1.78016823035,88.04,91.56,18.1110812986,,,,,,,,,21,121673.0,0.215380927171,77456.0,1007.0,749.0,64.35,65.36,91.54,91.69,92180.0,68676.0,2002.0
11.0,6.0,70.36,66.17,87.82,76.83,966.0,461.0,26.0,16.0,41.81,48.38,71.5,68.88,1859.0,1102.0,1933.0,39.8697539797,1178.0,035,21035,9.0,3.0,59.89,41.0,70.78,53.33,637.0,160.0,67.05,8.46004529279,73.81,-5.81037498717,1.67673378076,89.94,91.02,2.15810995002,1.0,,18.0,,32.0,,32.0,,21,173862.0,0.428928357154,107227.0,1658.0,1100.0,68.34,73.35,91.09,91.9,151028.0,101091.0,2003.0
8.0,4.0,55.88,59.5,131.63,141.25,1053.0,565.0,32.0,15.0,44.28,55.2,50.03,59.67,1601.0,895.0,1495.0,-22.6590791516,829.0,035,21035,4.0,1.0,26.25,26.0,66.75,61.0,267.0,61.0,59.93,-10.6189410887,66.59,8.89505624029,1.82588019356,87.54,90.08,-2.66844563042,9.0,2.0,53.44,40.5,64.56,71.5,581.0,143.0,21,130871.0,-0.247270823987,74675.0,1291.0,784.0,61.58,67.25,88.21,90.76,113883.0,71159.0,2004.0
13.0,5.0,56.15,46.6,104.85,105.0,1363.0,525.0,26.0,9.0,38.65,37.78,51.04,52.78,1327.0,475.0,1364.0,-8.76254180602,711.0,035,21035,1.0,,38.0,,90.0,,90.0,,59.96,0.0500584014684,64.18,3.02131014767,1.88104569713,90.23,94.43,3.0728809687,4.0,,43.5,,111.5,,446.0,,21,123069.0,-0.0596159576988,67142.0,1166.0,661.0,60.7,65.09,91.02,95.18,106135.0,62911.0,2005.0
10.0,3.0,61.4,66.67,103.9,94.0,1039.0,282.0,21.0,11.0,35.86,41.73,66.0,57.27,1386.0,630.0,1325.0,-2.85923753666,691.0,035,21035,2.0,,39.0,,55.0,,110.0,,69.61,16.0940627085,74.14,-9.58616938058,1.70072547048,94.71,95.78,4.96508921645,3.0,2.0,62.0,44.0,105.67,98.5,317.0,197.0,21,125486.0,0.0196393892857,66184.0,1144.0,635.0,70.38,74.64,94.68,96.52,108315.0,61292.0,2006.0
6.0,2.0,41.83,42.5,90.83,122.5,545.0,245.0,27.0,8.0,45.85,58.38,78.81,98.25,2128.0,786.0,1424.0,7.47169811321,722.0,035,21035,2.0,1.0,42.5,23.0,113.0,88.0,226.0,88.0,69.88,0.387875305272,73.65,7.74384517386,1.83242701774,102.44,104.02,8.16175694224,7.0,3.0,58.0,70.0,96.14,124.0,673.0,372.0,21,145870.0,0.162440431602,75106.0,1235.0,651.0,67.52,71.63,101.78,102.95,125704.0,67019.0,2007.0
24.0,8.0,49.67,55.5,95.17,94.5,2284.0,756.0,48.0,20.0,58.33,89.2,91.75,127.6,4404.0,2552.0,3560.0,150.0,1968.0,035,21035,12.0,8.0,52.0,30.0,71.67,41.5,860.0,332.0,75.46,7.98511734402,84.33,6.21049415725,1.94622979062,117.49,121.56,14.6915267474,8.0,,64.0,,155.0,,1240.0,,21,418256.0,1.86732021663,239224.0,3168.0,1816.0,76.86,84.66,118.67,122.37,375932.0,222216.0,2008.0
14.0,5.0,86.5,88.8,105.93,109.0,1483.0,545.0,6.0,3.0,57.33,66.33,61.5,72.0,369.0,216.0,878.0,-75.3370786517,557.0,035,21035,1.0,,60.0,,105.0,,105.0,,80.12,6.17545719587,80.78,3.32232734395,2.01088991513,128.89,134.97,9.70295344285,7.0,2.0,53.57,60.5,90.43,84.5,633.0,169.0,21,113163.0,-0.729440820933,75181.0,778.0,513.0,80.68,81.34,130.28,135.17,101360.0,69344.0,2009.0
