year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,073,36.86,41.12,245,9030,05073,1.12050097276,,,,,
2001,05,073,41.9,38.74,238,9973,05073,1.35196179659,13.6733586544,-5.78793774319,-2.85714285714,0.104429678848,20.6569052108
2002,05,073,50.13,45.59,224,11229,05073,1.37447905242,19.6420047733,17.6819824471,-5.88235294118,0.125940038103,1.66552456496
2003,05,073,49.36,54.44,198,9774,05073,1.13335782513,-1.5360063834,19.4121517877,-11.6071428571,-0.129575207053,-17.542735691
2004,05,073,51.16,47.13,183,9362,05073,1.35688521112,3.64667747164,-13.427626745,-7.57575757576,-0.0421526498875,19.7225784332
2005,05,073,52.89,52.71,190,10050,05073,1.25426863973,3.38154808444,11.8395926162,3.82513661202,0.0734885708182,-7.56265677823
2006,05,073,55.2,64.04,130,7176,05073,1.07745159275,4.36755530346,21.494972491,-31.5789473684,-0.285970149254,-14.0972229849
2007,05,073,71.39,65.47,114,8139,05073,1.36302886818,29.3297101449,2.23297938788,-12.3076923077,0.134197324415,26.5048822007
2008,05,073,53.33,62.39,544,29012,05073,1.06848052573,-25.2976607368,-4.70444478387,377.192982456,2.56456567146,-21.6098388915
2009,05,073,61.81,58.47,122,7541,05073,1.32140413887,15.9009938121,-6.2830581824,-77.5735294118,-0.740073073211,23.6713357951
2010,05,073,77.86,84.05,83,6462,05073,1.15794170137,25.9666720595,43.7489310758,-31.9672131148,-0.143084471555,-12.3703591276
2011,05,073,67.99,62.22,76,5167,05073,1.36591931855,-12.6765990239,-25.9726353361,-8.43373493976,-0.200402352213,17.9609747998
2012,05,073,2.86,75.35,113,323,05073,0.0474452554745,-95.793499044,21.1025393764,48.6842105263,-0.937487904006,-96.5264964899
2013,05,073,70.64,65.07,156,11020,05073,1.35700015368,2369.93006993,-13.6429993364,38.0530973451,33.1176470588,2760.13878545
2014,05,073,75.91,65.61,77,5845,05073,1.44623532998,7.46036240091,0.829875518672,-50.641025641,-0.469600725953,6.57591497374
