year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,127,53.64,39.08,3182,170669,01127,1.71571136131,,,,,
2001,01,127,60.62,46.17,3262,197734,01127,1.64121724063,13.0126771066,18.142272262,2.51414204903,0.158581816264,-4.34187954673
2002,01,127,72.58,52.0,2959,214774,01127,1.74471153846,19.7294622237,12.6272471302,-9.28877988964,0.0861763783669,6.30594751669
2003,01,127,81.61,58.14,3599,293726,01127,1.75460096319,12.4414439239,11.8076923077,21.6289286921,0.367605017367,0.566822910994
2004,01,127,80.52,58.44,3607,290432,01127,1.72227926078,-1.33562063473,0.515995872033,0.222283967769,-0.0112145332725,-1.84211128855
2005,01,127,83.28,57.97,3807,317046,01127,1.79575642574,3.42771982116,-0.80424366872,5.54477405046,0.0916359078889,4.26627473432
2006,01,127,91.18,61.91,3527,321582,01127,1.84097884025,9.48607108549,6.79661894083,-7.3548726031,0.0143070721599,2.51829334237
2007,01,127,93.9,65.25,3252,305348,01127,1.79885057471,2.98311033121,5.39492812147,-7.79699461299,-0.0504816811886,-2.28836228957
2008,01,127,105.04,67.1,9280,974776,01127,1.95678092399,11.863684771,2.83524904215,185.362853629,2.19234447254,8.77951462459
2009,01,127,113.32,78.65,1863,211124,01127,1.80101716465,7.88271134806,17.2131147541,-79.9245689655,-0.783412804583,-7.96020430445
2010,01,127,112.3,79.59,1538,172721,01127,1.76372659882,-0.900105894811,1.1951684679,-17.4449812131,-0.181897842026,-2.07052806417
2011,01,127,105.27,71.14,1596,168014,01127,1.84969777903,-6.26001780944,-10.6169116723,3.7711313394,-0.027252042311,4.87440515247
2012,01,127,2.88,73.01,2016,5814,01127,0.0493083139296,-97.2641778284,2.62861962328,26.3157894737,-0.965395740831,-97.3342502495
2013,01,127,98.03,72.15,1854,181746,01127,1.69837144837,3303.81944444,-1.17792083276,-8.03571428571,30.2600619195,3344.39165127
2014,01,127,92.75,63.39,1248,115747,01127,1.82895567124,-5.38610629399,-12.1413721414,-32.6860841424,-0.36313866605,7.68879051725
