asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
2.0,1.0,64.0,71.0,59.5,100.0,119.0,100.0,4.0,2.0,77.25,114.5,104.25,131.5,417.0,263.0,1278.0,,823.0,203,17203,7.0,3.0,80.0,78.33,71.14,52.33,498.0,157.0,60.39,,63.63,,1.7333167743,83.74,91.74,,3.0,,31.0,,48.67,,146.0,,17,107016.0,,75506.0,1032.0,751.0,60.9,63.8,87.3,92.7,90097.0,69614.0,2000.0
2.0,2.0,33.0,33.0,102.5,102.5,205.0,205.0,8.0,4.0,75.13,86.5,109.88,125.25,879.0,501.0,2557.0,100.078247261,1794.0,203,17203,6.0,5.0,43.67,41.6,80.67,66.8,484.0,334.0,72.24,19.6224540487,76.39,-4.45418880779,1.65611157254,95.71,99.3,14.2942440888,2.0,2.0,38.5,38.5,51.0,51.0,102.0,102.0,17,244718.0,1.2867421694,178151.0,2167.0,1656.0,68.93,70.87,98.17,99.3,212742.0,164438.0,2001.0
2.0,2.0,76.5,76.5,120.5,120.5,241.0,241.0,5.0,2.0,86.8,87.0,153.6,204.0,768.0,408.0,2896.0,13.2577238952,2141.0,203,17203,7.0,6.0,54.14,59.33,79.43,80.5,556.0,483.0,69.44,-3.87596899225,72.48,10.7061486143,1.83341733871,101.85,102.54,6.41521262146,7.0,3.0,60.86,69.33,105.14,93.67,736.0,281.0,17,294960.0,0.205305698804,219539.0,2444.0,2009.0,70.21,72.13,102.18,101.74,249728.0,204394.0,2002.0
13.0,10.0,137.92,143.2,157.85,135.4,2052.0,1354.0,6.0,5.0,70.67,74.0,121.0,139.8,726.0,699.0,3634.0,25.4834254144,2697.0,203,17203,11.0,7.0,81.73,69.43,115.45,113.29,1270.0,793.0,71.8,3.39861751152,73.98,0.644286821928,1.84522980501,105.99,106.86,4.0648011782,2.0,2.0,33.0,33.0,81.5,81.5,163.0,163.0,17,385175.0,0.305855031191,288195.0,3329.0,2567.0,72.0,74.13,105.86,106.89,352402.0,274398.0,2003.0
11.0,10.0,73.27,77.6,137.73,143.7,1515.0,1437.0,5.0,2.0,57.2,72.0,128.6,200.5,643.0,401.0,2115.0,-41.7996697854,1315.0,203,17203,2.0,2.0,56.0,56.0,125.0,125.0,250.0,250.0,69.78,-2.81337047354,71.6,5.98194787435,1.95561049011,109.17,110.97,3.00028304557,7.0,2.0,61.0,54.0,80.0,51.0,560.0,102.0,17,230901.0,-0.400529629389,145932.0,1873.0,1237.0,70.33,71.92,109.32,110.86,204749.0,137132.0,2004.0
6.0,5.0,74.0,69.6,187.33,166.2,1124.0,831.0,14.0,4.0,118.86,74.5,147.21,109.0,2061.0,436.0,2263.0,6.99763593381,1282.0,203,17203,1.0,1.0,77.0,77.0,120.0,120.0,120.0,120.0,72.7,4.18458010891,72.97,3.90518730866,2.03198074278,118.18,119.02,8.25318310891,6.0,3.0,78.83,97.67,120.17,145.67,721.0,437.0,17,267431.0,0.158206330852,152581.0,2021.0,1209.0,72.01,73.03,117.64,119.25,237747.0,144178.0,2005.0
7.0,4.0,105.14,152.5,176.43,204.25,1235.0,817.0,21.0,6.0,89.95,96.33,138.19,119.67,2902.0,718.0,2099.0,-7.24701723376,1220.0,203,17203,,,,,,,,,83.43,14.7592847318,84.55,-9.23336511302,1.84436054177,123.1,125.31,4.1631409714,5.0,,49.2,,65.4,,327.0,,17,258391.0,-0.0338031118307,152882.0,1815.0,1152.0,84.04,84.17,124.44,125.66,225857.0,144760.0,2006.0
9.0,3.0,99.67,92.33,193.33,206.33,1740.0,619.0,7.0,5.0,97.57,106.4,142.71,152.8,999.0,764.0,1972.0,-6.05050023821,1170.0,203,17203,5.0,2.0,81.8,113.0,113.2,190.0,566.0,380.0,78.55,-5.8492149107,82.33,10.2333242498,2.03309993635,127.76,126.86,3.78554021121,5.0,3.0,58.0,59.67,124.2,80.0,621.0,240.0,17,251946.0,-0.0249428192158,148424.0,1717.0,1106.0,77.9,81.63,127.83,127.02,219477.0,140486.0,2007.0
12.0,8.0,166.67,210.0,278.67,314.0,3344.0,2512.0,8.0,4.0,80.5,105.0,155.5,133.0,1244.0,532.0,6380.0,223.529411765,4140.0,203,17203,,,,,,,,,85.77,9.19159770847,87.86,1.00127804633,2.05345691967,140.9,140.44,10.2849092048,4.0,,44.0,,110.0,,440.0,,17,898956.0,2.56805029649,581436.0,5748.0,4012.0,84.23,86.99,139.53,140.08,802008.0,562008.0,2008.0
7.0,6.0,135.14,127.67,164.43,165.0,1151.0,990.0,2.0,2.0,67.5,67.5,152.5,152.5,305.0,305.0,2043.0,-67.9780564263,1610.0,203,17203,2.0,1.0,81.0,74.0,170.5,141.0,341.0,141.0,89.7,4.5820216859,90.8,-3.24796162273,1.98676142698,142.57,142.07,1.18523775727,,,,,,,,,17,291276.0,-0.675984141604,228732.0,1919.0,1562.0,89.16,90.52,142.77,142.09,273984.0,221951.0,2009.0
6.0,5.0,72.83,76.4,157.33,178.4,944.0,892.0,2.0,2.0,49.0,49.0,83.5,83.5,167.0,167.0,1786.0,-12.5795398923,1410.0,203,17203,1.0,1.0,59.0,59.0,17.0,17.0,17.0,17.0,94.05,4.84949832776,93.58,-3.62843669843,1.91467304625,144.06,142.61,1.04510065231,,,,,,,,,17,257287.0,-0.116690012222,201083.0,1699.0,1349.0,93.79,93.13,143.67,142.11,244099.0,191705.0,2010.0
5.0,5.0,100.8,100.8,187.2,187.2,936.0,936.0,2.0,1.0,81.0,81.0,234.0,234.0,468.0,234.0,1327.0,-25.6998880179,985.0,203,17203,2.0,2.0,208.0,208.0,354.0,354.0,708.0,708.0,99.09,5.35885167464,100.88,-4.48673306094,1.82876677768,144.97,145.69,0.631681243926,4.0,3.0,206.0,148.0,131.0,139.33,524.0,418.0,17,192379.0,-0.252278583838,143500.0,1242.0,943.0,98.88,100.46,143.59,144.44,178334.0,136210.0,2011.0
2.0,2.0,266.5,266.5,220.0,220.0,440.0,440.0,3.0,2.0,43.67,50.5,99.0,108.5,297.0,217.0,1980.0,49.2087415222,1535.0,203,17203,2.0,1.0,66.5,93.0,133.0,165.0,266.0,165.0,96.68,-2.43213240488,98.16,3.87139575965,1.89956557716,146.92,148.64,1.34510588398,2.0,1.0,87.0,118.0,162.5,205.0,325.0,205.0,17,290898.0,0.512108910016,228156.0,1860.0,1462.0,96.38,97.46,147.46,148.66,274276.0,217347.0,2012.0
6.0,3.0,62.83,89.0,170.33,195.0,1022.0,585.0,2.0,2.0,158.0,158.0,132.5,132.5,265.0,265.0,1331.0,-32.7777777778,1008.0,203,17203,,,,,,,,,95.83,-0.879189077369,97.28,-1.92839955976,1.86293436293,142.82,143.86,-2.79063435883,4.0,2.0,53.0,27.0,101.0,108.5,404.0,217.0,17,190096.0,-0.346520086078,145011.0,1232.0,964.0,94.0,96.6,142.36,142.85,175390.0,137712.0,2013.0
1.0,1.0,90.0,90.0,124.0,124.0,124.0,124.0,,,,,,,,,802.0,-39.7445529677,597.0,203,17203,,,,,,,,,89.65,-6.44891996243,94.51,4.23648096079,1.94185722253,139.27,143.92,-2.48564626803,1.0,,25.0,,104.0,,104.0,,17,111692.0,-0.4124442387,85918.0,760.0,573.0,89.12,93.84,139.26,144.56,105838.0,82831.0,2014.0
