year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,043,44.36,41.11,538,23863,05043,1.34882023838,,,,,
2001,05,043,56.87,42.8,666,37873,05043,1.6609228972,28.2010820559,4.11092191681,23.7918215613,0.587101370322,23.1389365261
2002,05,043,65.23,53.81,510,33266,05043,1.51528526296,14.7001934236,25.7242990654,-23.4234234234,-0.12164338711,-8.76847651868
2003,05,043,80.31,60.77,623,50034,05043,1.65192529208,23.1181971486,12.9343988106,22.1568627451,0.504058197559,9.01744592008
2004,05,043,78.09,56.34,572,44668,05043,1.73256123536,-2.76428838252,-7.28978114201,-8.18619582665,-0.107247071991,4.88133111456
2005,05,043,83.29,64.59,611,50892,05043,1.61189812664,6.65898322448,14.6432374867,6.81818181818,0.139339124205,-6.96443544097
2006,05,043,87.46,61.52,471,41196,05043,1.77706436931,5.00660343379,-4.75305774888,-22.9132569558,-0.190521103513,10.2466923893
2007,05,043,93.08,68.47,480,44677,05043,1.69928435811,6.42579464898,11.2971391417,1.91082802548,0.0844984949995,-4.37688203877
2008,05,043,89.69,79.59,1208,108340,05043,1.40862545546,-3.6420283627,16.240689353,151.666666667,1.42496138953,-17.104783038
2009,05,043,97.35,69.62,330,32126,05043,1.74788135593,8.54052848701,-12.5266993341,-72.6821192053,-0.703470555658,24.084180728
2010,05,043,109.25,77.62,403,44029,05043,1.75937258439,12.2239342578,11.4909508762,22.1212121212,0.370509867397,0.657437555144
2011,05,043,92.87,70.15,424,39377,05043,1.65484675695,-14.9931350114,-9.62380829683,5.21091811414,-0.105657634741,-5.94108538258
2012,05,043,2.9,71.28,414,1201,05043,0.0508557800224,-96.8773554431,1.6108339273,-2.35849056604,-0.969499961907,-96.9268586466
2013,05,043,91.58,61.27,356,32603,05043,1.868369512,3057.93103448,-14.0432098765,-14.0096618357,26.1465445462,3573.85872593
2014,05,043,92.0,67.12,207,19044,05043,1.71334922527,0.458615418214,9.54790272564,-41.8539325843,-0.415881974051,-8.2970892927
