year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,049,50.36,39.58,2452,123487,01049,1.59044972208,,,,,
2001,01,049,64.24,45.54,2898,186176,01049,1.76328502415,27.5615567911,15.0581101566,18.189233279,0.507656676411,10.8670710978
2002,01,049,69.88,48.62,2482,173435,01049,1.79658576717,8.7795765878,6.76328502415,-14.3547273982,-0.0684352440701,1.88856268631
2003,01,049,76.19,53.04,3067,233680,01049,1.79557880845,9.02976531196,9.09090909091,23.5697018533,0.347363565601,-0.0560484640336
2004,01,049,82.11,55.4,2783,228526,01049,1.85266245487,7.7700485628,4.44947209653,-9.25986305836,-0.0220558028073,3.17912230634
2005,01,049,83.6,58.36,2921,244187,01049,1.79061000685,1.81463889904,5.34296028881,4.95867768595,0.068530495436,-3.34936608967
2006,01,049,88.04,60.23,2658,234011,01049,1.82716254358,5.31100478469,3.20424948595,-9.00376583362,-0.0416729801341,2.04134549617
2007,01,049,97.21,56.79,2454,238565,01049,2.13968128192,10.4157201272,-5.71143948199,-7.67494356659,0.0194606236459,17.1040468967
2008,01,049,96.41,61.49,6660,642080,01049,1.95987152383,-0.822960600761,8.27610494805,171.393643032,1.69142581686,-8.40357672007
2009,01,049,103.72,62.62,1516,157232,01049,2.07042478441,7.58220101649,1.83769718653,-77.2372372372,-0.755120857214,5.64084223098
2010,01,049,108.96,67.2,1216,132498,01049,2.02678571429,5.0520632472,7.31395720217,-19.7889182058,-0.157308944744,-2.10773511101
2011,01,049,104.27,66.97,1099,114589,01049,1.94620725698,-4.3043318649,-0.342261904762,-9.62171052632,-0.135164304367,-3.97567718862
2012,01,049,2.89,70.54,1241,3585,01049,0.0512120782535,-97.2283494773,5.33074510975,12.9208371247,-0.968714274494,-97.3686215551
2013,01,049,103.6,63.65,1257,130230,01049,2.034564022,3484.77508651,-9.76750779699,1.28928283642,35.3263598326,3872.82065361
2014,01,049,91.38,65.12,865,79042,01049,1.75406941032,-11.7953667954,2.30950510605,-31.185361973,-0.393058435076,-13.7864726125
