year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,031,91.8,59.49,2822,259064,06031,1.92889561271,,,,,
2001,06,031,94.2,65.39,4984,469478,06031,1.8007340572,2.61437908497,9.91763321567,76.6123316797,0.812208566223,-6.64429711325
2002,06,031,103.12,68.35,6035,622316,06031,1.88588149232,9.46921443737,4.52668603762,21.0874799358,0.325548801009,4.72848474118
2003,06,031,109.96,76.44,10589,1164419,06031,1.79814233386,6.6330488751,11.8361375274,75.4598177299,0.871105676216,-4.65242162987
2004,06,031,127.08,73.34,12109,1538805,06031,2.16593946005,15.5692979265,-4.05546834118,14.3545188403,0.321521720274,20.4542832493
2005,06,031,152.39,77.05,15033,2290905,06031,2.47225827385,19.9165879761,5.05863103354,24.1473284334,0.488755885249,14.1425381203
2006,06,031,169.34,85.77,13450,2277566,06031,2.46793750729,11.1227770851,11.3173264114,-10.530166966,-0.00582258976256,-0.174770031389
2007,06,031,182.44,93.46,9772,1782829,06031,2.44008131821,7.73591590882,8.9658388714,-27.3457249071,-0.217221806086,-1.12872343784
2008,06,031,175.22,78.95,14876,2606572,06031,2.77422419253,-3.9574654681,-15.5253584421,52.2308636922,0.46204263,13.6939237157
2009,06,031,162.88,91.34,2399,390756,06031,2.22903437705,-7.04257504851,15.6934768841,-83.8733530519,-0.85008816177,-19.6519739444
2010,06,031,165.05,94.09,1819,300225,06031,2.19271442236,1.33226915521,3.01072914386,-24.1767403085,-0.231681663237,-1.62940307539
2011,06,031,151.99,92.5,1724,262034,06031,2.05391891892,-7.912753711,-1.68987139972,-5.22264980759,-0.127207927388,-6.32984861262
2012,06,031,2.9,99.81,2890,8383,06031,0.0363190061116,-98.0919797355,7.9027027027,67.6334106729,-0.968007968432,-98.2317215262
2013,06,031,157.0,94.6,2787,437568,06031,2.0745243129,5313.79310345,-5.2199178439,-3.56401384083,51.1970654897,5611.95232194
2014,06,031,164.97,95.71,1614,266255,06031,2.15455542785,5.07643312102,1.1733615222,-42.0882669537,-0.391511719321,3.8578055924
