year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,075,44.57,34.97,407,18142,01075,1.59315127252,,,,,
2001,01,075,55.22,42.85,400,22087,01075,1.61085180863,23.8949966345,22.5336002288,-1.7199017199,0.217451218168,1.11103926041
2002,01,075,62.03,44.83,465,28844,01075,1.72958956056,12.3324882289,4.62077012835,16.25,0.305926563137,7.37111578426
2003,01,075,75.77,49.84,500,37884,01075,1.90033105939,22.1505723037,11.1755520857,7.52688172043,0.313410067952,9.87179286469
2004,01,075,68.31,50.05,457,31219,01075,1.70604395604,-9.84558532401,0.421348314607,-8.6,-0.175931791785,-10.2238555954
2005,01,075,77.31,63.71,405,31310,01075,1.51683409198,13.1752305665,27.2927072927,-11.3785557987,0.00291489157244,-11.0905620804
2006,01,075,77.2,83.56,422,32578,01075,1.15485878411,-0.142284309921,31.1568042693,4.1975308642,0.0404982433727,-23.8638694756
2007,01,075,78.65,55.35,370,29101,01075,1.77619692864,1.87823834197,-33.7601723313,-12.3222748815,-0.106728467064,53.8020884527
2008,01,075,87.29,66.86,1156,100904,01075,1.63195483099,10.9853782581,20.7949412827,212.432432432,2.46737225525,-8.12083926733
2009,01,075,79.47,55.53,240,19072,01075,1.78889789303,-8.95864360179,-16.9458570147,-79.2387543253,-0.810988662491,9.61687536079
2010,01,075,88.13,57.97,233,20534,01075,1.90033638089,10.8971939097,4.39402124977,-2.91666666667,0.0766568791946,6.22944933246
2011,01,075,74.19,61.37,221,16397,01075,1.51112106893,-15.8175422671,5.8651026393,-5.15021459227,-0.20147073147,-20.4813903409
2012,01,075,2.92,61.39,230,671,01075,0.0594559374491,-96.0641595902,0.0325892129705,4.07239819005,-0.9590778801,-96.0654418318
2013,01,075,79.47,62.14,244,19390,01075,1.59860798198,2621.57534247,1.22169734484,6.08695652174,27.8971684054,2588.72723325
2014,01,075,78.22,59.57,239,18694,01075,1.64134631526,-1.57292059897,-4.13582233666,-2.04918032787,-0.0358947911294,2.67347178076
