year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,04,005,104.55,76.1,5921,619047,04005,1.71731274639,,,,,
2001,04,005,125.51,87.47,9308,1168229,04005,1.7936149537,20.0478240077,14.9408672799,57.2031751393,0.887141040987,4.44311657691
2002,04,005,142.36,91.0,11023,1569180,04005,1.95549450549,13.4252250817,4.03566937236,18.4250107434,0.343212674912,9.02532349333
2003,04,005,152.83,92.89,15419,2356451,04005,2.05659920336,7.35459398708,2.07692307692,39.8802503856,0.501708535668,5.17028800542
2004,04,005,171.34,97.88,11318,1939219,04005,2.18813853698,12.1114964339,5.37194531166,-26.5970555808,-0.177059484793,6.39596346291
2005,04,005,200.18,106.17,11855,2373169,04005,2.35683338043,16.8320298821,8.4695545566,4.7446545326,0.223775654013,7.70951384441
2006,04,005,231.09,124.25,10030,2317851,04005,2.32484909457,15.4411030073,17.0292926439,-15.3943483762,-0.0233097600719,-1.35708727337
2007,04,005,256.39,135.34,8447,2165725,04005,2.36801758534,10.9481154529,8.92555331992,-15.7826520439,-0.0656323465141,1.85682979915
2008,04,005,259.36,138.09,20324,5271256,04005,2.34774422478,1.15839151293,2.03191960987,140.606132355,1.43394521465,-0.856132179304
2009,04,005,242.09,129.54,6507,1575269,04005,2.33605450054,-6.65869833436,-6.19161416468,-67.9836646329,-0.701158699179,-0.497913022943
2010,04,005,225.08,129.65,5084,1144294,04005,2.1700732742,-7.0263125284,0.0849158561062,-21.8687567235,-0.273588193509,-7.10519494739
2011,04,005,205.04,127.59,4598,942785,04005,2.00877811741,-8.90350097743,-1.58889317393,-9.55940204563,-0.176098974564,-7.4327055547
2012,04,005,2.93,123.1,6373,18699,04005,0.0297522339561,-98.5710105345,-3.51908456776,38.6037407569,-0.980166209687,-98.5188889854
2013,04,005,215.79,125.75,5526,1192445,04005,2.14502982107,7264.84641638,2.15272136474,-13.2904440609,62.7705224878,7109.64289349
2014,04,005,222.72,125.75,3811,848788,04005,2.21391650099,3.21145558182,0.0,-31.035106768,-0.288195262675,3.21145558182
