year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2004,19,143,62.05,51.78,193,11975,19143,26041,44.0,32.0,1.0,44.0,48295,31.0,35.0,2.0,62.0,26041,79.13,55.88,8.0,633.0,01127,80.8,58.59,2922.0,236084.0,26041,88.25,50.29,204.0,18004.0,26041,66.67,69.67,3.0,200.0,,,,,,26041,315.0,1872.0,1.0,315.0
2004,18,007,77.82,50.72,597,46458,18007,01127,89.5,81.0,4.0,358.0,26041,89.0,35.5,4.0,356.0,48295,32.0,39.5,2.0,64.0,48389,51.32,88.23,110.0,5645.0,48295,99.18,75.64,11.0,1091.0,48295,79.5,39.0,2.0,159.0,,,,,,01127,116.6,84.6,5.0,583.0
2004,13,091,77.84,57.09,593,46162,13091,37183,160.51,77.41,179.0,28731.0,01127,94.79,58.15,34.0,3223.0,01127,70.38,51.44,16.0,1126.0,56017,91.75,59.96,216.0,19818.0,01127,82.63,61.21,460.0,38012.0,01127,66.54,47.42,166.0,11046.0,,,,,,20043,57.5,59.5,2.0,115.0
2004,40,135,69.41,52.66,1922,133408,40135,37147,123.94,55.83,18.0,2231.0,56017,317.67,68.67,6.0,1906.0,48389,44.67,71.0,3.0,134.0,37147,113.36,79.09,5318.0,602845.0,48389,53.58,61.92,52.0,2786.0,20043,48.33,35.33,3.0,145.0,,,,,,37183,176.04,91.3,2580.0,454180.0
2004,48,211,62.17,85.94,82,5098,48211,72085,63.33,33.67,3.0,190.0,20043,105.0,24.0,1.0,105.0,20043,46.75,55.25,4.0,187.0,72085,100.46,51.95,523.0,52539.0,56017,75.18,54.3,33.0,2481.0,56017,127.0,20.0,1.0,127.0,,,,,,37147,139.18,96.2,99.0,13779.0
2004,46,075,29.5,42.25,4,118,46075,48497,81.71,58.24,17.0,1389.0,37183,181.54,100.46,830.0,150681.0,56017,72.0,35.67,3.0,216.0,05053,79.35,61.34,733.0,58166.0,20043,80.69,51.57,51.0,4115.0,37183,125.21,66.77,8762.0,1097049.0,,,,,,72085,112.0,31.0,1.0,112.0
2004,48,033,65.08,68.5,12,781,48033,05053,81.0,44.4,5.0,405.0,37147,114.48,90.42,79.0,9044.0,37183,153.99,95.02,292.0,44966.0,47123,90.02,53.76,2220.0,199838.0,37183,154.05,87.21,10590.0,1631389.0,37147,88.1,52.9,1802.0,158762.0,,,,,,48497,83.77,88.86,22.0,1843.0
2004,48,245,81.05,74.66,10810,876146,48245,21207,35.0,7.0,1.0,35.0,72085,100.85,54.16,93.0,9379.0,37147,92.3,60.33,69.0,6369.0,36059,293.9,137.69,51989.0,15279691.0,37147,99.56,63.01,1212.0,120662.0,72085,96.89,42.11,70.0,6782.0,,,,,,05053,63.0,55.0,1.0,63.0
2004,26,065,112.36,71.15,25355,2849000,26065,47123,71.0,30.67,3.0,213.0,48497,108.26,97.66,47.0,5088.0,72085,89.39,45.29,77.0,6883.0,42057,97.97,54.33,804.0,78766.0,72085,88.84,57.36,134.0,11905.0,48497,137.89,103.67,18.0,2482.0,,,,,,47123,157.0,88.0,2.0,314.0
2004,47,145,92.78,59.27,3600,334023,47145,36059,265.39,114.91,820.0,217621.0,21207,118.25,97.0,4.0,473.0,48497,70.7,54.09,43.0,3040.0,20031,81.19,74.65,367.0,29795.0,48497,101.81,80.85,651.0,66277.0,21207,103.4,47.8,5.0,517.0,,,,,,36059,346.6,146.71,4265.0,1478243.0
