year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2002,48,113,124.54,100.76,133764,16658775,48113,26041,59.0,32.0,2.0,118.0,26041,72.62,51.38,381.0,27670.0,26041,88.43,69.14,7.0,619.0,01127,77.41,54.68,1930.0,149407.0,26041,110.51,56.91,47.0,5194.0,26041,76.0,15.0,1.0,76.0,26041,167.5,43.0,2.0,335.0,26041,47.0,43.0,2.0,94.0
2002,54,019,55.36,46.82,2163,119741,54019,48295,38.5,28.5,2.0,77.0,48295,30.67,40.08,12.0,368.0,01127,29.25,27.75,4.0,117.0,48389,52.32,68.26,19.0,994.0,01127,69.18,36.18,11.0,761.0,01127,47.72,38.78,74.0,3531.0,01127,62.0,37.9,10.0,620.0,01127,92.22,84.33,9.0,830.0
2002,32,029,129.15,70.3,449,57987,32029,01127,43.0,34.5,6.0,258.0,01127,64.75,47.66,915.0,59250.0,56017,121.0,71.0,2.0,242.0,56017,74.1,52.21,145.0,10745.0,48389,140.0,143.0,2.0,280.0,48389,57.6,71.8,5.0,288.0,20043,61.5,40.5,2.0,123.0,37183,175.83,99.09,2137.0,375750.0
2002,30,091,47.9,52.13,104,4982,30091,48389,37.06,45.3,77.0,2854.0,48389,33.09,37.86,65.0,2151.0,20043,57.67,25.67,3.0,173.0,37147,110.29,84.84,4660.0,513972.0,20043,170.0,50.0,1.0,170.0,37183,120.8,69.02,4779.0,577310.0,56017,60.6,75.6,5.0,303.0,37147,130.94,77.43,68.0,8904.0
2002,06,115,107.66,63.06,4227,455090,06115,20043,67.67,45.33,3.0,203.0,20043,55.69,42.82,113.0,6293.0,37183,177.88,102.36,308.0,54788.0,72085,114.5,359.5,2.0,229.0,56017,110.0,71.0,1.0,110.0,37147,70.26,43.08,1180.0,82911.0,37183,155.26,85.7,1340.0,208049.0,48497,131.0,78.8,5.0,655.0
2002,29,023,64.93,53.07,1278,82979,29023,56017,61.33,41.33,3.0,184.0,56017,64.0,43.42,48.0,3072.0,37147,113.05,69.43,21.0,2374.0,05053,69.2,59.63,536.0,37092.0,37183,170.19,96.19,1270.0,216146.0,72085,25.0,24.0,1.0,25.0,37147,115.85,97.34,114.0,13207.0,47123,76.29,49.14,7.0,534.0
2002,18,119,83.03,51.78,1225,101708,18119,37183,125.78,71.41,867.0,109053.0,37183,141.58,88.04,15449.0,2187331.0,48497,94.5,82.11,18.0,1701.0,47123,79.72,49.8,1551.0,123642.0,37147,111.29,66.69,58.0,6455.0,48497,88.45,84.55,11.0,973.0,48497,71.83,37.0,6.0,431.0,36059,276.29,135.68,3556.0,982490.0
2002,19,075,84.33,55.78,673,56751,19075,37147,53.38,38.91,160.0,8541.0,37147,87.62,58.11,2490.0,218180.0,05053,130.5,103.5,2.0,261.0,36059,238.82,133.54,46522.0,11110476.0,48497,103.53,72.12,17.0,1760.0,05053,44.67,34.67,9.0,402.0,21207,58.0,37.0,1.0,58.0,01011,100.5,190.5,2.0,201.0
2002,29,111,70.28,52.23,135,9488,29111,72085,88.12,46.1,843.0,74285.0,72085,109.59,46.37,41.0,4493.0,21207,77.0,63.5,2.0,154.0,42057,87.27,53.04,405.0,35343.0,05053,78.09,52.0,11.0,859.0,21207,105.0,60.0,1.0,105.0,05053,132.67,123.33,3.0,398.0,42057,160.0,144.0,1.0,160.0
2002,38,053,46.33,54.83,42,1946,38053,48497,65.6,50.67,132.0,8659.0,48497,85.72,66.63,698.0,59830.0,47123,117.62,54.46,13.0,1529.0,20031,80.35,58.45,188.0,15106.0,21207,42.0,48.0,1.0,42.0,47123,54.49,41.17,35.0,1907.0,47123,95.37,38.83,46.0,4387.0,31151,55.33,33.33,3.0,166.0
2002,47,001,87.44,59.14,4779,417890,47001,05053,53.25,37.75,4.0,213.0,05053,74.42,54.87,200.0,14884.0,31147,46.67,29.0,3.0,140.0,28033,116.79,70.98,6123.0,715093.0,47123,85.56,78.83,18.0,1540.0,36059,189.84,85.12,5692.0,1080585.0,36059,249.93,154.72,267.0,66731.0,31035,55.0,54.0,1.0,55.0
2002,51,025,77.69,54.69,928,72093,51025,47123,92.31,99.5,16.0,1477.0,21207,68.64,44.71,185.0,12698.0,36059,234.8,135.29,297.0,69737.0,40129,53.03,40.17,36.0,1909.0,31147,43.0,15.0,1.0,43.0,01011,49.27,37.47,112.0,5518.0,01011,31.0,20.0,1.0,31.0,28033,128.12,96.39,59.0,7559.0
2002,30,085,46.32,47.96,71,3289,30085,31147,25.0,25.0,1.0,25.0,31147,51.77,39.28,74.0,3831.0,01011,59.0,26.0,2.0,118.0,17030,86.0,67.0,1.0,86.0,36059,230.48,118.19,2556.0,589109.0,42057,87.0,27.0,1.0,87.0,20031,62.0,65.0,1.0,62.0,22061,124.82,137.23,22.0,2746.0
2002,41,019,103.26,63.13,6575,678908,41019,36059,209.23,89.71,4379.0,916220.0,47123,74.96,44.75,917.0,68735.0,42057,74.33,43.67,3.0,223.0,23031,138.98,80.56,13314.0,1850329.0,01011,32.0,32.0,1.0,32.0,20031,50.0,57.0,1.0,50.0,31151,93.75,62.75,4.0,375.0,22057,78.9,65.4,10.0,789.0
2002,44,005,176.22,106.13,9075,1599152,44005,72147,65.15,39.71,86.0,5603.0,36059,200.81,116.1,32157.0,6457351.0,28033,110.29,70.29,17.0,1875.0,42045,146.62,101.1,24279.0,3559889.0,42057,76.0,61.33,3.0,228.0,28033,120.28,59.49,681.0,81912.0,31035,54.0,24.0,1.0,54.0,40135,25.0,46.0,2.0,50.0
2002,21,113,112.24,68.41,3100,347953,21113,01011,54.0,72.0,1.0,54.0,01011,57.7,45.85,105.0,6059.0,40129,26.67,33.0,3.0,80.0,12119,94.12,60.22,3204.0,301548.0,20031,96.5,45.25,4.0,386.0,22061,70.73,53.29,229.0,16198.0,28033,108.39,77.28,36.0,3902.0,72041,56.5,31.0,2.0,113.0
2002,32,015,63.73,59.91,251,15995,32015,20031,62.0,24.0,1.0,62.0,72147,76.14,100.57,7.0,533.0,22057,61.26,51.36,47.0,2879.0,36055,103.23,76.87,22523.0,2325044.0,31151,62.0,22.0,1.0,62.0,22057,57.58,47.79,225.0,12955.0,22061,71.73,47.0,15.0,1076.0,51153,174.91,138.76,2219.0,388122.0
2002,31,019,92.47,62.2,1968,181985,31019,31151,53.86,42.57,21.0,1131.0,42057,80.28,48.94,281.0,22559.0,40135,56.31,49.78,141.0,7940.0,18045,69.77,53.78,677.0,47232.0,31035,64.0,29.0,1.0,64.0,40135,52.15,35.46,13.0,678.0,22057,68.93,48.36,14.0,965.0,23031,127.43,67.38,63.0,8028.0
2002,24,NA ,193.85,114.15,2016,390795,24NA ,28033,106.26,61.65,93.0,9882.0,20031,66.07,58.93,112.0,7400.0,51153,154.8,90.46,216.0,33436.0,28047,96.04,70.76,6796.0,652720.0,28033,127.49,72.41,49.0,6247.0,72041,350.0,170.0,1.0,350.0,40135,37.0,47.5,4.0,148.0,47025,30.0,12.0,1.0,30.0
2002,19,057,71.81,55.44,1941,139386,19057,22061,69.6,56.2,5.0,348.0,31151,73.68,51.12,200.0,14736.0,23031,108.63,63.2,46.0,4997.0,05141,63.47,55.37,679.0,43094.0,22061,77.65,71.0,17.0,1320.0,51153,171.98,95.56,3665.0,630292.0,51153,150.12,83.68,508.0,76261.0,42045,148.89,90.55,840.0,125071.0
2002,19,043,76.23,52.88,499,38038,19043,40129,45.0,42.0,2.0,90.0,31035,48.16,43.85,73.0,3516.0,23015,65.0,20.0,1.0,65.0,48343,54.06,55.14,157.0,8488.0,40129,106.0,64.0,1.0,106.0,23031,112.22,62.59,37.0,4152.0,23031,155.76,108.3,113.0,17601.0,29063,108.0,34.0,1.0,108.0
2002,51,035,72.1,49.85,1551,111824,51035,22057,61.55,52.1,29.0,1785.0,28033,95.63,62.55,2727.0,260778.0,47025,66.0,51.0,1.0,66.0,47181,68.87,48.63,253.0,17423.0,22057,96.81,49.0,16.0,1549.0,47025,91.2,75.0,5.0,456.0,23015,93.0,53.33,6.0,558.0,12119,117.67,71.0,15.0,1765.0
2002,26,141,90.25,73.01,748,67510,26141,40135,22.6,35.2,5.0,113.0,22061,65.24,54.24,463.0,30204.0,42045,128.98,78.55,119.0,15349.0,48153,79.84,74.82,50.0,3992.0,40135,75.4,40.6,15.0,1131.0,23015,112.25,68.0,4.0,449.0,47025,95.86,50.29,14.0,1342.0,36055,113.4,83.51,481.0,54545.0
2002,44,NA ,129.92,106.9,93,12083,44NA ,72041,105.6,57.12,1228.0,129677.0,40129,59.0,35.1,21.0,1239.0,29063,78.5,82.5,2.0,157.0,19097,76.52,54.22,719.0,55018.0,72041,145.0,51.5,2.0,290.0,42045,83.31,65.82,1561.0,130049.0,42045,150.16,110.63,256.0,38442.0,18045,86.5,48.0,2.0,173.0
2002,24,005,145.08,110.44,55482,8049144,24005,51153,153.88,106.68,2546.0,391775.0,22057,65.58,53.05,913.0,59872.0,12119,79.88,47.71,17.0,1358.0,28087,95.21,70.72,1340.0,127579.0,51153,176.66,84.85,780.0,137795.0,29063,116.0,40.0,1.0,116.0,29063,64.5,52.33,12.0,774.0,39063,122.12,83.21,34.0,4152.0
2002,55,139,98.05,72.36,15480,1517889,55139,23031,136.4,83.16,73.0,9957.0,40135,60.23,47.96,426.0,25658.0,36055,86.77,64.28,83.0,7202.0,17155,97.49,72.8,138.0,13453.0,23031,129.61,86.43,74.0,9591.0,12119,70.39,63.6,95.0,6687.0,12119,82.22,65.51,96.0,7893.0,34009,167.62,140.9,60.0,10057.0
2002,37,121,78.53,53.94,792,62196,37121,23015,67.25,38.0,4.0,269.0,72041,135.09,83.93,54.0,7295.0,18045,31.67,35.67,3.0,95.0,45073,125.81,79.24,2542.0,319817.0,23015,87.57,57.86,14.0,1226.0,36055,68.04,48.95,1621.0,110294.0,36055,106.06,77.17,146.0,15485.0,28047,82.19,68.09,210.0,17260.0
2002,47,177,73.35,51.13,1704,124993,47177,47025,56.78,47.44,9.0,511.0,51153,154.6,92.58,14036.0,2169897.0,39063,96.58,57.17,12.0,1159.0,37143,109.64,67.07,327.0,35852.0,47025,75.6,73.0,5.0,378.0,18045,119.0,36.0,1.0,119.0,18045,67.7,68.8,10.0,677.0,05141,48.75,28.5,4.0,195.0
2002,49,051,179.3,97.91,2126,381182,49051,42045,141.27,90.74,191.0,26982.0,23031,127.3,76.52,5385.0,685497.0,34009,138.5,79.72,32.0,4432.0,28035,82.47,65.84,2416.0,199251.0,42045,141.11,93.2,619.0,87350.0,39063,126.65,68.8,20.0,2533.0,39063,105.42,99.93,88.0,9277.0,48343,54.0,34.0,2.0,108.0
