year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2010,34,005,215.97,120.42,18913,4084680,34005,47183,45.0,15.0,1.0,45.0,01127,132.92,139.85,13.0,1728.0,26041,80.5,33.5,2.0,161.0,01127,112.8,80.39,1409.0,158931.0,26041,128.06,87.41,34.0,4354.0,26041,12.0,31.0,1.0,12.0,,,,,,01127,54.33,135.33,3.0,163.0
2010,27,077,126.67,88.88,66,8360,27077,28099,52.0,71.0,1.0,52.0,20043,115.0,12.0,1.0,115.0,01127,114.67,47.33,3.0,344.0,48389,51.39,53.09,69.0,3546.0,48295,78.75,55.75,4.0,315.0,01127,53.44,41.46,39.0,2084.0,,,,,,37183,246.33,118.05,4190.0,1032125.0
2010,51,690,95.52,73.1,190,18149,51690,01127,174.0,27.5,2.0,348.0,37183,256.88,124.63,573.0,147195.0,56017,45.0,40.0,2.0,90.0,56017,130.22,68.17,121.0,15757.0,01127,132.22,73.99,69.0,9123.0,48389,57.5,147.5,2.0,115.0,,,,,,37147,164.0,102.85,91.0,14924.0
2010,46,083,190.05,116.66,3339,634563,46083,48389,85.0,31.0,1.0,85.0,37147,182.0,93.71,14.0,2548.0,20043,49.0,24.0,2.0,98.0,37147,154.77,104.27,3161.0,489221.0,48389,76.5,73.6,10.0,765.0,20043,67.0,81.0,1.0,67.0,,,,,,48497,172.33,82.67,3.0,517.0
2010,39,013,103.02,70.56,1373,141450,39013,37183,205.62,104.19,99.0,20356.0,72085,109.06,59.33,33.0,3599.0,37183,190.2,98.65,188.0,35757.0,72085,95.81,52.17,299.0,28646.0,56017,145.0,65.5,4.0,580.0,37183,180.32,87.67,2626.0,473529.0,,,,,,05053,30.0,42.0,1.0,30.0
2010,47,051,149.27,104.7,1088,162408,47051,51085,215.71,87.0,7.0,1510.0,48497,128.37,101.84,19.0,2439.0,37147,154.3,176.3,20.0,3086.0,05053,106.5,67.82,398.0,42388.0,20043,134.0,53.75,4.0,536.0,37147,116.33,86.67,438.0,50953.0,,,,,,47123,222.8,87.6,5.0,1114.0
2010,28,119,46.61,50.13,69,3216,28119,39173,304.75,260.5,4.0,1219.0,05053,119.67,63.5,6.0,718.0,72085,108.0,49.0,1.0,108.0,47123,132.03,73.42,1017.0,134272.0,37183,224.84,120.0,6317.0,1420291.0,72085,99.2,48.8,5.0,496.0,,,,,,31147,48.0,40.0,1.0,48.0
2010,29,127,102.84,73.34,791,81349,29127,37147,111.0,116.43,7.0,777.0,47123,456.33,152.0,3.0,1369.0,48497,98.0,75.52,23.0,2254.0,36059,334.46,174.36,25815.0,8634125.0,37147,160.18,102.24,305.0,48854.0,48497,141.4,74.4,5.0,707.0,,,,,,36059,385.02,167.62,3140.0,1208948.0
2010,22,067,96.83,77.73,478,46286,22067,48329,166.33,118.67,3.0,499.0,36059,255.81,107.25,225.0,57558.0,05053,77.5,63.0,2.0,155.0,42057,128.68,71.22,317.0,40792.0,72085,118.75,45.0,4.0,475.0,05053,257.29,80.29,7.0,1801.0,,,,,,01011,184.0,350.0,1.0,184.0
2010,46,071,61.9,57.9,10,619,46071,72085,110.0,29.0,1.0,110.0,72147,272.3,110.4,10.0,2723.0,21207,56.0,97.0,1.0,56.0,20031,110.83,77.91,197.0,21833.0,48497,163.79,115.22,209.0,34233.0,47123,69.29,37.41,17.0,1178.0,,,,,,42057,148.0,100.0,1.0,148.0
