year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2009,01,001,143.77,75.16,1643,236215,01001,26041,187.0,350.0,1.0,187.0,26041,71.0,60.53,17.0,1207.0,26041,96.0,45.67,3.0,288.0,01127,114.08,79.1,1583.0,180583.0,26041,117.08,92.42,12.0,1405.0,01127,82.88,82.5,50.0,4144.0,,,,,,01127,80.78,35.67,9.0,727.0
2009,01,003,205.65,130.28,10132,2083666,01003,12047,60.0,168.0,1.0,60.0,48295,43.0,31.0,1.0,43.0,01127,72.29,52.71,7.0,506.0,48389,56.02,60.04,47.0,2633.0,48295,73.5,70.5,4.0,294.0,48389,60.0,65.5,2.0,120.0,,,,,,48389,148.0,143.0,2.0,296.0
2009,01,005,135.5,75.95,495,67073,01005,51079,98.0,57.0,2.0,196.0,01127,106.91,85.59,102.0,10905.0,48389,66.0,84.0,1.0,66.0,56017,112.64,72.71,132.0,14869.0,01127,127.31,69.38,112.0,14259.0,20043,116.5,54.5,2.0,233.0,,,,,,37183,246.05,114.23,4391.0,1080400.0
2009,01,007,98.51,69.38,597,58808,01007,37183,243.4,113.02,149.0,36267.0,48389,23.5,58.0,2.0,47.0,56017,146.0,197.0,1.0,146.0,37147,159.53,100.79,3764.0,600474.0,48389,76.42,60.5,12.0,917.0,37183,186.92,86.63,2912.0,544303.0,,,,,,37147,180.46,96.96,97.0,17505.0
2009,01,009,117.86,66.82,1857,218874,01009,51085,220.67,90.0,3.0,662.0,20043,49.33,68.75,12.0,592.0,37183,237.57,122.18,177.0,42050.0,72085,108.72,49.56,342.0,37183.0,56017,153.27,70.27,11.0,1686.0,37147,117.72,82.14,503.0,59213.0,,,,,,48497,227.29,108.57,7.0,1591.0
2009,01,011,91.43,84.98,172,15726,01011,39173,158.25,79.75,4.0,633.0,56017,154.5,75.0,2.0,309.0,37147,131.72,68.83,18.0,2371.0,05053,102.57,67.25,389.0,39901.0,20043,148.1,82.3,10.0,1481.0,72085,113.07,39.57,14.0,1583.0,,,,,,05053,100.0,36.0,1.0,100.0
2009,01,013,102.15,73.24,411,41984,01013,37147,185.53,108.82,17.0,3154.0,37183,179.74,110.45,3602.0,647438.0,48497,135.61,77.06,18.0,2441.0,47123,136.63,74.71,1484.0,202766.0,37183,233.77,123.14,6942.0,1622856.0,48497,137.14,71.43,7.0,960.0,,,,,,47123,172.7,75.4,10.0,1727.0
2009,01,015,115.34,70.62,3213,370592,01015,48329,198.29,162.07,14.0,2776.0,37147,100.51,83.31,240.0,24123.0,05053,101.0,109.0,1.0,101.0,36059,327.52,151.41,26043.0,8529605.0,37147,143.03,95.91,304.0,43480.0,05053,114.67,57.67,9.0,1032.0,,,,,,36059,382.48,155.92,2979.0,1139398.0
2009,01,017,109.23,68.84,715,78102,01017,39139,135.5,149.0,2.0,271.0,72085,81.76,139.34,105.0,8585.0,21207,105.0,57.0,1.0,105.0,42057,144.7,73.15,338.0,48909.0,72085,245.0,112.5,2.0,490.0,21207,269.0,50.0,1.0,269.0,,,,,,72147,900.0,624.0,1.0,900.0
2009,01,019,131.93,87.09,744,98155,01019,13013,137.25,96.5,4.0,549.0,48497,118.92,97.63,113.0,13438.0,47123,64.57,39.0,7.0,452.0,20031,99.2,73.06,209.0,20733.0,48497,168.01,120.33,137.0,23018.0,47123,160.18,49.91,11.0,1762.0,,,,,,42057,154.0,30.0,1.0,154.0
