year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2005,13,123,131.72,87.03,2436,320880,13123,01127,91.0,51.33,3.0,273.0,26041,164.3,101.9,10.0,1643.0,26041,88.48,33.19,21.0,1858.0,01127,82.47,58.33,3116.0,256977.0,26041,88.15,54.83,190.0,16748.0,26041,73.67,24.0,3.0,221.0,,,,,,26041,80.33,81.33,3.0,241.0
2005,48,253,64.69,62.81,492,31826,48253,20043,174.5,75.5,2.0,349.0,01127,99.14,73.23,66.0,6543.0,48295,150.0,42.0,1.0,150.0,48389,48.93,56.61,142.0,6948.0,48295,65.86,80.43,7.0,461.0,01127,68.33,42.68,140.0,9566.0,,,,,,01127,128.25,63.5,16.0,2052.0
2005,13,321,81.42,60.97,877,71409,13321,37183,142.67,82.22,243.0,34668.0,48389,51.0,28.0,1.0,51.0,01127,138.82,47.73,11.0,1527.0,56017,92.13,67.83,226.0,20822.0,01127,88.15,58.06,455.0,40108.0,48389,42.33,62.83,6.0,254.0,,,,,,48389,74.0,200.0,1.0,74.0
2005,22,031,81.07,54.82,1308,106035,22031,37147,162.0,96.69,13.0,2106.0,20043,89.0,43.0,7.0,623.0,48389,45.5,71.0,4.0,182.0,37147,114.03,82.07,5687.0,648483.0,48389,44.51,69.89,47.0,2092.0,20043,49.0,26.0,2.0,98.0,,,,,,20043,276.0,79.0,1.0,276.0
2005,27,115,131.26,72.81,2394,314243,27115,72085,20.0,48.0,1.0,20.0,56017,101.32,70.16,19.0,1925.0,56017,97.0,59.33,3.0,291.0,72085,106.05,46.77,823.0,87282.0,56017,119.77,80.9,31.0,3713.0,56017,128.0,53.0,1.0,128.0,,,,,,37183,180.47,91.53,2980.0,537807.0
2005,05,119,124.34,81.12,23129,2875907,05119,48497,52.0,35.8,5.0,260.0,37183,159.06,95.18,1292.0,205500.0,20043,50.5,25.0,2.0,101.0,05053,93.4,69.76,796.0,74346.0,20043,89.63,54.65,60.0,5378.0,37183,121.89,68.08,11657.0,1420901.0,,,,,,37147,143.0,268.72,113.0,16159.0
2005,22,109,98.94,68.79,6267,620061,22109,21207,41.0,30.0,1.0,41.0,37147,97.33,79.81,96.0,9344.0,37183,137.7,81.57,301.0,41448.0,47123,95.45,57.53,2334.0,222774.0,37183,149.17,88.95,12325.0,1838535.0,37147,92.88,52.76,2070.0,192266.0,,,,,,72085,152.0,74.0,1.0,152.0
2005,12,113,152.27,85.39,15785,2403549,12113,05053,64.0,205.0,1.0,64.0,72085,75.32,29.59,22.0,1657.0,37147,90.69,63.77,35.0,3174.0,36059,319.28,148.23,54343.0,17350869.0,37147,103.35,67.49,1438.0,148623.0,72085,104.4,43.99,94.0,9814.0,,,,,,48497,109.0,70.63,8.0,872.0
2005,48,353,62.64,60.35,354,22176,48353,31147,51.0,24.0,1.0,51.0,48497,85.26,95.28,43.0,3666.0,72085,89.98,50.59,137.0,12327.0,42057,104.29,57.14,791.0,82494.0,72085,95.17,42.26,152.0,14466.0,48497,107.23,74.44,39.0,4182.0,,,,,,21207,114.86,122.14,7.0,804.0
2005,45,041,101.04,62.82,8379,846632,45041,36059,286.33,113.5,691.0,197853.0,21207,105.67,75.33,3.0,317.0,48497,87.11,58.49,35.0,3049.0,20031,79.43,62.34,349.0,27720.0,48497,110.86,83.56,722.0,80039.0,05053,70.31,48.25,16.0,1125.0,,,,,,05053,65.0,61.0,3.0,195.0
2005,37,139,117.34,66.3,2894,339569,37139,42057,128.0,45.5,2.0,256.0,05053,114.0,49.0,2.0,228.0,05053,58.6,59.6,5.0,293.0,28033,121.68,82.07,9286.0,1129883.0,21207,88.51,42.93,86.0,7612.0,21207,75.0,40.0,1.0,75.0,,,,,,47123,120.61,86.33,18.0,2171.0
