year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2000,19,007,46.87,42.4,326,15278,19007,48295,41.0,19.6,5.0,205.0,26041,59.08,42.5,274.0,16188.0,26041,58.38,33.38,8.0,467.0,01127,50.78,40.0,2305.0,117054.0,26041,91.14,54.29,7.0,638.0,26041,46.0,26.0,1.0,46.0,26041,65.0,47.0,2.0,130.0,01127,56.8,101.2,5.0,284.0
2000,18,143,55.13,40.61,1844,101664,18143,26041,72.0,42.0,3.0,216.0,48295,32.8,42.6,5.0,164.0,01127,48.86,37.43,7.0,342.0,48389,39.59,42.36,22.0,871.0,48295,10.0,200.0,1.0,10.0,01127,43.87,31.97,116.0,5089.0,01127,72.18,56.53,17.0,1227.0,20043,293.0,130.0,1.0,293.0
2000,47,009,70.44,48.62,6342,446743,47009,01127,33.8,28.8,10.0,338.0,01127,64.34,36.65,715.0,46005.0,20043,43.0,33.0,1.0,43.0,56017,62.07,43.69,67.0,4159.0,01127,47.14,30.0,7.0,330.0,17032,40.0,19.0,1.0,40.0,20043,43.0,47.0,3.0,129.0,56017,65.0,71.0,1.0,65.0
2000,48,329,63.51,61.94,3286,208703,48329,48389,37.49,33.48,61.0,2287.0,48389,33.21,38.05,39.0,1295.0,37183,129.8,87.99,153.0,19859.0,37147,81.09,64.9,3033.0,245942.0,20043,18.0,30.0,1.0,18.0,20043,52.0,39.0,2.0,104.0,56017,28.0,27.5,2.0,56.0,37183,155.46,83.31,827.0,128563.0
2000,13,013,81.2,54.66,2832,229948,13013,20043,37.0,56.0,1.0,37.0,20043,49.32,36.96,85.0,4192.0,37147,58.56,37.53,34.0,1991.0,05053,46.94,42.87,432.0,20276.0,37183,110.65,58.45,727.0,80439.0,42042,23.0,12.0,1.0,23.0,37183,132.19,85.8,355.0,46927.0,37147,97.5,56.57,44.0,4290.0
2000,27,167,47.96,43.47,172,8249,27167,56017,38.0,31.0,1.0,38.0,56017,61.73,45.07,30.0,1852.0,72085,76.0,29.0,1.0,76.0,47123,56.83,40.54,1593.0,90529.0,37147,60.44,42.39,70.0,4231.0,37183,89.46,51.94,3951.0,353451.0,37147,124.14,86.3,44.0,5462.0,48497,49.0,48.0,1.0,49.0
2000,47,061,41.98,33.15,771,32366,47061,42042,73.0,39.33,3.0,219.0,37183,103.48,66.14,8613.0,891251.0,48497,45.0,41.45,20.0,900.0,36059,200.25,124.83,20871.0,4179463.0,48497,79.64,62.27,11.0,876.0,37147,50.99,32.94,2189.0,111609.0,48497,61.0,33.5,4.0,244.0,05053,130.0,43.5,2.0,260.0
2000,12,067,48.83,42.4,169,8253,12067,37183,86.41,55.47,565.0,48823.0,37147,58.35,40.92,2430.0,141796.0,05053,26.33,38.0,3.0,79.0,42057,66.82,47.24,275.0,18375.0,21207,47.38,30.13,8.0,379.0,48497,63.05,37.53,19.0,1198.0,05053,38.67,39.5,6.0,232.0,47123,12.5,16.0,2.0,25.0
2000,46,119,76.38,58.94,16,1222,46119,72085,65.07,45.04,441.0,28697.0,72085,50.5,28.83,6.0,303.0,47123,41.25,40.33,12.0,495.0,20031,68.03,53.4,110.0,7483.0,47123,48.7,28.2,10.0,487.0,05053,40.23,40.46,13.0,523.0,21207,45.67,30.0,3.0,137.0,36059,236.01,128.84,1560.0,368181.0
2000,37,165,53.65,37.52,1833,98335,37165,37147,35.46,27.73,123.0,4362.0,48497,58.95,50.44,630.0,37140.0,31147,45.33,23.33,3.0,136.0,28033,101.78,68.72,3472.0,353374.0,31147,49.0,45.0,1.0,49.0,21207,57.0,43.0,4.0,228.0,47123,90.5,46.0,14.0,1267.0,01011,68.5,155.0,2.0,137.0
