year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2013,08,009,95.02,88.02,45,4276,08009,28099,56.33,29.33,3.0,169.0,26041,82.75,89.88,8.0,662.0,26041,108.5,63.0,4.0,434.0,01127,98.95,73.24,1677.0,165931.0,26041,101.59,95.12,17.0,1727.0,01127,68.1,45.62,73.0,4971.0,,,,,,26041,59.0,25.0,1.0,59.0
2013,12,075,111.3,70.93,832,92605,12075,48295,56.0,107.0,1.0,56.0,01127,117.9,92.85,20.0,2358.0,01127,74.33,48.33,3.0,223.0,48389,77.63,67.25,73.0,5667.0,48295,49.0,60.0,1.0,49.0,48389,38.0,46.0,1.0,38.0,,,,,,01127,28.33,35.0,3.0,85.0
2013,30,039,146.83,80.36,104,15270,30039,48389,15.0,26.0,1.0,15.0,48389,41.0,67.0,1.0,41.0,48389,85.0,72.0,1.0,85.0,56017,150.77,89.38,114.0,17188.0,01127,104.85,70.37,78.0,8178.0,37183,164.81,84.63,3844.0,633533.0,,,,,,48389,54.0,69.25,4.0,216.0
2013,08,061,88.94,77.17,18,1601,08061,39173,59.5,85.0,2.0,119.0,56017,113.0,120.0,4.0,452.0,20043,170.0,30.0,1.0,170.0,72085,116.95,57.75,241.0,28186.0,48389,72.26,69.02,42.0,3035.0,72085,100.08,48.83,12.0,1201.0,,,,,,37183,230.52,125.57,4457.0,1027434.0
2013,53,047,160.8,96.08,1108,178165,53047,37183,197.69,113.57,116.0,22932.0,20043,78.75,88.0,4.0,315.0,37183,187.46,108.57,193.0,36180.0,37147,144.34,101.87,3415.0,492912.0,56017,181.58,88.33,12.0,2179.0,37147,98.81,61.68,804.0,79445.0,,,,,,37147,173.25,104.17,109.0,18884.0
2013,26,165,99.81,74.2,711,70964,26165,51085,139.6,79.8,5.0,698.0,37183,233.31,129.45,2374.0,553877.0,72085,188.5,86.0,2.0,377.0,05053,91.06,67.23,492.0,44801.0,20043,90.31,59.15,13.0,1174.0,48497,93.23,71.0,13.0,1212.0,,,,,,48497,157.27,102.45,11.0,1730.0
2013,29,109,98.73,66.48,1034,102088,29109,48329,151.4,71.0,5.0,757.0,72085,86.18,45.6,40.0,3447.0,37147,119.0,74.2,15.0,1785.0,47123,115.53,65.17,1192.0,137716.0,37183,212.19,123.99,5524.0,1172114.0,05053,72.17,34.58,12.0,866.0,,,,,,21207,111.0,175.0,1.0,111.0
2013,32,013,164.21,97.96,421,69131,32013,37147,206.94,144.82,17.0,3518.0,37147,159.47,110.46,146.0,23282.0,48497,92.06,71.81,16.0,1473.0,36059,343.71,170.27,23323.0,8016346.0,72085,131.0,103.0,1.0,131.0,21207,233.0,98.75,4.0,932.0,,,,,,47123,200.0,82.71,7.0,1400.0
2013,29,031,138.46,92.41,2731,378123,29031,39139,124.0,79.0,1.0,124.0,48497,138.16,103.82,79.0,10915.0,05053,73.0,61.0,2.0,146.0,42057,151.65,80.7,216.0,32757.0,37147,127.49,87.05,369.0,47045.0,47123,106.82,49.88,17.0,1816.0,,,,,,36059,395.1,163.46,3480.0,1374936.0
2013,20,139,92.46,66.74,472,43639,20139,05053,11.0,30.0,1.0,11.0,05053,121.53,80.18,34.0,4132.0,21207,53.25,66.25,8.0,426.0,20031,108.27,84.3,207.0,22412.0,48497,151.93,109.58,173.0,26284.0,36059,242.57,109.37,1788.0,433708.0,,,,,,72147,602.0,669.0,1.0,602.0
2013,48,477,148.7,102.37,877,130408,48477,13013,90.67,46.0,3.0,272.0,21207,71.67,173.67,3.0,215.0,47123,96.25,243.88,8.0,770.0,28033,140.57,88.22,3998.0,561981.0,05053,108.8,64.33,85.0,9248.0,01011,53.63,36.99,92.0,4934.0,,,,,,20031,54.0,76.0,1.0,54.0
