year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app
2008,34,019,291.16,145.61,23044,6709448,34019,28099,20.0,94.0,4.0,80.0,26041,108.25,64.75,16.0,1732.0,26041,100.5,48.83,24.0,2412.0,01127,104.7,67.38,8024.0,840128.0,26041,115.55,59.85,80.0,9244.0,01127,77.43,49.65,352.0,27256.0,,,,,,01127,152.0,61.38,32.0,4864.0
2008,22,045,93.86,87.71,6868,644632,22045,01127,109.67,93.33,12.0,1316.0,48295,82.0,20.0,4.0,328.0,01127,76.83,36.08,48.0,3688.0,48389,63.43,68.43,360.0,22836.0,48295,32.5,35.0,8.0,260.0,37183,167.45,80.29,18036.0,3020216.0,,,,,,48389,185.0,200.0,8.0,1480.0
2008,06,113,254.89,110.63,27772,7078800,06113,12047,208.5,31.0,8.0,1668.0,01127,137.2,84.61,328.0,45000.0,48389,52.0,73.67,12.0,624.0,56017,113.94,80.37,624.0,71096.0,01127,108.52,66.11,484.0,52524.0,37147,106.86,58.89,3804.0,406508.0,,,,,,37183,246.87,114.8,11320.0,2794544.0
2008,37,175,214.24,106.55,5348,1145736,37175,56017,268.0,158.5,8.0,2144.0,48389,44.5,42.0,8.0,356.0,56017,112.0,120.0,8.0,896.0,37147,147.23,98.99,14344.0,2111908.0,48389,57.73,57.27,60.0,3464.0,72085,101.75,56.75,128.0,13024.0,,,,,,37147,157.8,101.84,296.0,46708.0
2008,51,740,144.31,69.3,17000,2453340,51740,51079,217.5,71.75,16.0,3480.0,56017,69.5,59.0,16.0,1112.0,20043,25.0,19.0,4.0,100.0,72085,127.36,53.01,2096.0,266952.0,56017,115.36,48.21,56.0,6460.0,48497,171.4,96.3,40.0,6856.0,,,,,,48497,130.71,101.71,28.0,3660.0
2008,54,079,134.58,79.49,9080,1221992,54079,37183,190.21,104.86,612.0,116408.0,20043,128.0,94.0,4.0,512.0,37183,182.6,91.69,768.0,140240.0,05053,89.4,75.11,1780.0,159128.0,20043,128.8,65.2,40.0,5152.0,05053,59.62,48.23,52.0,3100.0,,,,,,21207,54.0,124.0,4.0,216.0
2008,54,107,105.71,75.15,9816,1037648,54107,39173,160.0,292.33,12.0,1920.0,37183,226.46,112.88,6000.0,1358788.0,37147,107.59,64.59,88.0,9468.0,47123,127.65,66.92,6212.0,792968.0,37183,217.81,118.36,25028.0,5451232.0,21207,48.0,23.0,16.0,768.0,,,,,,47123,189.57,221.71,28.0,5308.0
2008,02,170,200.19,97.2,12864,2575284,02170,51085,256.25,91.75,16.0,4100.0,37147,145.63,95.11,396.0,57668.0,72085,49.0,15.5,8.0,392.0,36059,349.1,157.56,88808.0,31002452.0,37147,131.69,112.59,1504.0,198056.0,47123,132.04,52.08,100.0,13204.0,,,,,,36059,400.68,162.43,11112.0,4452364.0
2008,50,013,189.51,101.57,1692,320652,50013,37147,185.33,93.44,36.0,6672.0,72085,108.58,54.74,260.0,28232.0,48497,65.86,68.48,84.0,5532.0,42057,139.05,68.66,1996.0,277544.0,72085,129.17,47.17,24.0,3100.0,36059,308.16,110.21,12960.0,3993728.0,,,,,,42057,171.0,69.0,4.0,684.0
2008,37,099,263.56,174.34,6748,1778528,37099,48329,108.57,147.57,28.0,3040.0,48497,190.81,254.67,252.0,48084.0,05053,40.0,30.0,4.0,160.0,20031,93.98,68.27,760.0,71424.0,48497,126.43,128.41,704.0,89008.0,01011,71.79,54.54,348.0,24984.0,,,,,,31151,96.5,38.0,16.0,1544.0
2008,01,081,163.99,110.98,19740,3237168,01081,48497,59.5,70.0,8.0,476.0,21207,117.67,107.67,12.0,1412.0,21207,55.0,139.0,8.0,440.0,28033,156.45,88.54,16232.0,2539508.0,05053,85.59,56.27,196.0,16776.0,72147,117.33,29.33,12.0,1408.0,,,,,,28033,161.66,71.86,224.0,36212.0
2008,08,021,101.33,57.6,400,40532,08021,39139,145.5,137.5,8.0,1164.0,05053,135.82,80.24,68.0,9236.0,47123,67.57,40.29,28.0,1892.0,40129,90.35,78.87,124.0,11204.0,21207,127.35,70.53,68.0,8660.0,42057,103.0,42.0,4.0,412.0,,,,,,22061,106.53,164.94,68.0,7244.0
2008,48,115,58.68,72.21,428,25116,48115,13013,275.08,76.08,48.0,13204.0,47123,156.57,69.17,92.0,14404.0,31147,40.33,14.0,12.0,484.0,23031,196.75,94.9,34268.0,6742240.0,47123,154.34,69.4,384.0,59268.0,20031,51.67,74.0,12.0,620.0,,,,,,22057,98.77,70.09,88.0,8692.0
2008,08,089,79.58,56.01,1792,142604,08089,21207,27.0,18.0,4.0,108.0,31147,88.0,55.0,4.0,352.0,36059,387.5,141.46,536.0,207700.0,42045,202.52,111.5,58836.0,11915756.0,31147,93.0,73.4,40.0,3720.0,31035,26.0,30.0,4.0,104.0,,,,,,40135,61.0,37.83,24.0,1464.0
2008,47,097,73.06,55.13,2668,194928,47097,05053,115.0,79.0,4.0,460.0,36059,371.31,185.01,2212.0,821348.0,01011,88.0,79.0,4.0,352.0,12119,169.34,89.39,8388.0,1420452.0,36059,350.63,161.29,25532.0,8952208.0,28033,188.55,73.96,3464.0,653124.0,,,,,,51153,256.68,107.68,7280.0,1868640.0
2008,31,079,106.27,72.5,4056,431036,31079,47123,69.0,24.0,4.0,276.0,01011,194.25,82.5,16.0,3108.0,42057,54.33,51.33,12.0,652.0,36055,120.28,85.82,53384.0,6421168.0,01011,104.33,104.8,60.0,6260.0,22061,85.49,62.1,756.0,64632.0,,,,,,23031,218.43,96.9,252.0,55044.0
2008,51,800,217.15,94.29,16216,3521352,51800,47031,117.5,47.0,8.0,940.0,72147,270.33,132.0,12.0,3244.0,20031,70.0,68.0,4.0,280.0,18045,82.88,61.14,1584.0,131288.0,72147,57.5,33.0,8.0,460.0,22057,93.79,55.77,1096.0,102792.0,,,,,,23015,250.5,80.5,16.0,4008.0
