year,state,county,fips,loan_average_orig,income_average_orig,count_orig,value_orig,fips,native_loan_average_orig,native_income_average_orig,native_count_orig,native_value_orig,fips,black_loan_average_orig,black_income_average_orig,black_count_orig,black_value_orig,fips,asian_loan_average_orig,asian_income_average_orig,asian_count_orig,asian_value_orig,fips,white_loan_average_orig,white_income_average_orig,white_count_orig,white_value_orig,fips,hawaiian_loan_average_orig,hawaiian_income_average_orig,hawaiian_count_orig,hawaiian_value_orig,fips,not_applicable_loan_average_orig,not_applicable_income_average_orig,not_applicable_count_orig,not_applicable_value_orig,fips,not_provided_loan_average_orig,not_provided_income_average_orig,not_provided_count_orig,not_provided_value_orig,fips,no_co_app_loan_average_orig,no_co_app_income_average_orig,no_co_app_count_orig,no_co_app_value_orig
2000,31,151,31151,59.98,49.74,137,8217,15003,157.72,127.4,25.0,3943.0,53061,143.01,76.03,157.0,22452.0,22113,105.75,65.75,4.0,423.0,29031,86.91,62.06,1139.0,98992.0,19125,33.33,51.0,3.0,100.0,12095,103.0,73.72,3573.0,368020.0,39009,64.29,44.29,7.0,450.0,51590,62.0,435.75,8.0,496.0
2000,36,113,36113,98.16,89.52,1196,117399,29159,83.0,62.0,2.0,166.0,12053,69.33,51.53,60.0,4160.0,06NA ,165.28,88.34,74.0,12231.0,04012,85.65,89.63,147.0,12590.0,20087,77.5,37.0,2.0,155.0,21091,54.87,47.16,31.0,1701.0,47043,103.5,52.0,4.0,414.0,17165,46.0,44.0,1.0,46.0
2000,13,193,13193,49.95,46.45,179,8941,51181,45.0,41.0,1.0,45.0,41035,28.8,30.8,5.0,144.0,29075,90.0,69.0,1.0,90.0,38043,51.25,59.75,8.0,410.0,13127,104.4,59.0,15.0,1566.0,72079,107.0,46.67,3.0,321.0,09007,118.62,76.03,29.0,3440.0,12087,164.11,190.11,9.0,1477.0
2000,18,167,18167,67.24,56.95,2526,169851,39129,96.4,43.2,5.0,482.0,54057,41.5,31.0,2.0,83.0,09015,128.86,89.57,7.0,902.0,37007,53.78,47.84,155.0,8336.0,48071,47.13,54.65,23.0,1084.0,41035,71.71,54.36,197.0,14126.0,22011,70.0,55.0,1.0,70.0,53067,92.92,167.92,12.0,1115.0
2000,02,013,02013,126.43,106.43,7,885,46011,89.0,129.0,1.0,89.0,22069,47.56,39.84,82.0,3900.0,08093,235.67,238.33,3.0,707.0,48205,77.86,63.54,35.0,2725.0,28115,52.33,43.0,3.0,157.0,54057,64.43,49.08,72.0,4639.0,12069,100.5,78.03,66.0,6633.0,20035,25.0,55.0,1.0,25.0
2000,12,129,12129,81.47,63.36,489,39841,26071,64.0,46.0,1.0,64.0,22113,36.17,33.93,42.0,1519.0,23009,84.5,43.0,2.0,169.0,12095,120.33,88.05,11940.0,1436788.0,37059,78.69,37.25,16.0,1259.0,22113,43.64,43.54,84.0,3666.0,35006,58.0,47.0,3.0,174.0,37077,74.0,37.0,2.0,148.0
2000,55,001,55001,75.97,64.35,402,30541,29031,93.57,87.0,7.0,655.0,18007,63.0,31.0,1.0,63.0,33011,150.45,87.95,130.0,19559.0,21091,55.37,44.55,104.0,5758.0,35001,86.23,54.12,3216.0,277326.0,26113,55.36,48.35,55.0,3045.0,35037,76.67,82.0,3.0,230.0,37107,83.5,65.0,2.0,167.0
2000,48,157,48157,117.62,92.6,10997,1293511,04012,57.25,32.75,4.0,229.0,06NA ,132.56,79.08,52.0,6893.0,19013,112.0,95.29,24.0,2688.0,41035,76.27,55.83,907.0,69177.0,12035,83.77,63.5,56.0,4691.0,06NA ,102.17,84.42,265.0,27075.0,46027,152.0,59.0,1.0,152.0,02020,108.75,325.75,4.0,435.0
2000,48,499,48499,66.84,67.16,463,30947,27123,71.42,66.47,38.0,2714.0,05037,34.73,32.95,44.0,1528.0,26115,178.6,87.6,5.0,893.0,54057,65.98,49.54,294.0,19397.0,38067,33.0,17.0,1.0,33.0,05037,60.53,42.53,36.0,2179.0,47187,193.06,81.06,31.0,5985.0,48209,141.0,69.5,2.0,282.0
2000,28,079,28079,43.59,39.15,160,6975,37007,79.33,32.67,3.0,238.0,09015,83.0,51.22,9.0,747.0,27049,46.0,44.5,2.0,92.0,22113,56.42,49.24,385.0,21722.0,23013,85.0,90.0,1.0,85.0,09015,84.38,66.87,237.0,19999.0,47073,183.75,122.75,4.0,735.0,26017,69.5,46.5,2.0,139.0
2000,37,183,37183,143.18,86.48,18962,2715022,48205,43.0,26.0,1.0,43.0,13269,38.88,30.63,24.0,933.0,37135,188.6,104.1,103.0,19426.0,26113,71.6,60.34,194.0,13891.0,35041,37.76,44.17,29.0,1095.0,29075,51.4,37.2,15.0,771.0,51013,146.91,118.4,53.0,7786.0,04005,103.77,52.08,13.0,1349.0
2000,18,NA ,18NA ,66.57,57.84,832,55386,12095,125.72,58.51,156.0,19612.0,29075,34.0,24.0,1.0,34.0,48121,131.16,90.31,794.0,104139.0,06NA ,138.53,91.87,954.0,132162.0,48231,59.79,56.12,58.0,3468.0,28091,40.48,30.9,29.0,1174.0,37103,39.0,17.67,3.0,117.0,34027,220.14,116.43,14.0,3082.0
2000,39,035,39035,98.75,67.9,29378,2901144,53061,114.61,64.88,138.0,15816.0,28091,36.27,32.73,52.0,1886.0,37NA ,168.0,83.8,5.0,840.0,05037,51.53,41.95,182.0,9378.0,18095,58.48,84.05,21.0,1228.0,33011,100.78,75.19,1448.0,145934.0,40NA ,61.0,46.0,1.0,61.0,19091,26.0,37.0,1.0,26.0
2000,09,003,09003,120.4,81.97,14957,1800769,21091,17.5,36.0,2.0,35.0,08093,139.0,77.5,4.0,556.0,53025,91.67,144.17,6.0,550.0,09015,96.39,65.23,1198.0,115481.0,48361,48.42,44.08,12.0,581.0,37135,141.71,92.6,394.0,55835.0,13245,75.56,45.25,16.0,1209.0,13091,26.0,11.0,1.0,26.0
2000,48,135,48135,50.16,52.74,999,50110,12053,57.26,50.37,19.0,1088.0,37115,53.0,31.0,1.0,53.0,48355,133.05,91.35,40.0,5322.0,29075,52.13,51.11,70.0,3649.0,48035,26.75,40.13,8.0,214.0,19145,44.93,43.5,40.0,1797.0,51121,126.56,195.56,9.0,1139.0,37111,50.5,41.5,2.0,101.0
2000,31,021,31021,60.88,43.23,80,4870,41035,57.51,34.63,35.0,2013.0,23009,72.0,57.25,4.0,288.0,20011,24.67,59.67,3.0,74.0,28091,46.1,40.91,161.0,7422.0,06001,175.96,83.79,4315.0,759246.0,20011,42.54,36.69,26.0,1106.0,08081,67.5,76.5,2.0,135.0,54029,184.0,160.0,1.0,184.0
2000,16,037,16037,102.2,90.63,59,6030,54057,62.0,47.0,1.0,62.0,19013,45.48,36.65,122.0,5548.0,42089,105.92,74.5,48.0,5084.0,33011,124.73,77.69,6742.0,840923.0,21111,92.63,64.46,107.0,9911.0,08085,79.63,52.04,119.0,9476.0,47109,96.5,67.0,2.0,193.0,50007,123.25,151.75,4.0,493.0
2000,13,167,13167,48.04,34.6,83,3987,22069,41.25,40.5,4.0,165.0,33011,106.14,62.68,57.0,6050.0,08085,147.0,78.0,1.0,147.0,37135,169.29,96.91,2056.0,348052.0,21215,126.0,82.5,2.0,252.0,18107,58.95,50.55,114.0,6720.0,15003,173.85,84.79,221.0,38420.0,40051,46.67,140.33,3.0,140.0
2000,27,013,27013,75.87,61.73,1016,77083,22113,34.25,33.25,4.0,137.0,26115,88.9,58.95,63.0,5601.0,20023,40.0,67.0,1.0,40.0,19145,54.4,45.92,107.0,5821.0,48169,39.2,44.0,5.0,196.0,35025,54.55,57.14,86.0,4691.0,29159,49.5,18.0,2.0,99.0,18119,67.0,20.0,2.0,134.0
2000,20,029,20029,43.15,49.48,66,2848,18007,105.0,36.0,2.0,210.0,27049,63.67,48.33,3.0,191.0,18107,88.0,60.0,1.0,88.0,47067,38.93,31.11,57.0,2219.0,21003,89.67,49.67,3.0,269.0,13011,80.95,52.93,44.0,3562.0,39129,70.5,44.25,4.0,282.0,20169,103.2,35.4,5.0,516.0
2000,40,151,40151,45.27,43.93,82,3712,06NA ,103.28,91.28,18.0,1859.0,37135,112.19,71.1,209.0,23448.0,13121,183.08,102.34,693.0,126876.0,20011,48.24,56.78,144.0,6947.0,08045,103.05,61.92,108.0,11129.0,54041,44.84,36.66,32.0,1435.0,18171,12.0,41.0,1.0,12.0,17119,101.1,80.64,58.0,5864.0
2000,48,131,48131,41.6,40.62,53,2205,05037,23.0,12.0,1.0,23.0,54031,52.0,18.0,1.0,52.0,13011,50.0,28.0,2.0,100.0,08085,87.6,56.97,625.0,54748.0,20081,41.5,50.5,4.0,166.0,29065,52.96,32.46,26.0,1377.0,46011,68.5,106.5,2.0,137.0,45019,457.58,245.95,19.0,8694.0
2000,60,039,60039,50.0,45.0,1,50,09015,73.1,60.2,10.0,731.0,48121,155.95,97.48,392.0,61134.0,35025,44.5,95.5,4.0,178.0,18107,65.79,52.69,628.0,41316.0,45NA ,66.0,44.0,1.0,66.0,28115,56.33,47.76,42.0,2366.0,21057,70.0,30.0,1.0,70.0,19017,59.0,24.0,1.0,59.0
2000,06,093,06093,90.73,66.17,784,71134,28091,36.0,37.5,2.0,72.0,37NA ,65.78,49.86,130.0,8552.0,54041,29.0,41.0,1.0,29.0,35025,54.78,55.19,328.0,17967.0,42107,53.5,46.63,8.0,428.0,48071,66.05,65.67,42.0,2774.0,29031,105.33,95.5,6.0,632.0,18151,20.0,52.0,1.0,20.0
2000,46,047,46047,49.87,54.78,119,5934,37115,85.0,48.5,4.0,340.0,53025,64.67,40.89,9.0,582.0,06017,196.08,136.99,107.0,20981.0,13011,71.6,46.44,321.0,22983.0,13153,64.41,57.64,22.0,1417.0,37059,91.14,61.94,110.0,10025.0,04012,37.17,40.33,6.0,223.0,72031,167.17,397.33,12.0,2006.0
2000,56,045,56045,68.48,47.39,85,5821,08093,165.75,65.25,4.0,663.0,16073,24.0,10.0,1.0,24.0,19045,64.0,54.5,4.0,256.0,54041,46.25,41.22,165.0,7632.0,29029,153.88,111.75,8.0,1231.0,35001,99.07,67.01,1178.0,116707.0,27123,108.38,70.28,87.0,9429.0,47055,71.0,84.0,1.0,71.0
2000,39,077,39077,75.52,51.18,976,73704,23009,42.5,52.5,2.0,85.0,20011,45.0,38.33,3.0,135.0,18019,135.54,127.0,13.0,1762.0,29065,53.41,39.68,81.0,4326.0,01025,37.5,56.5,2.0,75.0,12035,102.81,79.18,354.0,36395.0,37007,44.0,34.0,1.0,44.0,45051,130.29,244.97,31.0,4039.0
2000,41,021,41021,57.31,39.76,29,1662,50019,73.5,23.0,2.0,147.0,48355,68.4,66.62,47.0,3215.0,19125,95.9,59.9,10.0,959.0,28115,59.12,60.76,442.0,26130.0,72117,120.06,102.42,130.0,15608.0,29123,44.53,38.85,34.0,1514.0,12095,109.36,79.94,522.0,57086.0,12023,47.5,147.25,4.0,190.0
2000,37,093,37093,60.28,45.15,405,24414,33011,135.11,68.22,18.0,2432.0,42089,134.09,71.03,327.0,43846.0,13127,66.25,38.38,8.0,530.0,48071,77.81,74.74,375.0,29178.0,41005,128.34,64.77,127.0,16299.0,35041,42.3,42.61,23.0,973.0,53061,141.51,77.05,196.0,27736.0,27103,94.5,10.0,2.0,189.0
2000,49,025,49025,86.94,64.93,166,14432,19013,52.83,70.0,6.0,317.0,08085,91.0,43.0,1.0,91.0,48071,69.67,33.0,3.0,209.0,37059,112.62,62.88,724.0,81538.0,36025,79.86,84.0,7.0,559.0,48231,66.31,72.4,192.0,12731.0,21045,24.0,12.0,1.0,24.0,31043,131.0,61.0,1.0,131.0
2000,29,065,29065,53.78,37.85,110,5916,26115,242.39,64.67,36.0,8726.0,18107,65.33,44.33,3.0,196.0,37059,82.0,48.71,7.0,574.0,35001,118.57,76.98,6049.0,717211.0,26025,62.7,54.21,33.0,2069.0,18095,58.29,54.8,510.0,29730.0,21091,77.0,34.0,1.0,77.0,30015,80.0,76.0,1.0,80.0
2000,16,027,16027,85.44,57.97,2911,248729,27049,67.17,196.0,6.0,403.0,13121,121.09,80.41,4259.0,515715.0,35001,129.29,78.4,166.0,21462.0,12035,102.5,74.45,1446.0,148211.0,48207,17.5,27.17,6.0,105.0,48361,53.15,53.92,123.0,6538.0,41035,62.8,48.0,25.0,1570.0,39147,71.33,81.0,3.0,214.0
2000,54,089,54089,43.47,43.62,131,5695,37135,102.43,74.57,7.0,717.0,35025,47.54,45.23,13.0,618.0,12035,92.86,74.27,22.0,2043.0,29123,51.68,45.93,149.0,7700.0,39103,101.64,53.64,22.0,2236.0,30039,95.55,66.45,11.0,1051.0,54057,111.0,62.0,3.0,333.0,31097,32.0,17.0,1.0,32.0
2000,51,051,51051,39.1,36.83,169,6608,19145,7.0,34.0,1.0,7.0,13011,78.25,31.75,4.0,313.0,23013,79.33,52.0,3.0,238.0,48231,69.23,59.11,962.0,66595.0,37185,134.0,39.0,1.0,134.0,48035,65.03,65.6,30.0,1951.0,12053,71.45,52.25,20.0,1429.0,37079,83.0,43.0,1.0,83.0
2000,48,009,48009,62.27,72.5,109,6787,48121,129.62,86.2,81.0,10499.0,54041,34.5,31.0,2.0,69.0,35041,94.0,43.0,1.0,94.0,35041,53.6,60.61,85.0,4556.0,47177,25.67,39.0,3.0,77.0,06001,201.11,106.89,6428.0,1292709.0,22069,105.33,202.0,3.0,316.0,13179,200.0,54.0,1.0,200.0
2000,19,087,19087,64.42,51.14,166,10694,08027,35.0,21.0,1.0,35.0,06017,189.0,161.79,38.0,7182.0,48231,75.0,60.2,5.0,375.0,18095,71.48,55.03,2487.0,177772.0,42003,80.49,64.24,103.0,8290.0,21111,71.52,60.72,3479.0,248829.0,22113,42.33,42.83,6.0,254.0,01081,80.57,440.43,14.0,1128.0
2000,16,015,16015,100.03,72.73,182,18205,37NA ,41.0,47.5,6.0,246.0,19045,40.0,29.33,6.0,240.0,18095,90.0,48.5,4.0,360.0,48361,60.65,59.24,790.0,47916.0,18157,85.5,47.15,72.0,6156.0,40105,32.44,34.89,9.0,292.0,06NA ,146.33,98.67,15.0,2195.0,19133,53.5,51.0,2.0,107.0
2000,28,161,28161,47.91,49.02,251,12026,53025,80.27,64.73,11.0,883.0,18019,71.12,46.53,74.0,5263.0,48361,78.0,66.67,3.0,234.0,48035,69.99,86.32,179.0,12528.0,02261,77.0,76.5,2.0,154.0,48169,26.5,31.0,6.0,159.0,05037,57.67,43.33,3.0,173.0,47145,20.0,96.0,1.0,20.0
2000,20,083,20083,68.6,47.13,15,1029,17041,46.0,32.0,8.0,368.0,21197,120.0,69.0,1.0,120.0,48035,33.0,29.0,1.0,33.0,30039,75.38,51.31,29.0,2186.0,41041,148.0,78.71,7.0,1036.0,45NA ,48.07,44.22,27.0,1298.0,09015,49.5,56.75,4.0,198.0,27137,69.77,898.46,13.0,907.0
2000,17,031,17031,145.98,89.0,117369,17133291,16073,41.5,66.0,2.0,83.0,19125,69.0,111.0,1.0,69.0,06001,251.48,113.89,10533.0,2648839.0,06001,232.33,119.05,19200.0,4460687.0,36073,43.0,40.0,4.0,172.0,20185,33.0,30.43,7.0,231.0,13269,54.0,28.0,1.0,54.0,16017,52.0,43.0,1.0,52.0
2000,39,025,39025,107.68,69.92,5350,576099,48355,49.17,93.78,18.0,885.0,13127,72.1,47.87,105.0,7570.0,21111,114.56,83.19,171.0,19590.0,21111,96.55,73.24,12977.0,1252905.0,04027,63.1,41.01,763.0,48148.0,26025,65.84,49.48,576.0,37921.0,28091,58.0,45.0,1.0,58.0,42095,70.71,100.86,7.0,495.0
2000,40,049,40049,46.73,43.9,246,11495,20011,28.0,32.0,2.0,56.0,20087,111.5,63.0,2.0,223.0,21215,281.0,162.0,1.0,281.0,40105,59.29,45.32,90.0,5336.0,09009,84.43,55.28,575.0,48547.0,19051,31.78,39.0,9.0,286.0,08093,150.71,76.57,7.0,1055.0,18167,91.2,89.4,5.0,456.0
2000,28,107,28107,50.82,51.59,599,30440,08085,53.86,59.86,7.0,377.0,28115,43.42,40.94,33.0,1433.0,40105,162.0,124.0,1.0,162.0,48169,45.1,44.3,30.0,1353.0,35045,74.77,48.47,173.0,12935.0,29157,61.82,56.7,33.0,2040.0,37115,50.0,103.75,4.0,200.0,48123,49.5,46.5,2.0,99.0
2000,17,109,17109,63.47,56.91,173,10981,42089,92.36,46.0,11.0,1016.0,48071,60.81,55.81,16.0,973.0,08045,139.17,64.67,6.0,835.0,45NA ,74.6,58.28,114.0,8504.0,42127,123.28,84.11,18.0,2219.0,47177,59.51,114.15,86.0,5118.0,23009,102.33,56.67,3.0,307.0,48221,252.0,114.0,2.0,504.0
2000,55,053,55053,61.78,46.07,134,8278,18107,84.0,27.5,2.0,168.0,37059,62.37,33.8,35.0,2183.0,20081,172.0,128.0,1.0,172.0,20185,44.05,51.9,20.0,881.0,20055,52.65,36.92,108.0,5686.0,42003,70.88,66.57,7591.0,538087.0,33011,125.31,108.81,77.0,9649.0,24043,92.0,82.5,4.0,368.0
2000,12,097,12097,93.75,71.53,5764,540362,13121,143.85,75.12,106.0,15248.0,35001,95.34,57.18,170.0,16207.0,13153,100.57,71.04,23.0,2313.0,26025,81.32,55.7,2221.0,180618.0,72065,75.38,45.72,237.0,17866.0,02261,127.15,74.95,20.0,2543.0,19013,79.6,50.8,15.0,1194.0,41047,116.13,157.75,8.0,929.0
2000,48,061,48061,73.43,68.97,3229,237105,35025,35.0,14.0,2.0,70.0,28055,44.25,26.5,4.0,177.0,42107,152.75,101.75,4.0,611.0,19051,48.82,45.23,44.0,2148.0,49037,87.67,50.33,3.0,263.0,36073,45.4,47.58,89.0,4041.0,26115,76.76,50.88,17.0,1305.0,17095,40.17,76.83,6.0,241.0
2000,31,069,31069,56.0,72.4,5,280,13011,120.0,43.0,1.0,120.0,12035,93.87,60.37,97.0,9105.0,29029,95.5,139.5,2.0,191.0,29157,57.06,45.45,220.0,12554.0,26037,83.4,82.95,20.0,1668.0,04027,63.41,64.25,261.0,16551.0,27049,110.0,59.0,2.0,220.0,17029,72.67,134.33,9.0,654.0
2000,40,033,40033,55.98,41.51,53,2967,06017,127.42,86.74,38.0,4842.0,38067,41.0,23.0,2.0,82.0,01025,80.33,89.0,3.0,241.0,47177,61.39,47.2,531.0,32598.0,51590,47.33,69.0,3.0,142.0,28111,51.6,47.73,15.0,774.0,37135,160.76,103.79,34.0,5466.0,72029,158.5,169.5,2.0,317.0
2000,41,069,41069,57.58,48.0,19,1094,29065,68.5,31.5,2.0,137.0,23013,213.0,167.0,2.0,426.0,41005,179.81,99.63,227.0,40817.0,42003,93.0,74.53,16570.0,1540961.0,20067,55.45,43.0,11.0,610.0,09009,106.1,73.28,2763.0,293162.0,48121,127.29,88.08,213.0,27112.0,13169,62.0,29.0,1.0,62.0
2000,20,071,20071,77.83,73.33,6,467,19045,67.5,34.5,2.0,135.0,48231,46.68,41.86,37.0,1727.0,26025,101.52,63.33,21.0,2132.0,02261,83.06,77.81,118.0,9801.0,17165,30.0,23.0,1.0,30.0,35045,64.05,50.59,416.0,26646.0,08027,142.67,82.67,3.0,428.0,21113,11.0,32.0,1.0,11.0
2000,49,035,49035,127.51,73.87,21297,2715484,18019,60.13,47.13,8.0,481.0,35041,35.0,59.0,1.0,35.0,39103,152.42,85.0,26.0,3963.0,36073,59.03,49.3,464.0,27388.0,12087,160.11,157.08,261.0,41790.0,42127,82.5,100.98,253.0,20873.0,53025,75.08,46.92,13.0,976.0,48339,107.1,1042.6,10.0,1071.0
2000,18,005,18005,83.23,64.86,1352,112525,19125,155.0,75.0,1.0,155.0,18095,60.6,51.87,94.0,5696.0,29157,72.5,34.0,2.0,145.0,28111,50.14,43.09,117.0,5866.0,16045,70.5,49.0,16.0,1128.0,21177,42.12,31.65,82.0,3454.0,48355,97.72,74.8,25.0,2443.0,37055,243.75,617.13,8.0,1950.0
2000,42,055,42055,79.71,57.85,2065,164605,21197,1.67,17.33,3.0,5.0,48361,59.64,43.21,28.0,1670.0,37185,44.0,120.0,1.0,44.0,04027,76.6,64.72,976.0,74763.0,53067,107.68,65.24,79.0,8507.0,49037,53.9,50.76,21.0,1132.0,31127,268.0,150.0,1.0,268.0,22047,21.0,42.0,1.0,21.0
2000,13,099,13099,48.9,40.32,128,6259,13127,225.33,74.67,3.0,676.0,21111,65.27,50.55,1676.0,109395.0,47177,115.5,58.0,2.0,231.0,09009,126.37,80.28,10424.0,1317244.0,42115,77.67,54.0,3.0,233.0,72065,40.0,33.0,1.0,40.0,42089,104.65,66.62,55.0,5756.0,06099,99.36,56.14,14.0,1391.0
2000,29,081,29081,65.44,48.77,61,3992,20087,30.8,30.8,5.0,154.0,06001,171.05,84.03,3616.0,618524.0,42003,124.19,92.33,236.0,29309.0,35045,89.49,58.17,959.0,85817.0,29035,78.0,43.0,1.0,78.0,51590,55.58,38.9,128.0,7114.0,08085,91.6,56.4,5.0,458.0,08039,50.0,78.0,1.0,50.0
2000,22,049,22049,56.88,48.97,144,8191,37059,436.44,28.33,9.0,3928.0,21215,127.67,68.0,3.0,383.0,18157,133.37,86.26,76.0,10136.0,42127,78.82,75.66,1082.0,85286.0,37085,65.75,40.22,32.0,2104.0,26037,71.97,62.84,346.0,24901.0,18107,49.33,45.67,6.0,296.0,23011,52.0,4173.5,2.0,104.0
2000,21,157,21157,66.24,54.05,390,25835,35001,83.19,54.65,122.0,10149.0,08045,143.0,40.0,1.0,143.0,02261,45.75,46.25,4.0,183.0,21177,48.83,43.18,428.0,20901.0,20035,54.11,66.0,9.0,487.0,20067,59.71,53.13,24.0,1433.0,13121,176.63,120.87,319.0,56345.0,47009,100.57,90.43,7.0,704.0
2000,33,011,33011,120.86,77.41,8591,1038291,12035,80.13,41.0,8.0,641.0,21003,41.0,75.0,2.0,82.0,41041,125.57,89.14,7.0,879.0,49037,75.53,52.02,57.0,4305.0,37077,62.35,40.35,20.0,1247.0,12087,203.77,172.57,324.0,66021.0,35025,53.33,46.67,3.0,160.0,25027,223.48,394.39,33.0,7375.0
2000,30,049,30049,74.88,55.58,798,59753,23013,18.0,23.0,1.0,18.0,42107,52.0,38.0,3.0,156.0,36073,36.2,26.2,5.0,181.0,51590,68.6,58.69,395.0,27096.0,37107,34.5,20.88,8.0,276.0,29035,34.6,60.4,5.0,173.0,13011,54.0,26.0,1.0,54.0,47013,91.0,92.5,2.0,182.0
2000,27,053,27053,129.18,86.27,32868,4245912,48231,69.08,56.15,13.0,898.0,13153,71.87,51.53,253.0,18183.0,04027,109.79,65.36,14.0,1537.0,26037,109.11,68.55,1468.0,160177.0,40069,49.0,35.0,2.0,98.0,05001,46.88,33.81,16.0,750.0,54041,29.0,40.0,1.0,29.0,27085,19.33,75.0,3.0,58.0
2000,17,025,17025,53.63,45.72,71,3808,18095,49.0,84.5,2.0,98.0,45NA ,54.26,36.8,35.0,1899.0,09009,149.07,83.29,219.0,32647.0,20067,87.81,52.44,32.0,2810.0,48209,69.54,51.61,348.0,24199.0,37107,54.88,39.08,156.0,8561.0,06017,177.78,142.04,68.0,12089.0,50003,49.25,529.25,4.0,197.0
2000,39,031,39031,63.39,47.52,432,27385,02270,47.0,37.0,1.0,47.0,01025,36.42,32.3,169.0,6155.0,35045,64.5,40.58,12.0,774.0,12087,201.31,162.99,1764.0,355113.0,02020,100.54,56.27,94.0,9451.0,40069,37.27,40.73,11.0,410.0,29065,76.0,43.0,1.0,76.0,26069,185.0,36.0,1.0,185.0
2000,46,023,46023,50.48,50.16,25,1262,48361,63.0,43.0,2.0,126.0,29029,145.0,106.0,1.0,145.0,42127,85.0,159.67,6.0,510.0,29035,44.32,45.06,34.0,1507.0,04005,91.07,56.79,142.0,12932.0,02020,114.61,84.01,406.0,46533.0,18019,76.31,51.15,13.0,992.0,30017,6.0,450.0,1.0,6.0
2000,42,103,42103,87.9,73.25,1562,137307,48035,56.0,38.33,3.0,168.0,41005,164.12,107.4,42.0,6893.0,20055,89.45,44.36,11.0,984.0,05001,48.14,59.17,167.0,8039.0,26017,58.58,46.48,67.0,3925.0,48209,94.73,69.07,403.0,38176.0,19125,139.5,73.5,2.0,279.0,22079,85.93,164.53,30.0,2578.0
2000,08,107,08107,188.39,161.13,1121,211182,06001,208.43,103.69,240.0,50024.0,36025,61.25,86.75,4.0,245.0,49037,10.0,22.0,1.0,10.0,37107,67.36,54.33,478.0,32199.0,34027,162.83,94.07,286.0,46568.0,04005,106.17,91.56,470.0,49901.0,13127,94.73,59.82,11.0,1042.0,29209,34.0,47.0,1.0,34.0
2000,16,071,16071,85.03,50.66,96,8163,21111,85.57,58.74,47.0,4022.0,26025,58.55,45.08,183.0,10715.0,26037,139.13,86.63,8.0,1113.0,40069,47.74,43.68,62.0,2960.0,26103,139.0,155.0,1.0,139.0,20143,51.21,36.07,14.0,717.0,20087,158.0,113.0,1.0,158.0,29021,122.13,603.81,16.0,1954.0
2000,21,135,21135,39.65,36.75,118,4679,40105,39.85,35.46,13.0,518.0,48207,20.0,35.0,1.0,20.0,51590,326.0,119.0,2.0,652.0,02020,146.16,85.12,2814.0,411297.0,20143,60.5,32.0,2.0,121.0,48437,39.88,53.63,8.0,319.0,48071,86.25,66.75,4.0,345.0,17037,95.25,49.75,4.0,381.0
2000,30,033,30033,27.0,161.0,2,54,08045,98.6,95.6,5.0,493.0,39103,104.71,60.24,21.0,2199.0,17165,35.5,48.0,2.0,71.0,48209,116.04,81.35,1776.0,206089.0,48437,49.83,45.0,6.0,299.0,41063,63.0,40.37,19.0,1197.0,28115,43.0,26.0,2.0,86.0,25011,125.0,198.0,1.0,125.0
2000,12,095,12095,111.15,81.14,21581,2398665,42107,25.6,23.4,5.0,128.0,37185,55.99,36.31,87.0,4871.0,12087,152.08,105.08,13.0,1977.0,04005,129.2,97.4,2045.0,264217.0,51173,98.67,74.0,3.0,296.0,72035,46.0,26.5,2.0,92.0,37059,92.67,142.11,9.0,834.0,06111,171.86,104.59,37.0,6359.0
2000,20,027,20027,46.17,46.08,93,4294,13153,59.3,47.0,10.0,593.0,50NA ,59.0,47.0,1.0,59.0,53067,130.3,71.67,140.0,18242.0,20143,72.94,48.5,48.0,3501.0,41063,26.0,20.0,2.0,52.0,19091,49.85,34.9,20.0,997.0,35001,107.75,66.12,129.0,13900.0,31153,90.61,78.33,18.0,1631.0
2000,21,131,21131,40.78,34.25,96,3915,45NA ,10.0,35.0,1.0,10.0,29157,20.0,27.0,1.0,20.0,37085,97.83,60.17,6.0,587.0,48437,62.96,59.0,24.0,1511.0,72035,74.21,45.36,484.0,35916.0,22091,39.4,46.0,15.0,591.0,12035,88.76,76.76,21.0,1864.0,22111,47.5,46.0,2.0,95.0
2000,22,033,22033,94.77,77.13,7429,704016,01025,32.8,49.0,5.0,164.0,47177,55.65,46.0,17.0,946.0,20035,39.33,43.33,6.0,236.0,41063,78.96,55.56,75.0,5922.0,48185,45.69,48.56,16.0,731.0,48185,53.59,40.27,41.0,2197.0,38067,139.0,120.0,1.0,139.0,12131,259.17,690.33,6.0,1555.0
2000,39,109,39109,92.21,61.84,2290,211154,29029,77.0,55.0,2.0,154.0,42003,54.98,51.03,1310.0,72030.0,37077,62.5,51.83,6.0,375.0,26126,184.0,63.0,1.0,184.0,48327,25.0,34.0,1.0,25.0,40051,50.32,45.0,125.0,6290.0,29123,106.0,36.0,2.0,212.0,54037,11.0,9.0,1.0,11.0
2000,54,021,54021,38.24,41.71,86,3289,41005,130.3,66.87,30.0,3909.0,18157,90.42,57.09,33.0,2984.0,37107,33.0,88.0,2.0,66.0,72035,119.0,58.5,2.0,238.0,19189,50.0,83.0,1.0,50.0,31095,44.59,38.68,22.0,981.0,23013,92.0,54.25,4.0,368.0,37037,70.25,78.75,4.0,281.0
