asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
,,,,,,,,1.0,1.0,51.0,51.0,61.0,61.0,61.0,61.0,152.0,,59.0,009,50009,1.0,,97.0,,59.0,,59.0,,43.85,,53.44,,1.4107753705815278,49.49,55.95,,2.0,,38.0,,62.5,,125.0,,50,7523.0,,3301.0,83.0,43.0,43.2,50.86,49.04,57.23,4070.0,2461.0,2000.0
,,,,,,,,,,,,,,,,205.0,34.86842105263157,85.0,009,50009,,,,,,,,,47.28,7.822120866590643,52.53,8.262248710108766,1.5273371404399323,57.77,65.46,16.730652657102453,,,,,,,,,50,11843.0,0.5742390003987772,5564.0,115.0,63.0,51.7,54.27,63.56,66.75,7309.0,4205.0,2001.0
,,,,,,,,,,,,,,,,212.0,3.4146341463414664,105.0,009,50009,,,,,,,,,50.63,7.085448392555005,53.3,6.929373296156838,1.6331720323918624,66.15,66.4,14.50579885753851,5.0,3.0,52.6,60.0,63.2,55.67,316.0,167.0,50,14023.0,0.1840749810014355,6972.0,139.0,85.0,52.17,54.24,68.22,65.45,9482.0,5563.0,2002.0
,,,,,,,,,,,,,,,,324.0,52.830188679245296,173.0,009,50009,1.0,,24.0,,89.0,,89.0,,55.47,9.559549674106261,62.83,5.2658563575661566,1.7191725256895618,76.29,79.05,15.32879818594104,3.0,,37.67,,82.33,,247.0,,50,24719.0,0.7627469157812166,13675.0,254.0,153.0,57.02,62.46,76.89,78.23,19530.0,11969.0,2003.0
1.0,,96.0,,435.0,,435.0,,,,,,,,,,311.0,-4.012345679012341,149.0,009,50009,,,,,,,,,62.76,13.142239048134119,67.28,4.928142262830737,1.8038957934990438,90.57,92.02,18.718049547778204,4.0,1.0,192.5,282.0,164.25,256.0,657.0,256.0,50,28167.0,0.13948784335935915,13711.0,262.0,133.0,55.88,57.18,87.68,89.54,22971.0,11909.0,2004.0
1.0,1.0,173.0,173.0,100.0,100.0,100.0,100.0,,,,,,,,,403.0,29.581993569131825,184.0,009,50009,,,,,,,,,64.93,3.457616316124934,69.33,2.0900792235957866,1.8415986446942858,95.66,96.44,5.619962459975714,3.0,2.0,157.67,226.5,76.33,74.0,229.0,148.0,50,38552.0,0.3686938616111053,17745.0,314.0,154.0,65.77,68.67,94.23,94.12,29587.0,14494.0,2005.0
2.0,2.0,50.0,50.0,195.0,195.0,390.0,390.0,7.0,6.0,49.0,52.0,95.71,91.83,670.0,551.0,380.0,-5.707196029776673,179.0,009,50009,,,,,,,,,61.18,-5.775450485137856,63.35,7.971131821955524,1.9883949002942136,97.32,99.87,1.7353125653355672,1.0,,49.0,,27.0,,27.0,,50,36981.0,-0.040750155633948903,17877.0,290.0,151.0,62.44,63.71,97.69,97.81,28330.0,14769.0,2006.0
,,,,,,,,4.0,2.0,62.0,65.0,93.75,113.5,375.0,227.0,302.0,-20.52631578947368,136.0,009,50009,,,,,,,,,64.6,5.590062111801242,65.82,1.041016899978242,2.009094427244582,103.83,113.74,6.689272503082622,4.0,2.0,47.5,53.0,82.75,88.5,331.0,177.0,50,31358.0,-0.1520510532435575,15469.0,233.0,116.0,61.18,63.43,100.94,111.52,23520.0,12936.0,2007.0
,,,,,,,,12.0,,33.0,,85.0,,1020.0,,748.0,147.68211920529802,388.0,009,50009,,,,,,,,,74.62,15.510835913312704,82.18,-2.2969968770209848,1.9629455909943714,117.18,121.36,12.857555619763072,4.0,,32.0,,85.0,,340.0,,50,87652.0,1.7952037757510046,47088.0,696.0,384.0,76.71,82.14,118.8,121.76,82688.0,46756.0,2008.0
,,,,,,,,,,,,,,,,229.0,-69.38502673796792,127.0,009,50009,,,,,,,,,75.37,1.0050924685071072,73.31,1.3368219769329004,1.9891866790500194,119.94,119.64,2.355350742447504,1.0,,48.0,,77.0,,77.0,,50,27467.0,-0.6866357869757678,15194.0,203.0,120.0,69.93,72.2,119.68,118.28,24296.0,14194.0,2009.0
