year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,067,38.72,65.45,416,16109,05067,0.739495798319,,,,,
2001,05,067,44.74,41.85,535,23935,05067,1.33632019116,15.5475206612,-36.0580595875,28.6057692308,0.485815382705,80.7069349408
2002,05,067,53.75,49.12,459,24670,05067,1.36782369707,20.1385784533,17.3715651135,-14.2056074766,0.0307081679549,2.35748184589
2003,05,067,62.02,57.25,551,34175,05067,1.35414847162,15.3860465116,16.5513029316,20.0435729847,0.385285772193,-0.999779831421
2004,05,067,62.53,53.69,500,31266,05067,1.45581113801,0.822315382135,-6.21834061135,-9.25589836661,-0.0851207022677,7.50749777663
2005,05,067,63.23,56.71,512,32375,05067,1.39371363075,1.11946265792,5.62488359099,2.4,0.0354698394422,-4.26549197489
2006,05,067,70.57,56.52,433,30557,05067,1.56073071479,11.6084137277,-0.335037912185,-15.4296875,-0.0561544401544,11.9836012473
2007,05,067,72.47,64.55,396,28699,05067,1.40336948102,2.69236219357,14.2073602265,-8.54503464203,-0.0608043983375,-10.0825358454
2008,05,067,66.32,63.02,888,58896,05067,1.31545541098,-8.48627018076,-2.3702556158,124.242424242,1.05219694066,-6.26449920927
2009,05,067,73.14,70.19,207,15140,05067,1.30253597379,10.2834740651,11.3773405268,-76.6891891892,-0.742936701983,-0.982126576648
2010,05,067,79.69,70.43,199,15859,05067,1.41434757916,8.9554279464,0.341929049722,-3.86473429952,0.0474900924703,8.58414720372
2011,05,067,78.9,72.15,194,15307,05067,1.36694386694,-0.991341448111,2.44214113304,-2.51256281407,-0.0348067343464,-3.35163102135
2012,05,067,2.97,67.36,224,665,05067,0.0551143111639,-96.2357414449,-6.63894663895,15.4639175258,-0.956555824133,-95.9680633202
2013,05,067,75.4,69.23,235,17718,05067,1.3614040156,2438.72053872,2.77612826603,4.91071428571,25.6436090226,2370.14611423
2014,05,067,82.4,73.15,202,16644,05067,1.40806561859,9.28381962865,5.6622851365,-14.0425531915,-0.060616322384,3.42746183037
