year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,085,62.39,50.73,2886,180045,05085,1.53730534201,,,,,
2001,05,085,72.85,59.13,3536,257587,05085,1.54003889734,16.7655072928,16.5582495565,22.5225225225,0.430681218584,0.177814729673
2002,05,085,88.57,62.65,3158,279716,05085,1.76715881883,21.5785861359,5.95298494842,-10.6900452489,0.0859088385672,14.747674353
2003,05,085,92.92,66.09,4099,380882,05085,1.75745195945,4.91136953822,5.49082202713,29.7973400887,0.361673983612,-0.54929185097
2004,05,085,95.08,68.73,3706,352359,05085,1.72923032155,2.32458028412,3.99455288243,-9.58770431813,-0.0748867103197,-1.60582699
2005,05,085,103.77,66.58,3972,412186,05085,1.94822018624,9.13967185528,-3.12818274407,7.17754991905,0.169789901776,12.6640079095
2006,05,085,106.8,73.45,3919,418549,05085,1.81756296801,2.91991905175,10.3184139381,-1.33434038268,0.0154372055334,-6.70649134833
2007,05,085,121.21,77.6,3368,408233,05085,1.9524806701,13.4925093633,5.65010211028,-14.0597091095,-0.0246470544667,7.4230001641
2008,05,085,121.58,75.48,7384,897772,05085,2.0134472708,0.305255341968,-2.73195876289,119.239904988,1.19916567254,3.1225200654
2009,05,085,128.29,81.9,1905,244383,05085,1.95802808303,5.5189998355,8.50556438792,-74.2009750813,-0.727789461021,-2.75245289886
2010,05,085,134.77,86.26,1976,266310,05085,1.95296197542,5.0510562008,5.32356532357,3.72703412073,0.0897239169664,-0.258735186122
2011,05,085,121.5,81.75,1522,184930,05085,1.85779816514,-9.84640498627,-5.22837931834,-22.975708502,-0.305583718223,-4.87279381182
2012,05,085,2.93,81.14,2065,6043,05085,0.0451380330293,-97.5884773663,-0.746177370031,35.6767411301,-0.967322770778,-97.5703478518
2013,05,085,123.47,80.93,2013,248553,05085,1.90704930187,4113.99317406,-0.258811929998,-2.5181598063,40.13072977,4124.92779122
2014,05,085,124.65,81.75,1287,160425,05085,1.90596330275,0.955697740342,1.01322130236,-36.0655737705,-0.354564217692,-0.0569465672677
