year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,007,93.49,62.3,8105,757768,06007,1.87580256822,,,,,
2001,06,007,116.23,69.97,13602,1580952,06007,2.07642561098,24.3234570542,12.3113964687,67.8223318939,1.08632721361,10.6953176287
2002,06,007,129.22,72.35,17172,2218915,06007,2.23255010366,11.1761163211,3.40145776761,26.2461402735,0.403530910489,7.51890613665
2003,06,007,140.54,74.87,25948,3646793,06007,2.34640042741,8.76025383068,3.48306841742,51.1064523643,0.643502793032,5.09956410644
2004,06,007,161.17,79.28,19662,3169015,06007,2.54115161453,14.6790949196,5.89020969681,-24.2253738246,-0.131013194333,8.29999793933
2005,06,007,186.19,86.04,20956,3901703,06007,2.70499186425,15.5239808897,8.52674066599,6.581222663,0.231203702097,6.44748029915
2006,06,007,199.25,94.87,17896,3565830,06007,2.62530304627,7.01434019013,10.2626685263,-14.6020232869,-0.0860836921724,-2.94599104081
2007,06,007,210.7,101.89,13530,2850813,06007,2.58489547551,5.74654956085,7.39959945188,-24.3965131873,-0.200519093731,-1.53915833901
2008,06,007,207.09,91.72,29112,6028872,06007,2.82231247274,-1.71333649739,-9.9813524389,115.166297118,1.11479041242,9.18478133756
2009,06,007,198.98,91.28,7785,1549024,06007,2.72485758107,-3.91617171278,-0.479720889664,-73.2584501237,-0.743065701179,-3.45301566056
2010,06,007,198.27,96.33,6789,1346061,06007,2.57279663656,-0.356819780882,5.532427695,-12.7938342967,-0.131026375318,-5.58050980586
2011,06,007,184.34,97.65,6065,1118009,06007,2.35970302099,-7.0257729359,1.3702896294,-10.6643099131,-0.169421742402,-8.28256740312
2012,06,007,2.94,97.33,8813,25954,06007,0.0377581424021,-98.4051209721,-0.327700972862,45.3091508656,-0.976785517827,-98.3998773546
2013,06,007,188.83,96.19,8214,1551074,06007,2.45386734588,6322.78911565,-1.1712729888,-6.7967774878,58.7624258303,6398.90908229
2014,06,007,196.54,93.21,4715,926704,06007,2.63571505203,4.08303765292,-3.09803513879,-42.5980034088,-0.402540433274,7.41065756715
