year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,047,45.2,47.66,679,30691,05047,1.18548048678,,,,,
2001,05,047,56.64,44.34,776,43951,05047,1.59675236806,25.3097345133,-6.96600923206,14.2857142857,0.432048483269,34.6924209946
2002,05,047,59.35,48.28,766,45463,05047,1.53660936205,4.78460451977,8.88588182228,-1.28865979381,0.0344019476235,-3.76658317302
2003,05,047,65.98,51.83,961,63405,05047,1.5912598881,11.1710193766,7.35294117647,25.4569190601,0.394650594989,3.55656599462
2004,05,047,70.38,54.34,698,49127,05047,1.61897313213,6.66868748105,4.8427551611,-27.3673257024,-0.225187288069,1.74159131658
2005,05,047,71.28,56.67,777,55385,05047,1.57226045527,1.27877237852,4.28781744571,11.3180515759,0.127384126855,-2.88532749164
2006,05,047,69.39,55.3,637,44199,05047,1.56849005425,-2.65151515152,-2.41750485266,-18.018018018,-0.201968041889,-0.239807660694
2007,05,047,78.83,61.2,627,49428,05047,1.61008986928,13.6042657443,10.6690777577,-1.56985871272,0.118305844024,2.65222051736
2008,05,047,83.26,61.27,1868,155532,05047,1.6986290191,5.61968793606,0.114379084967,197.926634769,2.14663753338,5.49901912334
2009,05,047,88.33,67.73,442,39040,05047,1.63018603278,6.0893586356,10.5434960013,-76.3383297645,-0.748990561428,-4.02930749146
2010,05,047,93.52,79.13,343,32076,05047,1.47731580943,5.87569342239,16.8315369851,-22.3981900452,-0.178381147541,-9.37747105398
2011,05,047,81.78,69.35,316,25843,05047,1.47404470079,-12.5534644996,-12.3594085682,-7.87172011662,-0.194319740616,-0.221422434768
2012,05,047,2.89,71.22,384,1111,05047,0.0507231114855,-96.4661286378,2.69646719539,21.5189873418,-0.957009635104,-96.5589163301
2013,05,047,90.84,71.0,372,33792,05047,1.59929577465,3043.25259516,-0.308901993822,-3.125,29.4158415842,3052.99225108
2014,05,047,96.61,76.22,279,26954,05047,1.58439385988,6.35182738882,7.35211267606,-25.0,-0.202355587121,-0.93177978738
