asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
,,,,,,,,,,,,,,,,94.0,,33.0,003,40003,3.0,2.0,24.33,30.5,30.67,30.0,92.0,60.0,39.67,,42.18,,1.09024451727,34.6,30.67,,,,,,,,,,40,3252.0,,1012.0,53.0,23.0,39.6,38.04,31.98,25.3,1695.0,582.0,2000.0
1.0,,32.0,,60.0,,60.0,,,,,,,,,,135.0,43.6170212766,54.0,003,40003,2.0,,24.5,,20.5,,41.0,,42.32,6.68011091505,43.91,15.4388460614,1.25856568998,42.61,43.11,23.1502890173,,,,,,,,,40,5753.0,0.769065190652,2328.0,68.0,44.0,41.38,42.57,44.51,43.43,3027.0,1911.0,2001.0
1.0,,52.0,,55.0,,55.0,,,,,,,,,,184.0,36.2962962963,72.0,003,40003,1.0,,78.0,,75.0,,75.0,,46.82,10.6332703214,47.35,0.677042538642,1.26708671508,47.46,43.79,11.3823046233,1.0,,33.0,,24.0,,24.0,,40,8733.0,0.517990613593,3153.0,115.0,65.0,48.84,46.95,48.7,42.97,5601.0,2793.0,2002.0
,,,,,,,,,,,,,,,,155.0,-15.7608695652,59.0,003,40003,4.0,1.0,55.0,29.0,35.0,36.0,140.0,36.0,59.75,27.6164032465,55.69,-16.6209113334,1.05648535565,50.5,50.03,6.40539401601,2.0,2.0,32.0,32.0,27.5,27.5,55.0,55.0,40,7827.0,-0.103744417726,2952.0,112.0,45.0,57.65,55.24,51.49,49.07,5767.0,2208.0,2003.0
,,,,,,,,1.0,,92.0,,60.0,,60.0,,137.0,-11.6129032258,31.0,003,40003,2.0,,28.0,,71.5,,143.0,,49.85,-16.5690376569,51.65,22.2567703109,1.29162487462,51.51,49.03,2.0,,,,,,,,,40,7057.0,-0.0983774115242,1520.0,107.0,22.0,50.16,54.45,51.24,55.55,5483.0,1222.0,2004.0
,,,,,,,,2.0,,29.5,,44.5,,89.0,,141.0,2.9197080292,28.0,003,40003,,,,,,,,,49.7,-0.300902708124,51.0,22.6365375323,1.58400402414,62.98,65.21,22.2675208697,2.0,,45.0,,36.0,,72.0,,40,8880.0,0.258325067309,1826.0,116.0,28.0,51.49,51.0,61.34,65.21,7116.0,1826.0,2005.0
1.0,,26.0,,65.0,,65.0,,,,,,,,,,133.0,-5.67375886525,39.0,003,40003,,,,,,,,,52.14,4.90945674044,59.46,-9.02345628077,1.44107211354,60.11,59.03,-4.55700222293,1.0,,57.0,,80.0,,80.0,,40,7995.0,-0.0996621621622,2302.0,104.0,35.0,53.6,62.77,57.84,60.43,6015.0,2115.0,2006.0
,,,,,,,,1.0,,26.0,,56.0,,56.0,,103.0,-22.5563909774,41.0,003,40003,1.0,,78.0,,20.0,,20.0,,82.09,57.441503644,82.85,-38.3968956576,0.887745157754,58.3,55.54,-3.01114623191,1.0,1.0,26.0,26.0,27.0,27.0,27.0,27.0,40,6005.0,-0.248905565979,2277.0,86.0,36.0,85.45,87.08,58.0,57.69,4988.0,2077.0,2007.0
,,,,,,,,,,,,,,,,164.0,59.2233009709,52.0,003,40003,,,,,,,,,63.17,-23.0478742843,63.85,26.5628401783,1.1235554852,56.78,68.08,-2.60720411664,,,,,,,,,40,9312.0,0.550707743547,3540.0,144.0,48.0,66.06,64.17,57.97,68.33,8348.0,3280.0,2008.0
,,,,,,,,,,,,,,,,48.0,-70.7317073171,15.0,003,40003,1.0,,63.0,,86.0,,86.0,,61.5,-2.64365996517,69.87,38.8775075387,1.56036585366,76.77,81.4,35.2060584713,1.0,,40.0,,82.0,,82.0,,40,3685.0,-0.604274054983,1221.0,41.0,15.0,63.1,69.87,79.59,81.4,3263.0,1221.0,2009.0
,,,,,,,,1.0,1.0,160.0,160.0,159.0,159.0,159.0,159.0,39.0,-18.75,16.0,003,40003,,,,,,,,,53.67,-12.7317073171,49.94,-4.88965719255,1.48406931247,63.72,64.81,-16.9988276671,1.0,,54.0,,38.0,,38.0,,40,2485.0,-0.325644504749,1037.0,32.0,14.0,52.34,43.93,59.47,56.71,1903.0,794.0,2010.0
,,,,,,,,,,,,,,,,43.0,10.2564102564,15.0,003,40003,,,,,,,,,72.98,35.9791317309,66.27,-12.4482547911,1.29932858317,75.86,82.8,19.0521029504,1.0,,125.0,,11.0,,11.0,,40,3262.0,0.312676056338,1242.0,39.0,15.0,73.18,66.27,81.0,82.8,3159.0,1242.0,2011.0
,,,,,,,,,,,,,,,,36.0,-16.2790697674,13.0,003,40003,,,,,,,,,67.61,-7.35818032338,79.15,26.3694091121,1.64195385298,88.81,104.77,17.070920116,,,,,,,,,40,3197.0,-0.0199264255058,1362.0,30.0,12.0,66.13,82.67,89.3,108.5,2679.0,1302.0,2012.0
,,,,,,,,,,,,,,,,37.0,2.77777777778,11.0,003,40003,,,,,,,,,72.46,7.17349504511,78.91,2.93044354397,1.69007038366,97.97,116.18,10.3141538115,1.0,,77.0,,45.0,,45.0,,40,3625.0,0.133875508289,1278.0,35.0,11.0,73.03,78.91,99.97,116.18,3499.0,1278.0,2013.0
,,,,,,,,,,,,,,,,22.0,-40.5405405405,6.0,003,40003,,,,,,,,,82.73,14.1733370135,79.17,20.0386731342,2.02873806358,134.27,163.17,37.0521588241,,,,,,,,,40,2954.0,-0.185103448276,979.0,21.0,5.0,81.0,71.2,131.38,156.8,2759.0,784.0,2014.0
