year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,023,95.9,62.51,3062,293660,06023,1.91769316909,,,,,
2001,06,023,115.5,68.56,5095,588487,06023,2.10581971995,20.4379562044,9.67845144777,66.3945133899,1.00397398352,9.81004437479
2002,06,023,129.09,72.71,6979,900925,06023,2.21926144959,11.7662337662,6.05309218203,36.9774288518,0.530917420436,5.3870579977
2003,06,023,143.04,73.58,12902,1845561,06023,2.43000815439,10.8064141297,1.19653417687,84.8688923915,1.04851791215,9.49625402784
2004,06,023,169.91,77.55,9590,1629484,06023,2.7387169568,18.7849552573,5.39548790432,-25.6704386917,-0.117079305425,12.7040233118
2005,06,023,203.31,88.23,9430,1917244,06023,2.88039782387,19.6574657171,13.7717601547,-1.66840458811,0.176595781241,5.17325701422
2006,06,023,212.57,99.47,8083,1718164,06023,2.67128279883,4.55462102208,12.7394310325,-14.2841993637,-0.103836548713,-7.25993553053
2007,06,023,230.56,106.01,6844,1577979,06023,2.71861145175,8.46309451004,6.57484668744,-15.3284671533,-0.0815899995577,1.77175748433
2008,06,023,233.45,93.09,15716,3668976,06023,3.13473520249,1.25346981263,-12.1875294784,129.631794272,1.32511079045,15.3064811992
2009,06,023,221.13,89.84,4376,967667,06023,3.07671972395,-5.27736131934,-3.49124503169,-72.1557648257,-0.736256928364,-1.85072979984
2010,06,023,213.15,95.63,3656,779268,06023,2.78612882987,-3.60873694207,6.44479073909,-16.4533820841,-0.194694042475,-9.44482826389
2011,06,023,203.5,91.38,3404,692726,06023,2.783705406,-4.52732817265,-4.44421206734,-6.89277899344,-0.11105550337,-0.0869817591416
2012,06,023,2.91,95.51,4078,11885,06023,0.0380850172757,-98.57002457,4.51958853141,19.8002350176,-0.982843144331,-98.6318589175
2013,06,023,199.77,95.28,3946,788277,06023,2.62082808564,6764.94845361,-0.240812480369,-3.23688082393,65.3253681111,6781.52001264
2014,06,023,207.03,94.2,2107,436206,06023,2.7472133758,3.6341793062,-1.13350125945,-46.6041561075,-0.446633607222,4.8223418715
