year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,fips,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,fips,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,fips,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,fips,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,fips,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app,fips,not_applicable_loan_average_app,not_applicable_income_average_app,not_applicable_count_app,not_applicable_value_app,fips,not_provided_loan_average_app,not_provided_income_average_app,not_provided_count_app,not_provided_value_app,fips,no_co_app_loan_average_app,no_co_app_income_average_app,no_co_app_count_app,no_co_app_value_app
2006,21,203,21203,83.85,53.35,615,51567,48185,62.0,48.18,11.0,682.0,27085,142.38,68.25,16.0,2278.0,51590,101.31,57.75,16.0,1621.0,34013,274.94,137.9,27026,7430435,13313,77.3,44.39,23.0,1778.0,48169,68.0,75.33,3.0,204.0,54041,96.08,68.1,88.0,8455.0,,,,,
2006,20,053,20053,68.78,62.5,105,7222,22091,75.0,100.0,3.0,225.0,30017,41.0,59.0,1.0,41.0,36041,100.0,294.0,1.0,100.0,21159,68.14,46.92,180,12265,37165,44.0,40.0,2.0,88.0,20185,65.8,153.8,5.0,329.0,29065,90.65,55.9,89.0,8068.0,,,,,
2006,51,143,51143,95.65,55.6,3578,342241,40051,83.96,57.56,91.0,7640.0,48165,48.75,47.25,4.0,195.0,12087,472.22,227.41,32.0,15111.0,39093,120.39,73.61,16582,1996351,16031,76.8,39.4,5.0,384.0,26025,88.14,63.7,307.0,27059.0,48071,100.6,73.48,263.0,26458.0,,,,,
2006,55,083,55083,112.34,70.12,3635,408349,31095,55.5,27.5,2.0,111.0,35057,49.5,37.75,4.0,198.0,16045,177.75,102.63,8.0,1422.0,47147,117.36,72.2,4021,471916,20093,51.0,44.0,1.0,51.0,19051,91.78,62.67,9.0,826.0,28115,85.38,66.09,175.0,14942.0,,,,,
2006,17,153,17153,74.05,56.42,129,9553,39127,98.31,49.62,13.0,1278.0,06111,407.0,161.6,1317.0,536025.0,53067,190.86,103.44,1051.0,200594.0,47169,88.96,59.07,395,35139,28061,31.0,17.0,1.0,31.0,29157,99.75,74.74,69.0,6883.0,37059,135.68,75.6,336.0,45590.0,,,,,
2006,26,097,26097,138.36,104.89,609,84262,48233,46.25,52.81,16.0,740.0,33007,128.38,56.0,13.0,1669.0,42115,112.29,74.71,7.0,786.0,29183,145.99,82.48,28763,4199044,27003,176.57,79.27,79.0,13949.0,47177,67.3,59.25,20.0,1346.0,35001,143.62,80.25,11163.0,1603231.0,,,,,
2006,37,089,37089,149.86,83.19,7543,1130382,13099,80.0,62.0,1.0,80.0,47135,35.67,54.17,6.0,214.0,37085,140.38,95.85,34.0,4773.0,37095,188.25,105.74,187,35202,39009,79.75,57.75,4.0,319.0,42003,103.68,87.37,2478.0,256930.0,12035,193.32,102.72,2406.0,465130.0,,,,,
2006,34,009,34009,325.99,197.21,15976,5208087,16057,166.08,83.08,13.0,2159.0,40099,61.2,55.2,5.0,306.0,05001,105.67,57.5,6.0,634.0,54021,67.22,51.12,164,11024,47043,109.2,34.6,5.0,546.0,02261,156.67,107.0,3.0,470.0,29123,89.84,69.39,116.0,10422.0,,,,,
2006,27,027,27027,100.42,67.76,3504,351868,56045,68.5,69.75,8.0,548.0,48245,78.54,57.91,2264.0,177806.0,37077,128.09,78.55,11.0,1409.0,20079,84.6,62.44,1628,137733,17087,67.0,36.0,1.0,67.0,36073,85.35,68.35,26.0,2219.0,48231,95.89,77.96,616.0,59070.0,,,,,
2006,02,068,02068,120.74,64.51,47,5675,46053,83.0,49.0,2.0,166.0,20201,96.0,30.0,1.0,96.0,20035,76.24,52.29,21.0,1601.0,55049,119.96,68.4,1698,203684,09007,199.89,93.89,19.0,3798.0,04027,140.88,82.53,450.0,63398.0,35041,95.24,55.8,152.0,14477.0,,,,,
2006,26,129,26129,90.68,73.56,1330,120611,49029,256.0,65.0,1.0,256.0,18057,237.98,168.98,1016.0,241783.0,37107,80.6,63.1,10.0,806.0,36103,295.22,146.83,82733,24424453,22011,148.0,93.2,5.0,740.0,28111,94.25,53.19,16.0,1508.0,18095,88.53,69.18,1041.0,92158.0,,,,,
2006,39,111,39111,73.44,49.18,475,34883,22021,90.0,34.5,2.0,180.0,47015,84.29,57.64,14.0,1180.0,02020,208.45,111.0,1214.0,253055.0,16081,261.58,145.93,1045,273352,12069,200.84,107.27,176.0,35347.0,09009,166.24,98.73,2835.0,471302.0,48361,84.94,69.68,486.0,41283.0,,,,,
2006,19,123,19123,83.49,57.35,1037,86579,19133,35.0,88.0,1.0,35.0,19041,84.0,29.67,3.0,252.0,48209,130.08,122.34,164.0,21333.0,02013,102.4,73.1,10,1024,35006,140.0,49.0,6.0,840.0,35045,122.23,91.11,190.0,23224.0,48035,83.41,66.88,85.0,7090.0,,,,,
2006,39,023,39023,89.75,63.04,9629,864164,16017,155.38,60.1,21.0,3263.0,01049,64.35,35.83,23.0,1480.0,26017,141.75,98.69,16.0,2268.0,39153,112.79,79.07,28312,3193426,35037,75.0,84.5,2.0,150.0,42127,143.97,114.99,128.0,18428.0,30039,265.0,161.27,11.0,2915.0,,,,,
2006,48,203,48203,89.49,71.98,2733,244570,42095,136.09,101.43,148.0,20142.0,42067,54.5,46.0,2.0,109.0,04005,289.75,147.77,73.0,21152.0,51840,185.37,89.28,1370,253963,47187,204.42,100.79,33.0,6746.0,21177,85.97,51.83,58.0,4986.0,06001,380.83,147.75,26924.0,10253372.0,,,,,
2006,48,273,48273,70.47,68.81,1047,73781,51690,56.0,18.5,2.0,112.0,26105,102.88,62.13,8.0,823.0,34027,324.5,156.86,1737.0,563663.0,19089,88.86,60.9,250,22214,47073,74.83,69.0,6.0,449.0,49037,61.22,54.0,9.0,551.0,21111,113.89,70.48,6932.0,789473.0,,,,,
2006,16,001,16001,161.58,100.46,48763,7879031,40131,96.88,66.72,376.0,36425.0,34003,294.27,131.24,3578.0,1052911.0,26103,108.75,61.88,8.0,870.0,19139,92.46,57.57,1777,164305,32021,24.0,67.0,1.0,24.0,72065,110.5,44.31,32.0,3536.0,40105,73.96,46.56,57.0,4216.0,,,,,
2006,28,041,28041,76.51,53.55,449,34354,55119,9.0,27.0,1.0,9.0,48017,100.0,36.0,1.0,100.0,20143,36.0,63.0,1.0,36.0,18121,88.25,65.32,731,64512,18175,125.67,150.33,3.0,377.0,26037,119.14,96.69,213.0,25377.0,48169,83.56,122.61,18.0,1504.0,,,,,
2006,51,820,51820,119.71,62.71,1853,221831,17145,43.4,66.4,5.0,217.0,17013,101.0,36.0,1.0,101.0,51173,36.33,24.0,3.0,109.0,49047,131.22,81.78,2465,323460,51013,303.9,137.19,72.0,21881.0,51590,81.35,80.51,68.0,5532.0,45NA ,129.51,57.61,516.0,66826.0,,,,,
2006,46,025,46025,65.88,77.12,154,10145,48339,139.61,93.12,237.0,33087.0,40061,45.0,65.83,6.0,270.0,72035,108.0,24.0,1.0,108.0,21037,112.82,74.01,5336,602026,40NA ,99.0,80.0,5.0,495.0,20067,76.0,58.0,4.0,304.0,20185,60.72,110.5,18.0,1093.0,,,,,
2006,49,047,49047,130.62,81.06,2825,368997,27021,157.33,202.24,21.0,3304.0,27015,37.0,41.33,3.0,111.0,48185,92.38,124.38,16.0,1478.0,55097,108.54,68.18,2681,291006,13245,81.97,63.91,34.0,2787.0,12087,431.68,284.06,227.0,97991.0,26025,92.32,58.06,1755.0,162013.0,,,,,
2006,08,099,08099,73.54,52.49,446,32801,48417,45.0,63.0,2.0,90.0,45057,94.66,51.72,705.0,66738.0,19091,54.0,61.5,2.0,108.0,29007,78.24,56.83,887,69403,51121,103.89,65.89,9.0,935.0,29035,94.5,72.5,6.0,567.0,19051,96.97,70.5,30.0,2909.0,,,,,
2006,13,289,13289,84.57,54.4,418,35350,06099,236.8,101.23,1467.0,347388.0,22107,49.68,38.24,62.0,3080.0,22091,91.67,36.67,3.0,275.0,27033,82.53,64.13,352,29051,02280,100.0,31.0,1.0,100.0,05001,113.89,93.67,27.0,3075.0,29157,89.19,56.36,156.0,13913.0,,,,,
2006,51,730,51730,90.21,62.32,3182,287045,47013,84.0,30.0,8.0,672.0,28113,82.68,48.92,580.0,47957.0,19189,85.75,37.25,4.0,343.0,31101,73.88,66.78,366,27041,47109,75.0,25.0,2.0,150.0,37107,87.36,53.3,53.0,4630.0,47177,91.15,56.69,248.0,22606.0,,,,,
2006,37,021,37021,162.7,93.99,18732,3047648,27085,78.6,68.6,5.0,393.0,21149,48.0,28.0,2.0,96.0,13091,107.0,62.0,2.0,214.0,08047,194.25,92.72,621,120628,15003,301.8,107.56,8645.0,2609032.0,40069,86.45,68.82,11.0,951.0,42003,98.05,72.92,14056.0,1378126.0,,,,,
2006,46,035,46035,97.56,65.93,975,95123,30017,54.0,50.43,7.0,378.0,25019,529.86,215.07,29.0,15366.0,37111,141.11,109.22,9.0,1270.0,21153,72.23,52.25,227,16397,29159,100.2,31.8,5.0,501.0,48209,118.47,101.18,561.0,66461.0,02261,134.29,87.5,24.0,3223.0,,,,,
2006,40,117,40117,77.81,55.4,778,60539,48165,63.14,65.86,7.0,442.0,13321,85.5,51.73,110.0,9405.0,54029,90.33,45.0,3.0,271.0,20137,54.52,56.01,86,4689,39129,148.5,64.0,2.0,297.0,02020,185.24,117.37,779.0,144303.0,36073,82.9,58.16,410.0,33987.0,,,,,
2006,35,009,35009,95.77,67.16,2847,272656,35057,54.57,45.65,23.0,1255.0,72051,205.39,104.0,88.0,18074.0,50007,177.48,76.89,160.0,28396.0,39005,102.34,61.24,2735,279898,46011,102.0,78.0,1.0,102.0,04005,211.99,129.71,506.0,107268.0,04027,142.95,73.51,3519.0,503048.0,,,,,
2006,39,049,39049,124.64,81.34,84669,10552870,06111,377.34,134.0,1991.0,751282.0,51089,74.36,43.75,629.0,46770.0,18119,160.5,129.5,4.0,642.0,23019,109.74,68.64,7449,817419,26071,41.0,70.0,1.0,41.0,20143,65.47,50.13,15.0,982.0,28111,74.61,51.81,57.0,4253.0,,,,,
2006,40,025,40025,55.0,52.97,32,1760,47135,78.5,41.0,4.0,314.0,01009,119.06,59.41,49.0,5834.0,32029,246.82,109.82,11.0,2715.0,29139,92.07,59.96,665,61228,29031,165.75,55.5,4.0,663.0,48437,49.5,68.0,2.0,99.0,09009,177.72,87.24,13828.0,2457506.0,,,,,
2006,18,181,18181,101.89,71.33,1742,177486,33007,84.38,65.0,8.0,675.0,26097,45.0,50.0,1.0,45.0,40051,126.0,217.8,5.0,630.0,28007,78.37,61.23,375,29388,04012,137.0,82.75,4.0,548.0,41063,143.0,65.67,12.0,1716.0,35045,125.9,77.36,1163.0,146417.0,,,,,
2006,20,003,20003,78.42,63.46,377,29565,40099,81.56,52.8,25.0,2039.0,13303,82.04,42.72,257.0,21085.0,20169,95.91,74.09,22.0,2110.0,48109,46.38,51.22,68,3154,27123,162.29,78.64,119.0,19313.0,72035,133.49,53.6,75.0,10012.0,42127,133.91,79.1,805.0,107794.0,,,,,
2006,35,061,35061,117.26,69.56,6221,729503,48245,73.14,59.7,80.0,5851.0,04019,161.32,78.61,2676.0,431699.0,48127,100.33,52.33,3.0,301.0,20089,42.91,62.3,46,1974,37007,55.6,33.6,5.0,278.0,22091,110.0,80.43,7.0,770.0,21177,76.05,58.08,118.0,8974.0,,,,,
2006,26,079,26079,106.89,68.43,1414,151139,18057,228.73,107.04,73.0,16697.0,21019,119.25,85.67,12.0,1431.0,39127,62.0,30.0,1.0,62.0,41067,191.46,100.49,38200,7313837,12095,194.83,100.83,1139.0,221907.0,19091,50.2,57.6,10.0,502.0,49037,87.63,51.29,35.0,3067.0,,,,,
2006,17,149,17149,71.44,57.1,518,37005,19041,100.0,56.0,2.0,200.0,08069,201.63,113.65,201.0,40528.0,13099,8.0,23.0,1.0,8.0,12081,228.85,127.3,23512,5380781,53061,215.03,96.83,1065.0,229009.0,48185,106.9,102.0,29.0,3100.0,72065,114.0,68.0,22.0,2508.0,,,,,
2006,40,035,40035,92.9,72.05,716,66514,47015,105.0,66.0,2.0,210.0,51037,72.39,44.78,193.0,13971.0,17119,124.01,95.16,111.0,13765.0,21181,80.64,53.5,237,19111,21091,178.0,42.0,1.0,178.0,40051,94.84,109.72,152.0,14415.0,51590,85.73,52.52,420.0,36008.0,,,,,
2006,51,580,51580,61.7,47.2,288,17771,01049,83.19,48.38,26.0,2163.0,48315,59.96,51.89,57.0,3418.0,20115,50.0,16.0,2.0,100.0,38029,75.66,67.68,44,3329,21045,113.33,57.33,3.0,340.0,31095,94.79,68.93,14.0,1327.0,26037,126.63,84.86,765.0,96870.0,,,,,
2006,26,107,26107,99.25,66.62,2448,242957,42067,58.0,32.0,2.0,116.0,51101,134.11,66.33,229.0,30712.0,45019,213.17,149.34,325.0,69280.0,36071,203.07,103.18,18149,3685584,12053,162.94,89.1,82.0,13361.0,39127,96.44,70.16,45.0,4340.0,20067,77.85,84.69,39.0,3036.0,,,,,
2006,46,117,46117,112.23,67.59,123,13804,26105,81.22,33.56,9.0,731.0,28077,60.03,40.89,115.0,6904.0,16057,143.5,64.1,20.0,2870.0,31181,64.36,45.17,58,3733,41035,113.95,76.0,40.0,4558.0,13099,99.83,82.33,6.0,599.0,12087,457.21,253.03,1024.0,468185.0,,,,,
2006,49,033,49033,166.02,150.27,346,57443,34003,276.27,171.75,340.0,93931.0,45077,95.61,93.21,355.0,33943.0,18151,147.75,99.75,4.0,591.0,13301,89.32,77.75,92,8217,22069,156.0,68.0,1.0,156.0,48233,79.57,56.14,7.0,557.0,29035,127.37,81.73,30.0,3821.0,,,,,
2006,26,161,26161,172.11,102.47,24420,4202922,48017,41.5,28.5,2.0,83.0,21025,69.0,50.0,2.0,138.0,72031,189.33,120.58,12.0,2272.0,36079,264.03,126.13,5376,1419406,22113,65.6,55.6,5.0,328.0,16057,98.29,76.1,48.0,4718.0,05001,89.09,57.61,131.0,11671.0,,,,,
2006,39,151,39151,100.53,64.49,26998,2714000,17013,166.0,58.0,1.0,166.0,51540,131.42,64.26,347.0,45603.0,12023,162.7,103.07,27.0,4393.0,55007,133.51,86.54,885,118159,06NA ,287.06,133.13,161.0,46216.0,56045,126.88,61.35,17.0,2157.0,37107,81.92,50.52,442.0,36209.0,,,,,
2006,51,810,51810,188.71,91.29,45851,8652656,40061,79.85,56.58,26.0,2076.0,17189,149.8,90.2,5.0,749.0,45051,194.39,154.28,553.0,107498.0,51036,160.93,82.14,243,39106,09015,175.91,68.41,22.0,3870.0,46053,85.5,52.17,6.0,513.0,40069,80.91,45.0,54.0,4369.0,,,,,
2006,16,019,16019,115.18,76.41,8554,985244,27015,124.0,82.5,2.0,248.0,24001,103.84,78.31,159.0,16511.0,47055,65.0,45.67,3.0,195.0,27091,91.07,59.33,753,68578,28091,60.0,42.0,1.0,60.0,49029,165.88,83.35,52.0,8626.0,48209,127.55,95.37,1757.0,224107.0,,,,,
2006,13,095,13095,97.11,69.3,4388,426098,45057,119.88,69.53,17.0,2038.0,27025,169.67,70.72,58.0,9841.0,32510,212.34,116.49,67.0,14227.0,47163,96.77,61.93,7651,740371,08093,173.2,157.0,5.0,866.0,22021,86.75,88.0,4.0,347.0,02020,199.61,102.34,2610.0,520991.0,,,,,
2006,27,073,27073,74.36,59.76,283,21045,28113,67.0,30.33,3.0,201.0,48419,56.22,42.42,78.0,4385.0,56045,35.0,32.0,1.0,35.0,35009,95.36,67.6,1849,176321,37115,178.0,48.0,1.0,178.0,19133,86.56,50.56,9.0,779.0,04005,216.99,110.53,1934.0,419667.0,,,,,
2006,01,011,01011,71.61,54.07,275,19692,21149,14.0,77.0,1.0,14.0,48067,62.63,56.46,128.0,8016.0,40037,182.6,77.0,5.0,913.0,06049,119.52,71.21,420,50199,23009,96.0,80.5,2.0,192.0,16017,224.55,142.31,261.0,58607.0,20143,82.61,53.46,41.0,3387.0,,,,,
2006,27,067,27067,126.12,74.33,1900,239631,25019,415.0,70.0,1.0,415.0,17183,61.17,67.16,239.0,14620.0,49029,168.4,49.4,5.0,842.0,27NA ,113.95,64.3,1417,161466,50019,114.5,45.5,2.0,229.0,42095,134.36,85.56,903.0,121328.0,48437,55.5,67.25,36.0,1998.0,,,,,
2006,48,479,48479,100.5,70.3,11372,1142871,13321,95.0,40.0,1.0,95.0,26067,81.33,39.73,33.0,2684.0,22021,68.0,63.0,1.0,68.0,16063,113.06,70.83,344,38892,33011,170.34,90.35,62.0,10561.0,51690,94.62,72.33,21.0,1987.0,41063,321.59,99.13,46.0,14793.0,,,,,
2006,38,093,38093,77.17,57.53,531,40979,72051,158.05,90.14,43.0,6796.0,26085,71.82,57.18,51.0,3663.0,47145,120.42,98.33,12.0,1445.0,29053,93.64,59.31,661,61899,19013,108.4,103.0,5.0,542.0,40131,105.09,75.69,294.0,30897.0,72035,105.2,60.39,147.0,15465.0,,,,,
2006,22,077,22077,101.15,77.97,1128,114092,01009,62.19,42.14,36.0,2239.0,39033,89.86,50.21,14.0,1258.0,27137,129.27,73.27,56.0,7239.0,41017,239.7,129.59,17893,4288983,26115,161.62,103.81,21.0,3394.0,55119,71.75,45.25,16.0,1148.0,48185,90.29,83.49,189.0,17065.0,,,,,
2006,72,145,72145,106.79,59.46,1787,190837,26097,87.04,50.92,24.0,2089.0,21101,70.46,43.67,106.0,7469.0,16017,317.0,187.0,6.0,1902.0,41033,196.88,88.98,5003,984995,27049,118.0,101.75,4.0,472.0,17145,80.71,65.64,14.0,1130.0,19091,81.78,53.61,51.0,4171.0,,,,,
2006,13,261,13261,92.29,71.7,1197,110473,51089,90.0,48.08,13.0,1170.0,72127,148.41,71.97,859.0,127487.0,42095,210.04,103.99,455.0,95566.0,28127,79.82,62.34,673,53722,37135,126.0,49.57,14.0,1764.0,48339,124.78,111.58,2021.0,252189.0,22091,92.89,53.64,61.0,5666.0,,,,,
2006,72,089,72089,130.92,76.92,875,114555,13303,50.0,36.0,1.0,50.0,13283,65.25,56.08,24.0,1566.0,18167,168.61,141.07,67.0,11297.0,31039,79.08,55.43,191,15105,47067,58.0,28.0,1.0,58.0,27021,233.36,145.31,109.0,25436.0,40051,87.36,58.36,287.0,25073.0,,,,,
2006,42,127,42127,135.02,87.14,4514,609491,04019,142.2,72.57,1247.0,177318.0,22035,59.24,53.97,34.0,2014.0,48123,84.0,63.0,1.0,84.0,51640,88.15,53.45,253,22302,48121,133.31,112.22,217.0,28929.0,48417,85.0,273.75,4.0,340.0,31095,71.44,45.68,25.0,1786.0,,,,,
2006,45,065,45065,139.52,82.93,405,56504,38025,100.5,77.0,4.0,402.0,13271,63.8,46.27,60.0,3828.0,51690,70.2,71.2,5.0,351.0,47085,88.38,56.63,861,76095,37NA ,130.4,46.8,5.0,652.0,06099,213.22,107.62,2600.0,554360.0,39127,114.81,60.91,270.0,31000.0,,,,,
2006,36,115,36115,104.94,66.32,4556,478128,21019,271.2,158.1,10.0,2712.0,49011,141.56,87.85,260.0,36805.0,48221,110.94,133.31,35.0,3883.0,18043,116.43,77.26,4307,501443,53025,112.42,64.16,19.0,2136.0,47013,92.88,72.84,49.0,4551.0,48233,66.26,79.5,108.0,7156.0,,,,,
2006,48,433,48433,69.67,50.67,6,418,08069,146.14,74.86,197.0,28790.0,51195,74.8,49.67,15.0,1122.0,41047,156.75,94.22,498.0,78061.0,27037,179.34,93.18,25618,4594374,16073,92.75,61.75,4.0,371.0,27085,107.39,68.92,147.0,15786.0,13099,73.26,44.57,47.0,3443.0,,,,,
2006,56,019,56019,145.5,78.44,618,89918,51037,97.67,40.0,3.0,293.0,48037,77.06,54.64,540.0,41611.0,39167,122.36,54.55,11.0,1346.0,46059,67.79,54.37,38,2576,48355,106.27,85.19,62.0,6589.0,30017,76.46,65.83,41.0,3135.0,16057,118.69,67.32,160.0,18991.0,,,,,
2006,37,189,37189,208.35,154.26,3475,724020,29117,31.5,19.0,2.0,63.0,48241,69.32,54.72,115.0,7972.0,40131,128.85,74.32,75.0,9664.0,54045,69.6,59.13,1211,84281,20011,130.0,63.33,3.0,390.0,48165,95.45,54.64,11.0,1050.0,56045,88.12,54.65,34.0,2996.0,,,,,
2006,18,067,18067,92.37,63.81,6052,559037,51101,121.2,51.93,15.0,1818.0,47075,72.23,44.6,532.0,38426.0,55119,115.0,48.0,1.0,115.0,51011,101.07,62.65,541,54681,42089,159.4,141.18,117.0,18650.0,35057,89.59,53.14,22.0,1971.0,46053,65.92,148.42,12.0,791.0,,,,,
2006,39,125,39125,86.87,54.52,1122,97473,45077,90.04,66.84,25.0,2251.0,01045,82.15,63.36,326.0,26781.0,13169,197.4,108.12,25.0,4935.0,47079,85.49,60.91,1252,107033,08085,119.2,74.9,10.0,1192.0,06111,317.19,155.03,2925.0,927788.0,49029,187.2,105.49,51.0,9547.0,,,,,
2006,13,039,13039,141.32,80.48,4600,650053,21025,47.0,57.0,1.0,47.0,40123,72.72,50.5,18.0,1309.0,21113,84.58,63.67,12.0,1015.0,19103,127.7,85.64,5398,689312,18107,94.0,46.0,2.0,188.0,33007,111.74,76.58,93.0,10392.0,22021,96.17,61.34,29.0,2789.0,,,,,
2006,39,141,39141,97.14,62.57,4026,391075,51540,118.89,72.33,9.0,1070.0,22027,42.6,44.66,132.0,5623.0,48339,162.02,133.97,772.0,125079.0,29043,126.73,79.63,6293,797504,13121,173.64,124.1,349.0,60601.0,47135,47.0,24.0,1.0,47.0,19133,62.42,51.68,38.0,2372.0,,,,,
2006,18,073,18073,112.41,68.98,2270,255165,17189,81.0,82.0,1.0,81.0,45055,92.66,51.7,697.0,64581.0,27021,172.14,72.71,7.0,1205.0,21237,58.04,48.36,275,15962,35025,62.29,69.81,21.0,1308.0,40099,84.75,57.3,20.0,1695.0,46017,100.0,37.0,1.0,100.0,,,,,
2006,32,510,32510,204.3,90.29,4470,913224,29135,79.33,58.33,3.0,238.0,29041,31.0,46.0,2.0,62.0,37055,508.11,228.3,37.0,18800.0,49051,252.49,150.59,2990,754948,13011,260.75,74.0,4.0,1043.0,48245,98.06,79.54,254.0,24906.0,16017,197.29,116.1,387.0,76352.0,,,,,
2006,29,097,29097,86.45,60.84,8088,699224,24001,105.33,66.58,12.0,1264.0,51015,137.09,61.46,162.0,22208.0,06099,296.09,148.68,3470.0,1027416.0,28085,97.78,65.83,765,74802,54041,125.0,70.0,1.0,125.0,20201,70.0,28.0,1.0,70.0,42095,155.43,82.83,4707.0,731595.0,,,,,
2006,13,063,13063,108.37,66.34,30483,3303324,29181,27.5,27.0,2.0,55.0,06085,433.26,169.51,2664.0,1154207.0,23011,144.93,96.27,15.0,2174.0,18145,101.99,69.0,2540,259058,06017,434.83,164.69,148.0,64355.0,18057,151.97,104.26,1555.0,236310.0,51690,80.02,61.37,190.0,15204.0,,,,,
2006,35,023,35023,76.68,58.81,133,10198,27025,220.2,205.4,25.0,5505.0,29055,61.67,37.33,3.0,185.0,25027,218.6,102.61,1380.0,301669.0,47185,85.01,55.9,1337,113661,19045,66.0,65.33,6.0,396.0,19041,102.81,128.94,16.0,1645.0,40131,107.91,70.58,971.0,104777.0,,,,,
2006,29,129,29129,84.46,52.15,127,10727,48419,99.4,58.8,5.0,497.0,39007,84.44,51.43,185.0,15621.0,47013,351.0,306.5,2.0,702.0,37133,134.67,95.05,5837,786085,18019,83.54,50.62,13.0,1086.0,47015,61.89,82.33,9.0,557.0,55119,99.04,70.32,97.0,9607.0,,,,,
2006,13,303,13303,90.43,55.1,715,64657,17183,54.9,50.31,29.0,1592.0,13173,69.44,45.65,52.0,3611.0,27085,161.5,63.63,8.0,1292.0,01089,131.18,89.76,15023,1970644,19125,83.75,43.25,4.0,335.0,01049,96.94,61.14,84.0,8143.0,17145,76.06,63.12,85.0,6465.0,,,,,
2006,72,021,72021,114.36,56.47,7528,860895,48067,51.25,34.75,4.0,205.0,13161,74.91,55.24,45.0,3371.0,24041,376.88,159.09,32.0,12060.0,54025,114.52,84.7,1485,170057,21197,48.0,34.5,2.0,96.0,42067,96.2,62.1,20.0,1924.0,48339,138.81,109.2,5738.0,796469.0,,,,,
2006,08,065,08065,136.74,88.66,707,96674,26067,105.44,45.56,16.0,1687.0,18033,92.27,42.45,11.0,1015.0,37131,86.0,129.0,1.0,86.0,05133,76.13,63.29,255,19414,13127,185.32,156.44,34.0,6301.0,26105,117.13,131.21,39.0,4568.0,27021,163.56,96.45,290.0,47432.0,,,,,
2006,17,131,17131,83.02,57.53,976,81027,26085,19.67,32.33,3.0,59.0,42081,67.53,45.65,150.0,10130.0,22079,106.67,84.42,48.0,5120.0,51051,67.43,52.34,544,36682,48071,88.4,367.0,5.0,442.0,34003,302.02,166.75,2916.0,880678.0,48417,103.7,86.5,10.0,1037.0,,,,,
2006,48,231,48231,93.89,82.06,4233,397426,72093,64.0,32.0,2.0,128.0,48225,61.6,52.33,85.0,5236.0,29209,117.27,124.4,15.0,1759.0,08057,143.15,101.4,112,16033,28115,51.5,51.5,2.0,103.0,48017,118.83,445.33,6.0,713.0,06099,261.96,107.56,14561.0,3814340.0,,,,,
2006,17,157,17157,85.14,59.27,1107,94248,39033,84.57,37.86,7.0,592.0,39165,194.82,112.0,417.0,81239.0,51685,241.61,115.53,194.0,46873.0,32003,224.35,120.82,195620,43886644,37059,133.25,60.0,4.0,533.0,17013,91.33,79.0,3.0,274.0,47013,100.38,59.87,275.0,27604.0,,,,,
2006,28,081,28081,99.68,73.98,4815,479941,21101,70.33,49.67,3.0,211.0,42063,96.03,62.5,34.0,3265.0,25011,168.31,75.38,26.0,4376.0,08079,185.85,99.25,68,12638,35001,139.07,91.13,346.0,48117.0,40061,75.13,79.75,8.0,601.0,27085,130.1,68.9,388.0,50480.0,,,,,
2006,36,015,36015,78.36,65.84,4126,323332,72127,135.09,72.56,270.0,36475.0,38059,131.0,43.0,1.0,131.0,35057,101.11,72.78,9.0,910.0,36057,84.09,65.64,2061,173305,12035,222.06,108.98,54.0,11991.0,27015,90.04,54.23,26.0,2341.0,30017,94.87,89.78,45.0,4269.0,,,,,
2006,36,037,36037,85.74,64.77,2710,232358,49011,125.32,70.65,151.0,18923.0,42043,88.26,57.09,2277.0,200976.0,26035,147.25,129.5,4.0,589.0,38079,57.59,62.45,49,2822,23013,135.0,60.0,1.0,135.0,45057,133.09,92.97,125.0,16636.0,48165,77.19,61.45,64.0,4940.0,,,,,
2006,38,105,38105,80.45,65.28,537,43201,48037,66.05,57.05,22.0,1453.0,20091,172.47,93.41,1310.0,225932.0,31153,123.03,74.21,131.0,16117.0,17027,101.26,65.72,1524,154321,35041,123.0,57.0,4.0,492.0,28113,94.11,67.07,74.0,6964.0,35057,118.9,61.76,147.0,17479.0,,,,,
2006,39,061,39061,126.05,81.74,56419,7111424,51195,88.5,62.0,4.0,354.0,25001,229.43,98.39,359.0,82365.0,06111,423.06,171.49,3277.0,1386370.0,20207,55.42,55.53,106,5874,48231,120.46,56.23,13.0,1566.0,22107,179.0,124.0,2.0,358.0,33007,110.13,74.62,662.0,72908.0,,,,,
2006,01,069,01069,107.61,75.45,6110,657507,48241,98.91,108.18,11.0,1088.0,06025,172.36,86.03,351.0,60497.0,33007,153.6,92.4,5.0,768.0,34033,141.49,84.4,3845,544024,02270,19.0,60.0,1.0,19.0,21149,106.0,59.0,2.0,212.0,06111,377.75,148.76,15063.0,5690109.0,,,,,
2006,21,231,21231,77.78,56.31,938,72962,47075,70.57,45.43,7.0,494.0,19073,68.0,62.0,1.0,68.0,55017,111.74,50.57,23.0,2570.0,16NA ,95.66,55.63,458,43811,18095,96.43,80.71,7.0,675.0,25019,945.66,667.27,56.0,52957.0,47135,88.48,48.32,31.0,2743.0,,,,,
