year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app
2000,48,043,48043,62.4,62.28,240,14976,,,,,32.0,17.0,1.0,32.0,36.0,91.0,1.0,36.0,76.13,82.47,108.0,8222.0,43.92,40.04,72.0,3162.0
2000,48,057,48057,60.9,70.07,474,28866,18.0,81.0,1.0,18.0,50.27,39.91,11.0,553.0,88.2,65.8,10.0,882.0,70.3,90.04,238.0,16731.0,48.51,41.83,86.0,4172.0
2000,51,063,51063,68.95,45.34,429,29578,110.0,90.0,1.0,110.0,76.13,41.93,15.0,1142.0,,,,,71.64,46.17,276.0,19774.0,92.0,60.0,2.0,184.0
2000,24,510,24510,65.97,58.13,24204,1596633,70.02,60.52,82.0,5742.0,53.1,48.25,7552.0,401042.0,75.65,68.13,157.0,11877.0,82.11,77.48,6915.0,567786.0,58.67,54.1,234.0,13728.0
2000,47,069,47069,54.13,38.01,1102,59653,53.2,26.0,5.0,266.0,49.36,32.44,272.0,13426.0,56.63,19.13,8.0,453.0,58.64,44.65,378.0,22165.0,57.38,27.75,8.0,459.0
2000,27,017,27017,66.52,46.76,1291,85874,60.53,53.94,17.0,1029.0,35.5,29.5,2.0,71.0,68.5,36.0,2.0,137.0,70.19,47.28,931.0,65346.0,52.25,41.0,4.0,209.0
2000,28,129,28129,39.85,34.28,447,17813,28.5,32.0,2.0,57.0,34.33,24.22,127.0,4360.0,,,,,44.18,42.97,208.0,9190.0,,,,
2000,21,075,21075,40.6,41.34,173,7024,,,,,38.93,27.21,14.0,545.0,52.0,27.0,1.0,52.0,40.61,49.47,85.0,3452.0,,,,
2000,38,021,38021,43.8,43.53,85,3723,,,,,,,,,,,,,45.4,43.52,62.0,2815.0,,,,
2000,19,113,19113,75.48,57.95,9527,719090,57.42,47.18,33.0,1895.0,56.97,47.59,69.0,3931.0,90.94,63.18,80.0,7275.0,79.91,58.97,7204.0,575696.0,69.92,43.76,37.0,2587.0
2000,31,139,31139,58.95,54.37,117,6897,,,,,,,,,,,,,61.29,59.99,75.0,4597.0,,,,
2000,21,043,21043,41.14,39.96,1617,66528,35.0,35.0,3.0,105.0,5.0,74.0,1.0,5.0,,,,,39.12,39.83,1309.0,51203.0,45.4,35.6,5.0,227.0
2000,40,047,40047,53.92,45.79,2040,109990,40.56,32.78,27.0,1095.0,71.96,40.73,26.0,1871.0,34.6,42.07,15.0,519.0,56.07,49.0,1371.0,76868.0,43.54,32.34,35.0,1524.0
2000,26,041,26041,64.26,45.5,648,41640,58.38,33.38,8.0,467.0,46.0,26.0,1.0,46.0,,,,,67.86,48.0,353.0,23955.0,72.0,42.0,3.0,216.0
2000,38,089,38089,54.77,53.81,544,29796,46.33,22.67,3.0,139.0,,,,,,,,,57.85,50.58,427.0,24702.0,40.33,60.0,3.0,121.0
2000,21,057,21057,42.63,37.22,245,10444,,,,,32.0,17.2,5.0,160.0,,,,,42.01,35.6,164.0,6889.0,,,,
2000,55,133,55133,138.21,85.57,14870,2055147,109.7,69.46,54.0,5924.0,178.04,94.24,118.0,21009.0,181.16,102.36,176.0,31885.0,143.37,86.91,11865.0,1701028.0,116.25,65.46,203.0,23598.0
2000,22,111,22111,45.15,39.3,803,36254,43.5,61.25,4.0,174.0,32.72,27.46,181.0,5922.0,60.0,41.0,1.0,60.0,52.2,46.28,381.0,19890.0,44.5,42.17,6.0,267.0
2000,46,033,46033,77.41,54.25,228,17650,37.25,28.75,4.0,149.0,,,,,,,,,80.56,56.99,155.0,12487.0,25.0,29.0,1.0,25.0
2000,22,023,22023,47.96,45.85,280,13428,62.0,55.0,1.0,62.0,44.44,35.33,9.0,400.0,,,,,47.81,45.79,189.0,9036.0,51.5,54.75,4.0,206.0
2000,55,019,55019,54.77,43.0,887,48577,48.0,31.33,3.0,144.0,20.0,29.0,1.0,20.0,,,,,56.49,44.04,660.0,37283.0,59.0,50.0,1.0,59.0
2000,48,075,48075,39.7,43.5,44,1747,,,,,41.0,40.0,2.0,82.0,,,,,46.29,45.19,21.0,972.0,25.5,76.0,2.0,51.0
2000,72,093,72093,53.43,32.57,30,1603,,,,,,,,,,,,,59.0,46.0,1.0,59.0,53.24,32.1,29.0,1544.0
2000,26,081,26081,85.2,57.78,30509,2599473,73.56,48.25,153.0,11255.0,69.65,44.65,1612.0,112283.0,100.83,64.12,355.0,35796.0,93.9,61.37,19794.0,1858699.0,57.74,41.61,1081.0,62412.0
2000,22,061,22061,55.34,48.94,1420,78586,32.6,19.4,5.0,163.0,45.8,38.02,269.0,12320.0,99.57,77.0,7.0,697.0,64.11,58.24,696.0,44623.0,30.67,39.33,3.0,92.0
2000,22,009,22009,47.75,38.93,1445,69005,56.53,69.07,15.0,848.0,40.09,29.75,191.0,7657.0,66.0,32.0,3.0,198.0,51.23,41.66,733.0,37551.0,26.0,28.67,3.0,78.0
2000,02,232,02232,111.56,85.33,36,4016,95.5,26.5,2.0,191.0,,,,,,,,,117.93,93.34,29.0,3420.0,125.0,63.0,1.0,125.0
2000,41,011,41011,82.24,54.13,1708,140465,68.77,51.54,26.0,1788.0,121.5,35.5,2.0,243.0,99.67,96.0,3.0,299.0,86.38,56.07,1077.0,93029.0,61.65,33.12,17.0,1048.0
2000,36,007,36007,58.07,49.52,4826,280229,43.28,33.06,18.0,779.0,47.12,36.75,57.0,2686.0,100.3,74.18,40.0,4012.0,59.71,50.29,3196.0,190845.0,66.75,52.5,24.0,1602.0
2000,12,051,12051,52.73,54.79,1131,59642,48.33,61.33,18.0,870.0,53.64,41.88,80.0,4291.0,43.2,54.4,5.0,216.0,57.53,75.22,432.0,24851.0,45.99,37.99,191.0,8784.0
2000,31,011,31011,62.02,50.27,91,5644,,,,,,,,,,,,,64.0,51.13,61.0,3904.0,50.0,33.0,2.0,100.0
2000,29,195,29195,46.86,41.68,904,42360,77.5,37.0,2.0,155.0,37.35,28.55,20.0,747.0,88.0,52.0,2.0,176.0,47.49,43.87,602.0,28588.0,41.0,31.69,29.0,1189.0
2000,05,127,05127,45.68,39.26,176,8040,55.0,45.33,3.0,165.0,,,,,30.0,42.0,1.0,30.0,46.8,40.31,124.0,5803.0,12.0,16.0,1.0,12.0
2000,51,095,51095,133.01,84.42,2365,314578,75.0,75.43,7.0,525.0,71.85,47.08,131.0,9412.0,113.83,66.5,30.0,3415.0,146.49,90.44,1601.0,234536.0,143.07,69.93,14.0,2003.0
2000,19,101,19101,63.5,76.86,348,22098,73.0,20.0,1.0,73.0,113.0,154.0,1.0,113.0,72.0,21.0,1.0,72.0,72.75,95.09,208.0,15131.0,47.75,49.25,4.0,191.0
2000,29,173,29173,62.07,53.13,247,15332,72.0,60.5,2.0,144.0,59.0,25.0,3.0,177.0,,,,,62.32,46.79,168.0,10469.0,248.33,112.33,3.0,745.0
2000,50,025,50025,105.16,106.28,1310,137757,95.0,33.86,7.0,665.0,116.33,118.0,3.0,349.0,125.17,201.33,6.0,751.0,111.23,117.04,880.0,97885.0,82.4,136.2,5.0,412.0
2000,18,017,18017,56.88,44.31,1788,101701,77.5,40.0,2.0,155.0,38.86,37.14,7.0,272.0,39.67,33.33,3.0,119.0,59.63,44.22,1057.0,63029.0,39.14,35.71,49.0,1918.0
2000,37,105,37105,65.49,45.47,2927,191686,55.43,43.0,7.0,388.0,54.87,36.67,489.0,26832.0,69.14,51.86,7.0,484.0,73.63,51.66,1316.0,96894.0,52.97,44.82,121.0,6409.0
2000,46,059,46059,42.55,46.75,40,1702,,,,,,,,,,,,,43.79,45.21,28.0,1226.0,,,,
2000,17,165,17165,42.23,39.23,633,26730,,,,,53.0,35.69,13.0,689.0,36.33,48.67,3.0,109.0,41.51,40.75,377.0,15649.0,29.5,18.5,2.0,59.0
2000,54,011,54011,58.14,45.99,4422,257079,37.0,74.06,16.0,592.0,49.48,41.22,82.0,4057.0,137.75,62.0,4.0,551.0,60.84,49.39,3016.0,183480.0,51.0,27.5,18.0,918.0
2000,12,063,12063,52.46,40.39,2295,120386,44.31,33.0,16.0,709.0,48.56,31.05,286.0,13888.0,121.2,64.6,5.0,606.0,55.11,45.13,1016.0,55989.0,37.57,37.71,7.0,263.0
2000,29,041,29041,41.92,38.45,154,6456,,,,,38.5,28.25,4.0,154.0,,,,,43.73,40.81,100.0,4373.0,,,,
2000,20,163,20163,44.48,43.19,69,3069,,,,,60.0,47.0,1.0,60.0,,,,,42.75,41.33,40.0,1710.0,,,,
2000,27,159,27159,55.52,40.26,323,17934,36.0,28.5,2.0,72.0,,,,,,,,,59.56,41.23,181.0,10781.0,,,,
2000,47,011,47011,70.92,46.87,4059,287865,56.77,36.31,13.0,738.0,60.79,39.0,96.0,5836.0,89.83,40.83,6.0,539.0,74.91,49.1,2618.0,196112.0,64.43,40.22,37.0,2384.0
2000,19,085,19085,67.24,45.45,603,40548,44.67,22.0,3.0,134.0,,,,,,,,,69.93,45.8,419.0,29302.0,,,,
2000,30,043,30043,84.31,58.22,383,32289,70.5,30.5,2.0,141.0,,,,,,,,,89.44,58.97,270.0,24150.0,,,,
2000,40,059,40059,45.48,52.21,58,2638,,,,,,,,,,,,,50.03,58.37,35.0,1751.0,26.0,44.0,1.0,26.0
2000,30,057,30057,104.9,96.65,210,22028,27.33,29.67,3.0,82.0,55.0,25.0,1.0,55.0,,,,,115.07,93.28,134.0,15420.0,,,,
2000,16,045,16045,81.44,48.4,803,65396,100.0,54.0,1.0,100.0,80.0,21.0,1.0,80.0,,,,,84.88,49.15,613.0,52032.0,67.75,39.48,40.0,2710.0
2000,10,108,10108,224.0,3600.0,1,224,,,,,,,,,,,,,224.0,3600.0,1.0,224.0,,,,
2000,48,724,48724,120.0,65.0,1,120,,,,,,,,,,,,,120.0,65.0,1.0,120.0,,,,
2000,30,075,30075,48.2,60.45,40,1928,,,,,,,,,,,,,50.03,65.13,32.0,1601.0,,,,
2000,12,039,12039,54.55,37.71,2570,140191,37.93,35.5,14.0,531.0,50.86,32.02,895.0,45523.0,83.0,40.75,4.0,332.0,62.3,46.63,687.0,42802.0,46.91,37.16,55.0,2580.0
2000,20,171,20171,55.67,51.04,99,5511,,,,,,,,,,,,,61.59,57.84,51.0,3141.0,23.0,27.0,1.0,23.0
2000,13,143,13143,66.57,46.5,1246,82946,56.83,27.67,6.0,341.0,49.32,28.77,47.0,2318.0,87.0,63.2,5.0,435.0,68.47,48.13,799.0,54706.0,68.67,38.67,6.0,412.0
2000,63,634,63634,213.0,620.0,1,213,,,,,,,,,,,,,213.0,620.0,1.0,213.0,,,,
2000,22,125,22125,89.97,63.21,355,31939,,,,,52.5,35.16,88.0,4620.0,37.0,31.0,1.0,37.0,112.05,80.33,180.0,20169.0,93.0,99.5,2.0,186.0
2000,11,117,11117,173.0,69.0,1,173,,,,,,,,,,,,,173.0,69.0,1.0,173.0,,,,
2000,19,091,19091,62.78,47.53,304,19084,,,,,,,,,77.0,49.0,1.0,77.0,66.56,51.12,203.0,13511.0,,,,
2000,18,013,18013,86.25,67.86,933,80467,52.0,17.0,1.0,52.0,79.0,27.33,3.0,237.0,104.0,68.0,1.0,104.0,89.51,63.15,706.0,63196.0,78.67,47.0,3.0,236.0
2000,17,153,17153,40.62,36.92,144,5849,,,,,32.89,32.47,36.0,1184.0,,,,,48.21,40.64,47.0,2266.0,,,,
2000,26,097,26097,83.78,89.97,360,30160,41.2,36.73,15.0,618.0,39.33,30.0,3.0,118.0,100.0,65.0,1.0,100.0,101.62,84.31,202.0,20527.0,48.5,71.5,2.0,97.0
2000,37,089,37089,91.74,56.02,4235,388539,93.0,46.8,10.0,930.0,80.87,39.85,94.0,7602.0,109.79,55.16,19.0,2086.0,97.71,58.82,2836.0,277114.0,52.65,32.46,113.0,5949.0
2000,34,009,34009,152.52,121.09,8243,1257211,115.23,54.35,31.0,3572.0,84.38,50.96,130.0,10969.0,116.55,138.34,29.0,3380.0,168.86,130.91,6089.0,1028164.0,200.98,117.89,44.0,8843.0
2000,27,027,27027,63.57,55.41,1599,101655,43.75,34.25,12.0,525.0,111.5,53.0,2.0,223.0,91.2,44.6,5.0,456.0,67.17,58.63,1191.0,79996.0,49.94,37.35,17.0,849.0
2000,02,068,02068,95.0,71.2,10,950,66.0,114.0,1.0,66.0,,,,,,,,,113.5,71.83,6.0,681.0,,,,
2000,51,143,51143,62.93,41.22,2526,158969,58.33,30.33,6.0,350.0,55.7,34.3,396.0,22057.0,95.0,34.0,1.0,95.0,69.49,45.45,1291.0,89708.0,40.4,53.4,5.0,202.0
2000,55,083,55083,71.89,54.54,2118,152273,66.75,42.13,16.0,1068.0,162.25,52.0,4.0,649.0,90.0,37.0,1.0,90.0,73.84,56.6,1635.0,120730.0,82.83,36.83,6.0,497.0
2000,34,061,34061,315.0,235.0,1,315,,,,,315.0,235.0,1.0,315.0,,,,,,,,,,,,
2000,20,053,20053,44.97,51.33,58,2608,44.0,49.0,1.0,44.0,,,,,,,,,44.4,51.57,35.0,1554.0,,,,
2000,21,203,21203,48.65,37.1,521,25347,,,,,20.0,48.0,1.0,20.0,30.0,19.0,2.0,60.0,50.02,37.41,360.0,18006.0,,,,
2000,39,023,39023,67.84,47.95,8346,566171,54.71,31.22,45.0,2462.0,55.47,39.75,468.0,25958.0,106.37,68.43,35.0,3723.0,71.44,50.34,4918.0,351357.0,71.56,42.14,36.0,2576.0
2000,19,123,19123,53.49,44.23,500,26746,38.33,27.0,3.0,115.0,,,,,59.75,58.75,4.0,239.0,55.36,46.1,321.0,17770.0,,,,
2000,26,129,26129,63.42,46.36,1000,63421,34.0,25.33,3.0,102.0,62.0,54.75,4.0,248.0,,,,,65.3,50.8,636.0,41528.0,69.33,40.83,6.0,416.0
2000,39,111,39111,50.94,40.58,450,22925,155.0,282.5,2.0,310.0,19.0,26.0,1.0,19.0,,,,,51.16,38.91,264.0,13506.0,,,,
2000,51,820,51820,72.1,49.5,633,45641,82.5,65.0,4.0,330.0,80.6,44.27,15.0,1209.0,100.0,84.0,1.0,100.0,75.89,53.03,376.0,28534.0,82.0,49.0,4.0,328.0
2000,46,025,46025,35.69,37.72,74,2641,,,,,,,,,,,,,34.52,39.42,52.0,1795.0,23.0,16.0,2.0,46.0
2000,49,047,49047,71.21,47.58,1077,76697,53.6,35.13,15.0,804.0,58.67,53.67,3.0,176.0,38.0,122.0,1.0,38.0,75.63,48.47,717.0,54224.0,92.08,44.77,13.0,1197.0
2000,28,041,28041,47.77,37.45,260,12421,,,,,39.64,32.55,33.0,1308.0,,,,,49.15,40.59,165.0,8109.0,,,,
2000,16,001,16001,110.09,70.15,15153,1668204,87.21,50.52,67.0,5843.0,110.73,62.31,48.0,5315.0,124.38,71.7,192.0,23880.0,113.91,70.51,11949.0,1361154.0,103.95,78.61,277.0,28793.0
2000,48,203,48203,56.7,45.15,2232,126552,44.5,33.36,14.0,623.0,102.65,34.1,274.0,28126.0,70.0,30.0,1.0,70.0,53.26,51.04,1230.0,65510.0,37.59,36.19,74.0,2782.0
2000,48,273,48273,48.6,52.38,542,26342,36.0,49.5,4.0,144.0,45.33,40.78,9.0,408.0,,,,,54.5,70.35,127.0,6922.0,47.82,47.7,220.0,10520.0
2000,46,035,46035,57.86,55.08,476,27543,53.0,38.0,4.0,212.0,90.67,226.0,3.0,272.0,,,,,61.98,58.0,334.0,20701.0,59.0,55.0,1.0,59.0
2000,40,117,40117,52.04,44.65,682,35490,50.42,42.26,19.0,958.0,47.0,22.0,2.0,94.0,,,,,53.57,46.4,445.0,23840.0,34.67,43.56,9.0,312.0
2000,51,730,51730,53.08,43.52,1301,69051,51.67,73.67,6.0,310.0,53.39,40.58,420.0,22422.0,45.0,74.5,2.0,90.0,60.27,64.12,176.0,10608.0,52.33,26.67,3.0,157.0
2000,37,021,37021,83.88,53.94,12902,1082173,68.66,48.84,77.0,5287.0,66.0,39.48,576.0,38014.0,124.55,75.23,53.0,6601.0,89.42,56.79,8682.0,776338.0,46.76,43.81,210.0,9820.0
2000,08,099,08099,67.29,44.84,354,23821,94.0,65.0,1.0,94.0,,,,,211.0,57.5,2.0,422.0,79.43,51.06,166.0,13186.0,63.3,33.74,57.0,3608.0
2000,13,289,13289,50.67,34.99,457,23155,18.0,23.0,1.0,18.0,46.5,30.51,170.0,7905.0,,,,,58.11,41.49,142.0,8252.0,64.0,31.0,1.0,64.0
2000,26,079,26079,71.86,53.4,938,67406,65.8,37.4,5.0,329.0,35.0,12.0,1.0,35.0,29.0,25.0,1.0,29.0,76.16,57.53,642.0,48895.0,60.5,49.0,4.0,242.0
2000,17,149,17149,49.04,42.27,245,12015,49.0,36.0,2.0,98.0,,,,,,,,,47.15,40.48,153.0,7214.0,,,,
2000,20,003,20003,50.91,45.64,216,10997,46.5,36.5,2.0,93.0,63.0,54.0,1.0,63.0,,,,,52.34,49.82,116.0,6072.0,59.0,47.0,1.0,59.0
2000,35,061,35061,73.17,44.64,4089,299174,61.4,43.8,35.0,2149.0,85.24,45.09,34.0,2898.0,77.89,48.11,9.0,701.0,79.38,51.46,1294.0,102712.0,71.7,40.18,1608.0,115299.0
2000,39,049,39049,94.73,64.55,50100,4745772,70.59,49.3,269.0,18989.0,74.83,48.18,5803.0,434222.0,123.97,83.62,729.0,90375.0,105.01,71.51,27379.0,2875027.0,90.42,56.6,305.0,27578.0
2000,40,025,40025,38.43,52.63,54,2075,,,,,,,,,,,,,34.76,42.38,29.0,1008.0,28.0,33.0,4.0,112.0
2000,18,181,18181,67.19,53.0,1206,81026,148.0,67.25,4.0,592.0,69.5,62.5,2.0,139.0,49.5,40.5,2.0,99.0,70.61,55.55,758.0,53519.0,66.43,46.52,21.0,1395.0
2000,35,009,35009,52.61,48.12,987,51922,44.0,41.86,7.0,308.0,49.05,40.11,19.0,932.0,82.5,87.5,2.0,165.0,59.53,62.74,355.0,21134.0,41.28,31.9,173.0,7141.0
2000,51,810,51810,104.12,72.55,12245,1274894,60.54,63.73,63.0,3814.0,85.18,58.76,1075.0,91569.0,123.05,73.49,257.0,31624.0,128.12,83.24,6050.0,775098.0,95.8,60.91,147.0,14082.0
2000,16,019,16019,79.5,54.54,3262,259343,61.85,39.15,13.0,804.0,74.0,43.86,7.0,518.0,82.33,51.73,15.0,1235.0,84.68,57.06,2450.0,207477.0,58.19,36.02,114.0,6634.0
2000,13,095,13095,62.23,50.11,3743,232925,74.2,70.8,15.0,1113.0,54.19,40.31,1167.0,63241.0,143.0,114.4,20.0,2860.0,74.09,63.45,1298.0,96165.0,73.85,46.54,13.0,960.0
2000,27,073,27073,48.59,42.22,116,5636,,,,,,,,,50.0,27.0,1.0,50.0,48.69,42.18,78.0,3798.0,,,,
2000,26,161,26161,130.53,78.31,17773,2319977,138.11,80.85,82.0,11325.0,103.16,62.25,1467.0,151343.0,172.99,96.47,476.0,82345.0,140.4,82.4,11705.0,1643363.0,111.52,72.09,198.0,22080.0
2000,39,151,39151,75.3,49.12,19165,1443115,146.52,42.7,90.0,13187.0,57.7,37.49,972.0,56089.0,107.74,57.78,50.0,5387.0,81.8,52.26,11599.0,948804.0,75.38,48.91,53.0,3995.0
2000,40,035,40035,52.39,43.66,402,21060,43.05,42.27,22.0,947.0,37.67,32.17,6.0,226.0,123.0,42.0,2.0,246.0,56.04,45.29,221.0,12384.0,55.0,44.75,4.0,220.0
2000,51,580,51580,45.3,40.4,181,8200,,,,,36.27,37.8,15.0,544.0,,,,,44.57,42.56,99.0,4412.0,38.0,28.0,1.0,38.0
2000,26,107,26107,62.83,49.03,1879,118057,52.8,37.2,5.0,264.0,59.86,44.27,22.0,1317.0,89.25,42.0,4.0,357.0,65.76,53.14,1199.0,78841.0,33.0,25.5,2.0,66.0
2000,46,117,46117,59.0,48.3,77,4543,34.8,24.8,5.0,174.0,,,,,,,,,63.29,50.17,59.0,3734.0,,,,
2000,49,033,49033,104.08,82.01,167,17381,,,,,92.0,56.0,1.0,92.0,146.0,82.0,1.0,146.0,103.19,81.52,137.0,14137.0,,,,
2000,22,077,22077,57.35,45.02,755,43296,87.67,44.33,3.0,263.0,47.44,34.19,166.0,7875.0,,,,,63.06,53.2,376.0,23712.0,57.67,29.67,3.0,173.0
2000,27,067,27067,70.92,60.82,1162,82406,121.8,433.4,5.0,609.0,77.33,71.0,3.0,232.0,128.33,59.67,3.0,385.0,75.96,58.32,845.0,64183.0,47.9,94.2,10.0,479.0
2000,48,479,48479,62.21,51.65,5013,311862,60.7,45.2,20.0,1214.0,83.81,58.71,21.0,1760.0,103.8,89.2,25.0,2595.0,85.04,69.85,324.0,27553.0,61.64,50.79,3749.0,231085.0
2000,38,093,38093,51.38,46.74,508,26101,27.0,43.0,2.0,54.0,,,,,42.0,15.0,1.0,42.0,52.8,49.1,368.0,19429.0,,,,
2000,01,011,01011,45.09,34.03,398,17944,28.0,17.0,1.0,28.0,38.75,26.84,188.0,7285.0,68.5,155.0,2.0,137.0,63.6,46.95,78.0,4961.0,175.0,179.0,1.0,175.0
2000,13,261,13261,56.08,42.39,1193,66904,57.67,30.5,6.0,346.0,51.73,35.35,339.0,17538.0,95.0,45.0,2.0,190.0,63.19,48.65,388.0,24519.0,68.3,35.0,10.0,683.0
2000,NA,119,NA119,69.0,1.0,1,69,,,,,,,,,,,,,,,,,69.0,1.0,1.0,69.0
2000,72,145,72145,69.64,49.96,969,67478,,,,,,,,,,,,,,,,,69.68,49.87,964.0,67172.0
2000,56,019,56019,77.88,45.45,207,16122,119.25,67.5,4.0,477.0,59.0,37.0,1.0,59.0,,,,,80.98,48.47,129.0,10447.0,81.0,60.0,1.0,81.0
2000,37,189,37189,117.15,84.86,1555,182162,147.6,97.2,10.0,1476.0,75.16,37.84,19.0,1428.0,103.75,105.25,4.0,415.0,120.27,89.07,1196.0,143837.0,141.0,106.23,13.0,1833.0
2000,48,433,48433,24.33,29.0,9,219,,,,,,,,,,,,,25.25,28.25,8.0,202.0,,,,
2000,45,065,45065,66.61,48.44,513,34171,41.0,37.0,1.0,41.0,44.83,36.3,161.0,7217.0,,,,,88.09,66.2,187.0,16473.0,229.0,72.5,4.0,916.0
2000,36,115,36115,60.7,52.05,2241,136018,77.33,43.0,12.0,928.0,47.08,44.08,12.0,565.0,65.17,63.83,6.0,391.0,62.8,49.02,1510.0,94833.0,76.0,41.5,4.0,304.0
2000,72,089,72089,93.03,68.34,623,57956,52.0,37.0,1.0,52.0,45.0,34.0,1.0,45.0,,,,,220.6,150.6,5.0,1103.0,91.58,67.6,610.0,55865.0
2000,42,127,42127,78.21,66.52,2868,224319,51.88,50.88,8.0,415.0,99.48,89.33,27.0,2686.0,85.0,159.67,6.0,510.0,78.21,65.48,1909.0,149304.0,103.47,71.1,30.0,3104.0
2000,39,141,39141,67.89,48.07,3911,265527,60.07,33.36,28.0,1682.0,76.59,58.07,76.0,5821.0,156.57,108.86,7.0,1096.0,67.25,48.25,2662.0,179021.0,61.67,34.47,15.0,925.0
2000,13,039,13039,76.76,50.76,1463,112307,33.5,36.25,4.0,134.0,146.21,39.46,119.0,17399.0,52.0,24.0,2.0,104.0,75.16,55.13,717.0,53887.0,62.62,47.46,13.0,814.0
2000,18,067,18067,68.24,54.01,4403,300441,61.46,44.69,26.0,1598.0,67.9,53.26,160.0,10864.0,82.81,66.48,21.0,1739.0,71.83,55.61,2960.0,212621.0,49.05,46.75,40.0,1962.0
2000,39,125,39125,57.07,45.55,946,53987,31.25,26.25,4.0,125.0,46.71,148.43,7.0,327.0,40.0,45.0,2.0,80.0,58.95,44.55,589.0,34723.0,51.2,58.8,10.0,512.0
2000,32,510,32510,101.53,62.7,2278,231275,83.06,47.44,18.0,1495.0,114.5,78.9,10.0,1145.0,133.64,79.86,22.0,2940.0,106.15,64.39,1592.0,168992.0,92.38,51.6,167.0,15428.0
2000,29,097,29097,59.01,48.73,4995,294760,55.45,38.64,42.0,2329.0,51.5,40.47,60.0,3090.0,61.33,49.08,24.0,1472.0,61.2,50.73,3635.0,222478.0,49.86,39.35,78.0,3889.0
2000,18,073,18073,79.36,55.25,1368,108561,53.0,58.0,1.0,53.0,86.33,38.67,6.0,518.0,,,,,83.66,58.1,949.0,79392.0,58.15,46.69,13.0,756.0
2000,35,111,35111,116.0,67.0,1,116,,,,,,,,,,,,,116.0,67.0,1.0,116.0,,,,
2000,13,303,13303,50.78,36.35,764,38794,156.75,22.0,4.0,627.0,46.53,31.67,273.0,12704.0,38.0,48.0,1.0,38.0,55.46,43.84,256.0,14198.0,64.0,37.33,3.0,192.0
2000,72,021,72021,75.47,52.0,4604,347475,11.0,15.0,2.0,22.0,221.0,61.0,2.0,442.0,,,,,151.67,74.67,6.0,910.0,75.05,51.71,4549.0,341416.0
2000,35,023,35023,49.54,35.09,180,8917,51.0,43.5,2.0,102.0,,,,,,,,,54.25,51.81,32.0,1736.0,47.3,30.43,91.0,4304.0
2000,29,129,29129,47.13,42.75,55,2592,,,,,,,,,,,,,54.7,50.48,23.0,1258.0,56.0,19.0,1.0,56.0
2000,13,063,13063,80.66,55.64,11237,906418,84.4,57.91,70.0,5908.0,91.19,55.98,3865.0,352436.0,91.46,49.91,328.0,30000.0,79.43,63.6,2534.0,201284.0,68.01,53.45,267.0,18158.0
2000,28,081,28081,63.74,64.81,3919,249801,56.67,22.67,9.0,510.0,49.26,36.06,647.0,31870.0,135.75,86.25,4.0,543.0,69.24,73.93,2498.0,172966.0,51.64,63.41,22.0,1136.0
2000,36,015,36015,58.71,48.82,2908,170740,59.57,33.57,7.0,417.0,82.26,60.48,61.0,5018.0,115.55,110.05,20.0,2311.0,59.23,48.85,1915.0,113430.0,60.29,56.48,21.0,1266.0
2000,17,157,17157,53.31,45.56,788,42007,40.0,19.0,2.0,80.0,46.35,44.35,17.0,788.0,89.0,164.0,1.0,89.0,54.71,46.8,481.0,26316.0,61.5,36.5,4.0,246.0
2000,48,231,48231,60.22,51.11,3269,196844,69.08,50.92,25.0,1727.0,46.76,38.73,126.0,5892.0,64.55,50.55,11.0,710.0,62.36,51.5,2170.0,135322.0,53.16,45.92,128.0,6805.0
2000,17,131,17131,58.16,49.6,620,36061,70.0,42.8,5.0,350.0,,,,,200.0,179.0,1.0,200.0,58.81,49.78,427.0,25111.0,,,,
2000,08,065,08065,94.62,63.6,435,41159,60.0,30.0,1.0,60.0,,,,,,,,,107.09,69.03,227.0,24310.0,96.16,55.48,64.0,6154.0
2000,38,105,38105,47.33,46.12,242,11454,17.67,30.0,3.0,53.0,,,,,,,,,49.61,48.29,161.0,7987.0,,,,
2000,36,037,36037,61.07,52.83,1721,105093,47.75,52.5,8.0,382.0,41.92,38.83,12.0,503.0,99.5,119.5,2.0,199.0,63.37,55.72,1051.0,66603.0,45.0,41.83,6.0,270.0
2000,29,079,29079,45.45,43.45,309,14045,29.0,29.5,2.0,58.0,,,,,,,,,46.32,45.72,222.0,10282.0,34.5,112.0,2.0,69.0
2000,35,049,35049,142.75,85.7,8192,1169395,113.06,72.55,69.0,7801.0,149.0,96.5,26.0,3874.0,152.02,83.77,43.0,6537.0,176.74,104.97,3824.0,675846.0,108.56,57.07,2467.0,267826.0
2000,20,137,20137,50.92,46.56,62,3157,,,,,57.0,54.0,1.0,57.0,107.0,140.0,1.0,107.0,48.26,51.68,31.0,1496.0,,,,
2000,39,009,39009,61.63,45.46,2078,128062,36.8,31.5,10.0,368.0,86.89,50.67,18.0,1564.0,158.5,83.0,4.0,634.0,62.99,48.37,1335.0,84086.0,89.43,60.14,7.0,626.0
