year,state,county,fips,loan_average_app,income_average_app,count_app,value_app,native_loan_average_app,native_income_average_app,native_count_app,native_value_app,black_loan_average_app,black_income_average_app,black_count_app,black_value_app,asian_loan_average_app,asian_income_average_app,asian_count_app,asian_value_app,white_loan_average_app,white_income_average_app,white_count_app,white_value_app,hawaiian_loan_average_app,hawaiian_income_average_app,hawaiian_count_app,hawaiian_value_app
2000,29,061,29061,61.14,48.49,257,15712,57.33,30.67,3.0,172.0,45.0,20.0,1.0,45.0,,,,,58.32,47.98,176.0,10265.0,45.0,49.5,2.0,90.0
2000,28,077,28077,43.14,37.59,589,25411,9.0,30.5,2.0,18.0,39.49,29.19,167.0,6594.0,,,,,44.91,41.94,267.0,11990.0,76.0,48.0,1.0,76.0
2000,21,233,21233,43.63,38.6,397,17323,,,,,35.14,49.0,7.0,246.0,,,,,44.0,39.26,247.0,10868.0,,,,
2000,08,109,08109,75.33,51.32,180,13559,57.67,21.67,3.0,173.0,82.0,37.0,1.0,82.0,,,,,79.71,54.52,65.0,5181.0,60.56,44.24,45.0,2725.0
2000,26,151,26151,76.74,53.58,2015,154638,50.14,27.43,7.0,351.0,92.13,61.13,8.0,737.0,81.0,62.8,5.0,405.0,80.47,56.36,1426.0,114754.0,75.95,86.86,22.0,1671.0
2000,39,161,39161,56.24,41.38,1225,68892,140.8,59.6,5.0,704.0,54.0,46.0,9.0,486.0,26.0,47.0,2.0,52.0,58.04,43.36,732.0,42487.0,52.75,46.67,12.0,633.0
2000,13,047,13047,72.94,49.09,2793,203735,57.38,42.5,8.0,459.0,60.73,43.18,22.0,1336.0,87.93,52.86,14.0,1231.0,75.69,50.2,2071.0,156755.0,65.56,36.17,18.0,1180.0
2000,08,031,08031,132.01,76.02,36158,4773358,136.86,69.67,204.0,27919.0,118.53,57.93,2927.0,346925.0,140.32,79.34,688.0,96540.0,150.75,88.12,18758.0,2827734.0,104.26,53.37,5622.0,586142.0
2000,39,107,39107,67.35,47.38,1357,91390,120.25,113.25,4.0,481.0,55.0,36.0,1.0,55.0,54.78,113.44,9.0,493.0,68.96,48.22,922.0,63580.0,79.7,41.4,10.0,797.0
2000,04,017,04017,89.58,62.73,4331,387983,40.4,36.22,531.0,21452.0,60.65,61.62,26.0,1577.0,81.06,90.65,17.0,1378.0,87.27,72.29,2331.0,203423.0,429.18,55.95,194.0,83261.0
2000,48,113,48113,106.76,86.78,71123,7592947,97.95,70.04,328.0,32129.0,77.28,59.08,9041.0,698679.0,108.17,77.53,2783.0,301027.0,128.49,105.57,35599.0,4574271.0,64.54,51.55,8240.0,531839.0
2000,54,019,54019,41.32,36.14,1774,73303,30.75,34.25,4.0,123.0,33.66,28.83,29.0,976.0,70.0,38.0,2.0,140.0,41.64,37.98,1186.0,49388.0,17.5,31.0,2.0,35.0
2000,32,029,32029,92.45,56.55,225,20802,,,,,85.0,29.0,2.0,170.0,27.5,37.0,2.0,55.0,97.5,58.13,147.0,14333.0,97.75,35.5,8.0,782.0
2000,30,091,30091,48.43,47.49,65,3148,11.0,19.0,1.0,11.0,,,,,,,,,50.0,47.19,52.0,2600.0,,,,
2000,06,115,06115,81.54,57.24,1861,151737,75.0,41.35,20.0,1500.0,78.93,46.22,27.0,2131.0,76.62,64.9,21.0,1609.0,87.05,63.88,1062.0,92445.0,70.67,44.76,152.0,10742.0
2000,29,023,29023,46.96,42.11,994,46678,34.29,21.14,7.0,240.0,32.38,27.54,13.0,421.0,51.0,31.0,1.0,51.0,50.45,46.06,618.0,31181.0,28.5,45.5,2.0,57.0
2000,18,119,18119,69.82,52.99,902,62977,107.5,53.5,2.0,215.0,93.17,36.5,6.0,559.0,,,,,71.11,52.73,644.0,45796.0,,,,
2000,19,075,19075,60.72,47.39,252,15302,41.0,14.0,1.0,41.0,,,,,,,,,65.71,47.03,189.0,12419.0,,,,
2000,29,111,29111,52.08,46.25,124,6458,30.0,26.0,1.0,30.0,28.5,22.0,4.0,114.0,,,,,56.03,40.56,70.0,3922.0,,,,
2000,38,053,38053,38.83,37.83,41,1592,39.0,17.0,1.0,39.0,,,,,,,,,40.79,41.75,24.0,979.0,,,,
2000,47,001,47001,60.03,45.08,3521,211358,36.15,33.75,20.0,723.0,57.4,41.63,78.0,4477.0,139.4,67.2,10.0,1394.0,59.96,45.66,2411.0,144561.0,51.73,39.64,11.0,569.0
2000,51,025,51025,61.63,46.47,713,43939,60.0,26.0,1.0,60.0,53.44,46.98,268.0,14321.0,,,,,77.34,52.69,205.0,15854.0,56.0,23.0,1.0,56.0
2000,30,085,30085,47.34,48.28,113,5349,29.69,33.38,13.0,386.0,,,,,,,,,56.04,57.5,46.0,2578.0,,,,
2000,41,019,41019,82.57,55.43,4170,344336,67.76,41.35,37.0,2507.0,79.8,41.2,5.0,399.0,84.6,50.87,15.0,1269.0,86.21,51.03,2993.0,258039.0,85.72,55.84,58.0,4972.0
2000,44,005,44005,151.79,97.52,3341,507122,84.5,74.0,4.0,338.0,165.57,73.43,30.0,4967.0,139.27,62.73,11.0,1532.0,159.19,101.31,2485.0,395592.0,106.83,82.08,12.0,1282.0
2000,21,113,21113,83.9,54.95,2028,170146,74.57,46.57,7.0,522.0,79.68,40.11,38.0,3028.0,138.0,79.0,3.0,414.0,90.28,57.04,1363.0,123045.0,62.41,51.29,17.0,1061.0
2000,32,015,32015,55.88,52.75,216,12071,45.5,65.5,4.0,182.0,,,,,31.0,42.0,1.0,31.0,60.79,52.21,117.0,7113.0,48.78,55.78,9.0,439.0
2000,31,019,31019,67.0,48.43,1054,70621,85.5,37.0,2.0,171.0,65.5,46.0,2.0,131.0,102.75,53.5,4.0,411.0,70.94,48.43,713.0,50583.0,52.18,36.89,28.0,1461.0
2000,24,NA ,24NA ,125.16,79.65,899,112521,130.0,36.0,1.0,130.0,102.65,60.43,207.0,21248.0,159.12,68.19,26.0,4137.0,136.94,92.51,376.0,51491.0,113.27,80.97,33.0,3738.0
2000,19,057,19057,51.01,44.29,1205,61470,27.0,33.6,5.0,135.0,55.25,53.38,8.0,442.0,123.0,63.0,1.0,123.0,50.45,43.36,782.0,39455.0,69.4,40.8,5.0,347.0
2000,19,043,19043,52.3,47.54,248,12971,92.0,36.0,2.0,184.0,,,,,,,,,54.93,48.48,160.0,8789.0,31.5,34.5,4.0,126.0
2000,51,035,51035,56.83,42.03,1008,57284,42.0,13.0,1.0,42.0,47.11,35.56,9.0,424.0,,,,,57.29,43.47,654.0,37467.0,52.92,28.67,12.0,635.0
2000,26,141,26141,70.27,62.72,384,26983,50.0,33.5,2.0,100.0,,,,,,,,,75.55,70.07,269.0,20322.0,54.0,38.0,1.0,54.0
2000,44,NA ,44NA ,109.03,62.03,149,16246,,,,,69.0,73.0,1.0,69.0,,,,,119.47,65.79,96.0,11469.0,76.0,44.0,4.0,304.0
2000,24,005,24005,112.01,76.9,24105,2700070,115.71,68.0,56.0,6480.0,107.63,67.59,3045.0,327737.0,135.46,80.96,454.0,61497.0,123.82,83.2,12886.0,1595599.0,100.86,67.88,242.0,24408.0
2000,55,139,55139,74.88,59.95,6379,477674,54.73,40.53,15.0,821.0,71.86,48.0,14.0,1006.0,89.32,56.85,41.0,3662.0,76.54,60.85,5126.0,392369.0,57.16,51.12,50.0,2858.0
2000,37,121,37121,60.12,42.42,672,40400,46.0,23.0,2.0,92.0,36.0,26.0,3.0,108.0,,,,,59.25,42.91,507.0,30039.0,88.67,59.5,6.0,532.0
2000,47,177,47177,53.93,42.22,1934,104298,59.33,95.0,3.0,178.0,50.31,40.88,49.0,2465.0,95.0,46.33,3.0,285.0,53.39,40.17,1328.0,70903.0,34.0,27.64,14.0,476.0
2000,49,051,49051,173.96,102.14,1274,221623,159.67,89.5,6.0,958.0,88.0,51.67,3.0,264.0,141.0,78.2,5.0,705.0,181.43,106.36,1011.0,183421.0,129.79,61.97,39.0,5062.0
2000,25,027,25027,120.1,71.48,27606,3315588,108.1,64.6,60.0,6486.0,113.89,60.62,386.0,43962.0,141.38,77.94,567.0,80165.0,127.71,72.88,18683.0,2386037.0,100.23,51.54,617.0,61844.0
2000,31,133,31133,41.82,36.13,38,1589,,,,,,,,,,,,,52.95,37.75,20.0,1059.0,,,,
2000,26,125,26125,142.94,85.82,79114,11308881,128.13,79.28,356.0,45616.0,131.85,78.28,6755.0,890647.0,204.39,103.08,1831.0,374241.0,150.76,88.97,52353.0,7892811.0,104.24,63.27,906.0,94439.0
2000,27,169,27169,71.98,51.44,1461,105164,34.5,36.5,6.0,207.0,103.67,109.83,6.0,622.0,80.33,31.67,6.0,482.0,76.01,52.83,1085.0,82470.0,63.19,41.44,16.0,1011.0
2000,49,039,49039,91.77,51.96,1057,97002,71.5,33.0,4.0,286.0,,,,,102.5,63.0,2.0,205.0,95.47,53.95,822.0,78477.0,77.95,45.11,19.0,1481.0
2000,06,037,06037,188.24,105.74,339127,63837424,183.52,86.07,1494.0,274186.0,151.06,79.97,28073.0,4240687.0,190.63,100.37,34345.0,6547311.0,231.78,132.5,138771.0,32164794.0,134.91,67.27,63575.0,8577091.0
2000,13,197,13197,50.61,37.2,203,10273,,,,,41.47,29.57,68.0,2820.0,,,,,61.08,48.06,72.0,4398.0,28.0,52.5,2.0,56.0
2000,13,059,13059,81.77,63.29,3545,289861,114.0,68.56,9.0,1026.0,63.54,38.4,596.0,37867.0,97.95,67.17,42.0,4114.0,95.13,80.04,1869.0,177792.0,57.82,36.42,101.0,5840.0
2000,26,009,26009,109.26,85.48,1307,142800,97.33,97.33,6.0,584.0,355.0,221.0,1.0,355.0,178.5,82.5,2.0,357.0,121.48,95.97,919.0,111639.0,67.75,53.5,4.0,271.0
2000,22,081,22081,41.5,36.45,306,12698,,,,,33.71,29.97,70.0,2360.0,,,,,46.69,40.06,150.0,7003.0,,,,
2000,29,049,29049,77.32,52.64,1030,79641,44.0,42.75,4.0,176.0,54.0,49.33,6.0,324.0,115.67,44.17,6.0,694.0,82.28,54.17,761.0,62615.0,47.33,48.0,3.0,142.0
2000,55,069,55069,65.0,51.68,1069,69490,42.5,25.5,4.0,170.0,,,,,98.0,82.0,1.0,98.0,66.3,52.96,766.0,50787.0,87.5,56.0,2.0,175.0
2000,26,061,26061,70.61,54.46,524,36998,62.0,41.0,2.0,124.0,64.5,41.5,2.0,129.0,68.5,55.25,4.0,274.0,64.24,59.54,302.0,19400.0,61.0,58.0,2.0,122.0
2000,41,001,41001,67.8,44.76,462,31322,50.5,35.17,6.0,303.0,24.0,18.0,1.0,24.0,,,,,69.61,46.82,273.0,19003.0,50.33,27.0,3.0,151.0
2000,48,341,48341,47.7,49.62,322,15360,,,,,22.0,25.0,1.0,22.0,100.0,80.0,1.0,100.0,56.96,60.27,135.0,7690.0,31.17,36.69,94.0,2930.0
2000,51,179,51179,107.35,75.93,4232,454298,126.48,81.65,23.0,2909.0,122.61,72.01,265.0,32492.0,151.25,95.23,65.0,9831.0,117.99,80.0,2301.0,271486.0,113.28,65.8,69.0,7816.0
2000,01,045,01045,46.59,41.16,1682,78361,45.33,42.0,9.0,408.0,38.41,29.09,205.0,7875.0,17.0,26.5,2.0,34.0,48.46,45.09,1040.0,50397.0,58.45,34.64,11.0,643.0
2000,29,223,29223,44.8,40.18,340,15233,24.0,19.0,1.0,24.0,200.0,92.0,1.0,200.0,,,,,44.52,40.58,219.0,9749.0,,,,
2000,48,311,48311,40.16,45.81,32,1285,,,,,,,,,,,,,55.8,48.6,10.0,558.0,36.36,43.79,14.0,509.0
2000,31,001,31001,53.3,49.44,771,41093,67.0,54.0,1.0,67.0,,,,,39.8,32.6,5.0,199.0,57.41,52.74,471.0,27042.0,46.35,66.65,17.0,788.0
2000,38,003,38003,41.51,50.22,221,9174,,,,,53.0,42.0,1.0,53.0,,,,,41.71,49.5,161.0,6715.0,,,,
2000,29,151,29151,56.38,42.42,238,13418,51.0,37.0,1.0,51.0,,,,,,,,,56.89,45.03,141.0,8021.0,,,,
2000,21,087,21087,47.16,33.69,308,14526,23.0,34.0,2.0,46.0,42.13,31.13,8.0,337.0,,,,,47.14,35.92,179.0,8438.0,,,,
2000,06,015,06015,86.87,58.87,653,56724,84.64,54.82,11.0,931.0,112.33,77.67,3.0,337.0,77.0,48.0,3.0,231.0,92.17,61.75,419.0,38618.0,74.53,44.93,15.0,1118.0
2000,51,117,51117,66.34,47.03,1424,94474,72.5,70.25,8.0,580.0,54.21,34.99,350.0,18975.0,153.75,106.25,4.0,615.0,76.6,58.56,610.0,46725.0,50.67,36.5,6.0,304.0
2000,18,103,18103,56.0,48.33,1495,83714,44.25,41.0,8.0,354.0,76.08,49.75,12.0,913.0,31.33,39.0,3.0,94.0,59.39,48.88,907.0,53871.0,53.78,153.11,9.0,484.0
2000,30,101,30101,46.43,49.46,111,5154,,,,,,,,,,,,,47.15,45.49,80.0,3772.0,53.0,39.0,1.0,53.0
2000,18,055,18055,55.71,40.19,1272,70865,42.86,27.43,7.0,300.0,92.33,56.0,3.0,277.0,,,,,56.66,41.7,877.0,49688.0,35.5,34.5,4.0,142.0
2000,42,005,42005,56.07,45.45,2205,123644,34.5,53.0,2.0,69.0,52.62,55.77,13.0,684.0,54.0,41.5,2.0,108.0,58.63,48.69,1107.0,64906.0,76.5,42.5,2.0,153.0
2000,47,019,47019,50.56,37.52,3175,160531,51.2,26.8,10.0,512.0,64.71,42.14,21.0,1359.0,53.67,39.0,3.0,161.0,49.32,39.0,2144.0,105746.0,66.38,28.88,8.0,531.0
2000,19,135,19135,43.51,39.44,171,7441,25.33,32.0,3.0,76.0,,,,,,,,,44.86,40.67,95.0,4262.0,,,,
2000,37,071,37071,71.86,48.79,11013,791344,129.59,63.35,49.0,6350.0,64.82,40.69,840.0,54451.0,114.0,69.56,57.0,6498.0,75.36,52.15,6082.0,458363.0,50.74,54.59,174.0,8828.0
2000,40,143,40143,81.09,63.53,24294,1969963,71.65,53.25,536.0,38405.0,61.37,44.28,1370.0,84082.0,95.25,61.94,264.0,25146.0,89.35,69.06,15274.0,1364753.0,64.02,49.76,530.0,33929.0
2000,26,126,26126,232.0,95.4,5,1160,,,,,304.0,120.0,1.0,304.0,,,,,217.0,94.5,2.0,434.0,,,,
2000,47,133,47133,55.08,37.46,725,39931,36.0,38.5,2.0,72.0,56.6,37.0,5.0,283.0,15.0,20.0,2.0,30.0,55.11,38.26,476.0,26233.0,,,,
2000,31,177,31177,98.01,64.05,680,66648,192.0,139.0,1.0,192.0,,,,,130.0,114.0,1.0,130.0,103.33,64.47,501.0,51769.0,67.0,44.0,1.0,67.0
2000,54,001,54001,44.99,33.16,494,22225,36.5,20.5,2.0,73.0,25.67,37.33,3.0,77.0,62.0,32.0,1.0,62.0,44.57,33.98,334.0,14887.0,,,,
2000,42,NA ,42NA ,85.5,61.32,1967,168182,60.82,36.18,11.0,669.0,90.23,54.93,122.0,11008.0,156.06,71.78,18.0,2809.0,87.12,64.81,1288.0,112216.0,93.48,43.43,23.0,2150.0
2000,48,087,48087,39.95,35.89,19,759,,,,,,,,,,,,,48.18,37.27,11.0,530.0,5.0,7.0,1.0,5.0
2000,20,093,20093,61.55,48.61,122,7509,60.0,41.0,1.0,60.0,,,,,49.0,22.0,1.0,49.0,70.46,51.46,61.0,4298.0,58.15,37.85,13.0,756.0
2000,06,029,06029,77.2,60.87,19754,1525014,77.91,48.9,219.0,17063.0,70.26,52.44,704.0,49463.0,106.03,76.16,509.0,53969.0,90.59,68.85,9221.0,835289.0,55.3,44.11,4225.0,233624.0
2000,20,201,20201,34.21,43.79,63,2155,,,,,,,,,111.0,127.0,1.0,111.0,31.56,43.0,41.0,1294.0,,,,
2000,54,045,54045,42.29,37.7,1372,58017,39.2,24.8,5.0,196.0,34.82,31.27,22.0,766.0,99.5,152.0,2.0,199.0,41.0,38.07,916.0,37557.0,57.4,41.4,5.0,287.0
2000,12,047,12047,44.65,37.19,646,28841,,,,,50.23,35.23,91.0,4571.0,,,,,43.74,37.95,308.0,13472.0,31.73,40.36,11.0,349.0
2000,01,177,01177,73.0,500.0,1,73,,,,,,,,,,,,,73.0,500.0,1.0,73.0,,,,
2000,20,145,20145,43.72,43.49,132,5771,,,,,38.67,28.0,3.0,116.0,,,,,45.03,50.16,61.0,2747.0,41.75,36.75,4.0,167.0
2000,22,079,22079,56.72,48.19,5465,309969,50.72,42.23,39.0,1978.0,55.77,36.14,768.0,42830.0,88.45,92.85,33.0,2919.0,59.61,53.8,3007.0,179237.0,67.96,60.56,27.0,1835.0
2000,42,015,42015,55.03,46.56,2245,123550,33.25,61.75,4.0,133.0,117.2,70.4,5.0,586.0,66.3,42.0,10.0,663.0,53.85,45.9,1412.0,76033.0,62.25,49.25,8.0,498.0
2000,42,037,42037,62.93,47.98,2325,146313,58.9,43.6,10.0,589.0,38.0,46.0,5.0,190.0,57.67,47.67,3.0,173.0,63.72,49.3,1423.0,90668.0,51.29,43.29,7.0,359.0
2000,27,155,27155,45.15,48.69,61,2754,40.0,9.0,1.0,40.0,,,,,,,,,45.71,51.1,48.0,2194.0,,,,
2000,22,107,22107,36.15,35.24,144,5206,18.0,33.0,1.0,18.0,31.12,27.4,57.0,1774.0,,,,,41.04,39.27,48.0,1970.0,32.0,23.0,1.0,32.0
2000,37,137,37137,67.77,60.61,579,39237,34.0,38.0,1.0,34.0,49.31,30.78,134.0,6607.0,55.0,38.5,2.0,110.0,80.15,57.1,301.0,24125.0,43.17,34.0,6.0,259.0
2000,NA,013,NA013,62.0,59.33,3,186,,,,,,,,,,,,,85.5,71.5,2.0,171.0,15.0,35.0,1.0,15.0
2000,53,075,53075,91.01,57.47,821,74718,40.71,74.86,7.0,285.0,93.25,49.0,4.0,373.0,121.06,66.13,16.0,1937.0,93.38,58.85,554.0,51731.0,105.56,51.11,9.0,950.0
2000,31,045,31045,51.0,44.63,144,7344,59.0,29.0,1.0,59.0,63.5,43.0,2.0,127.0,,,,,51.55,45.67,88.0,4536.0,79.5,46.0,2.0,159.0
2000,53,043,53043,72.28,51.6,319,23058,70.0,54.0,1.0,70.0,50.0,57.0,1.0,50.0,,,,,76.35,52.72,216.0,16492.0,34.5,46.0,2.0,69.0
2000,13,179,13179,56.07,43.94,1699,95257,49.38,38.15,13.0,642.0,50.34,35.84,355.0,17870.0,46.33,44.89,9.0,417.0,58.58,45.99,612.0,35851.0,45.93,39.1,29.0,1332.0
2000,41,045,41045,67.15,47.28,1107,74340,47.13,24.13,8.0,377.0,61.0,40.0,1.0,61.0,73.91,80.27,11.0,813.0,74.85,52.26,591.0,44239.0,53.9,36.28,171.0,9217.0
2000,46,095,46095,38.3,71.7,37,1417,16.8,30.4,5.0,84.0,,,,,,,,,44.68,83.73,22.0,983.0,,,,
2000,04,027,04027,65.74,52.63,4706,309394,89.67,56.11,18.0,1614.0,59.59,52.02,51.0,3039.0,115.91,64.87,23.0,2666.0,75.66,63.22,1834.0,138761.0,59.79,41.15,1619.0,96795.0
2000,53,057,53057,124.15,66.31,4876,605370,364.78,74.07,45.0,16415.0,81.67,47.61,18.0,1470.0,142.5,77.41,44.0,6270.0,131.25,69.77,3395.0,445606.0,93.92,49.02,185.0,17376.0
2000,01,001,01001,62.38,44.94,2398,149594,28.21,24.64,14.0,395.0,47.23,33.17,330.0,15587.0,100.25,51.88,8.0,802.0,70.32,50.2,1372.0,96473.0,71.67,61.33,6.0,430.0
2000,42,029,42029,139.31,92.75,20262,2822623,145.14,74.94,35.0,5080.0,99.12,64.18,510.0,50550.0,175.82,105.6,376.0,66108.0,149.27,95.83,13947.0,2081902.0,100.51,77.85,211.0,21208.0
2000,39,173,39173,86.03,59.92,6088,523763,52.84,39.6,25.0,1321.0,113.22,63.02,45.0,5095.0,143.1,67.24,29.0,4150.0,90.49,61.18,4273.0,386657.0,77.76,55.39,88.0,6843.0
2000,28,049,28049,63.91,55.36,11157,713084,67.83,65.54,24.0,1628.0,55.24,40.06,3452.0,190681.0,105.48,57.88,25.0,2637.0,87.58,76.83,3033.0,265639.0,52.07,37.47,30.0,1562.0
2000,26,077,26077,79.21,56.89,11352,899181,55.52,47.09,77.0,4275.0,70.17,47.48,540.0,37893.0,113.7,82.71,89.0,10119.0,87.25,60.68,6968.0,607944.0,61.59,48.45,132.0,8130.0
2000,06,NA ,06NA ,104.27,70.52,8576,894242,86.63,68.48,73.0,6324.0,109.72,69.32,366.0,40159.0,152.61,84.47,365.0,55701.0,119.47,78.64,3937.0,470355.0,73.14,52.93,1899.0,138900.0
2000,13,117,13117,155.65,94.53,7500,1167382,111.22,57.15,27.0,3003.0,174.22,107.92,72.0,12544.0,192.6,146.25,124.0,23883.0,162.76,94.74,5505.0,895973.0,122.41,67.66,166.0,20320.0
2000,51,197,51197,51.14,40.3,1238,63308,52.0,77.0,4.0,208.0,41.4,37.15,20.0,828.0,81.67,131.0,3.0,245.0,51.71,41.88,872.0,45095.0,46.5,29.0,2.0,93.0
2000,51,059,51059,174.56,111.73,48078,8392733,166.12,125.76,176.0,29237.0,163.22,101.07,1930.0,315011.0,176.47,97.97,5778.0,1019639.0,186.41,119.97,26213.0,4886383.0,179.61,81.83,1944.0,349157.0
2000,06,005,06005,118.61,77.3,1921,227851,103.58,63.17,12.0,1243.0,135.0,115.22,9.0,1215.0,170.69,180.19,16.0,2731.0,123.72,76.89,1433.0,177291.0,109.93,76.26,54.0,5936.0
2000,28,151,28151,49.07,41.72,1677,82286,29.0,33.25,4.0,116.0,41.29,36.08,504.0,20811.0,132.6,47.8,5.0,663.0,62.41,53.49,500.0,31207.0,69.8,31.0,5.0,349.0
2000,13,207,13207,83.87,57.08,1092,91590,64.33,48.0,3.0,193.0,69.35,40.08,153.0,10611.0,77.0,66.0,1.0,77.0,95.33,66.12,603.0,57481.0,42.33,20.33,3.0,127.0
2000,23,007,23007,65.55,62.2,600,39327,60.0,78.0,2.0,120.0,52.0,41.0,2.0,104.0,124.5,91.0,2.0,249.0,70.58,66.5,366.0,25834.0,95.0,172.0,1.0,95.0
2000,72,003,72003,77.09,48.27,261,20120,,,,,118.0,57.0,1.0,118.0,,,,,251.33,168.33,3.0,754.0,75.04,46.91,254.0,19060.0
2000,17,175,17175,52.6,47.04,150,7890,97.0,70.0,1.0,97.0,,,,,,,,,51.25,43.17,100.0,5125.0,58.67,52.33,3.0,176.0
2000,13,035,13035,75.56,48.66,1261,95281,71.33,83.33,3.0,214.0,70.74,39.37,169.0,11955.0,93.75,38.25,4.0,375.0,79.71,51.8,701.0,55876.0,71.67,35.5,6.0,430.0
2000,24,037,24037,108.78,71.67,2923,317972,108.42,60.5,12.0,1301.0,107.72,57.93,218.0,23484.0,151.32,118.32,19.0,2875.0,118.4,75.7,1629.0,192880.0,112.7,82.22,23.0,2592.0
2000,42,115,42115,61.09,49.93,1923,117469,27.5,41.5,2.0,55.0,37.25,30.0,4.0,149.0,,,,,60.5,50.91,1291.0,78107.0,88.86,60.43,7.0,622.0
2000,34,081,34081,287.5,152.0,2,575,,,,,,,,,218.0,76.0,1.0,218.0,357.0,228.0,1.0,357.0,,,,
2000,32,005,32005,162.11,106.11,2804,454568,120.94,58.56,18.0,2177.0,132.75,48.75,4.0,531.0,256.18,243.41,49.0,12553.0,164.8,106.62,2095.0,345256.0,154.15,92.29,85.0,13103.0
2000,39,041,39041,159.46,92.27,7158,1141447,109.43,58.09,23.0,2517.0,183.81,87.33,177.0,32534.0,191.5,91.31,111.0,21256.0,164.13,92.1,5157.0,846399.0,192.07,97.74,46.0,8835.0
2000,22,097,22097,47.84,40.11,3742,179004,43.21,23.93,14.0,605.0,41.51,30.66,1056.0,43834.0,42.33,43.67,6.0,254.0,51.5,46.52,1800.0,92693.0,37.78,29.44,9.0,340.0
2000,40,095,40095,51.31,54.47,415,21294,51.93,46.5,14.0,727.0,34.33,30.33,3.0,103.0,,,,,51.33,58.62,300.0,15398.0,39.58,31.58,12.0,475.0
2000,01,133,01133,50.04,39.74,821,41079,47.33,48.11,9.0,426.0,66.0,27.5,4.0,264.0,37.0,54.0,1.0,37.0,51.06,40.11,671.0,34264.0,33.0,25.0,5.0,165.0
2000,17,099,17099,75.58,54.81,2766,209066,63.0,32.32,22.0,1386.0,57.71,50.71,14.0,808.0,63.5,64.63,8.0,508.0,80.86,57.12,1939.0,156779.0,63.91,43.4,92.0,5880.0
2000,13,025,13025,45.37,38.67,461,20917,33.5,19.0,2.0,67.0,53.06,40.71,17.0,902.0,,,,,45.66,39.84,325.0,14841.0,,,,
2000,24,015,24015,95.89,65.49,3852,369362,82.0,50.71,7.0,574.0,98.52,50.67,99.0,9753.0,117.0,73.59,17.0,1989.0,101.53,67.54,2506.0,254446.0,86.95,54.18,22.0,1913.0
2000,48,251,48251,65.41,53.34,7283,476375,61.45,44.6,42.0,2581.0,60.53,42.59,139.0,8414.0,61.64,42.24,33.0,2034.0,68.54,55.63,4940.0,338567.0,54.33,44.72,539.0,29283.0
2000,01,019,01019,52.93,45.01,920,48692,47.83,52.17,6.0,287.0,39.97,35.27,30.0,1199.0,,,,,55.29,46.99,717.0,39640.0,29.0,28.5,6.0,174.0
2000,32,NA ,32NA ,94.97,61.84,1744,165632,69.16,51.47,19.0,1314.0,101.09,58.51,74.0,7481.0,124.49,71.8,65.0,8092.0,96.38,62.21,1154.0,111226.0,76.06,52.1,187.0,14223.0
2000,16,011,16011,67.1,43.26,1439,96562,49.34,33.62,53.0,2615.0,62.75,38.25,4.0,251.0,90.25,47.5,4.0,361.0,72.99,45.33,923.0,67372.0,56.61,35.43,107.0,6057.0
2000,13,225,13225,59.87,43.9,1774,106210,57.75,43.88,8.0,462.0,50.72,34.77,325.0,16485.0,92.0,50.75,4.0,368.0,65.25,49.45,760.0,49587.0,60.55,38.09,22.0,1332.0
2000,29,185,29185,48.17,38.32,200,9633,,,,,,,,,,,,,51.4,41.43,126.0,6476.0,,,,
2000,12,250,12250,38.0,27.0,1,38,,,,,,,,,,,,,,,,,,,,
2000,47,045,47045,63.87,53.53,1229,78495,43.25,53.25,4.0,173.0,51.68,33.34,99.0,5116.0,91.75,59.25,4.0,367.0,64.55,49.51,700.0,45184.0,122.5,54.5,2.0,245.0
2000,28,023,28023,43.24,37.4,871,37663,,,,,34.92,29.35,235.0,8206.0,,,,,45.58,43.27,385.0,17548.0,35.43,22.29,7.0,248.0
2000,72,053,72053,77.11,61.31,1106,85288,,,,,,,,,,,,,110.14,121.14,7.0,771.0,76.85,60.89,1093.0,83996.0
2000,06,000,06000,178.17,78.33,6,1069,,,,,,,,,,,,,262.5,98.0,2.0,525.0,,,,
2000,20,189,20189,58.94,50.01,148,8723,,,,,27.0,50.0,2.0,54.0,,,,,75.76,49.76,59.0,4470.0,43.82,51.73,22.0,964.0
2000,28,111,28111,44.4,35.85,623,27661,68.0,44.0,2.0,136.0,41.36,28.12,67.0,2771.0,40.0,38.0,1.0,40.0,45.37,36.84,407.0,18466.0,,,,
2000,05,007,05007,84.92,62.85,7619,646993,104.57,46.09,47.0,4915.0,157.04,101.04,26.0,4083.0,90.94,61.96,47.0,4274.0,88.35,66.74,5801.0,512526.0,63.51,38.41,303.0,19245.0
2000,12,033,12033,71.72,55.96,13778,988176,69.59,44.39,75.0,5219.0,58.62,35.78,1623.0,95136.0,79.47,53.53,158.0,12557.0,83.15,65.52,7091.0,589605.0,81.03,57.42,104.0,8427.0
2000,24,029,24029,95.12,65.29,693,65915,102.0,63.5,2.0,204.0,71.79,40.14,78.0,5600.0,,,,,112.97,79.95,358.0,40442.0,137.8,93.4,5.0,689.0
2000,06,007,06007,93.49,62.3,8105,757768,70.21,45.57,72.0,5055.0,80.28,73.62,58.0,4656.0,105.15,69.37,93.0,9779.0,98.47,64.65,5640.0,555390.0,88.15,57.66,357.0,31470.0
