year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,02,060,83.42,72.63,19,1585,02060,1.43570150076,,,,,
2001,02,060,81.05,64.0,20,1621,02060,1.5830078125,-2.84104531287,-11.8821423654,5.26315789474,0.0227129337539,10.2602324832
2002,02,060,103.66,71.14,50,5183,02060,1.8214084903,27.8963602714,11.15625,150.0,2.19740900679,15.059981127
2003,02,060,95.8,86.16,44,4215,02060,1.38985608171,-7.5824811885,21.1132977228,-12.0,-0.186764422149,-23.6933346303
2004,02,060,120.55,84.15,33,3978,02060,1.79070112894,25.8350730689,-2.33286908078,-25.0,-0.0562277580071,28.8407593062
2005,02,060,101.61,62.16,31,3150,02060,2.04331563707,-15.7113231024,-26.1319073084,-6.06060606061,-0.20814479638,14.107016746
2006,02,060,150.07,77.83,30,4502,02060,2.41022099448,47.6921562838,25.2091377091,-3.22580645161,0.429206349206,17.9563720237
2007,02,060,127.54,81.68,28,3571,02060,1.95182419197,-15.0129939362,4.94667865861,-6.66666666667,-0.20679697912,-19.0188702014
2008,02,060,119.11,69.0,112,13340,02060,2.15778985507,-6.60969107731,-15.5239960823,300.0,2.73564827779,10.5524700407
2009,02,060,138.54,91.31,13,1801,02060,1.89656116526,16.3126521703,32.3333333333,-88.3928571429,-0.864992503748,-12.1063081837
2010,02,060,162.1,145.0,10,1621,02060,1.3974137931,17.0059188682,58.7996933523,-23.0769230769,-0.0999444752915,-26.3185486079
2011,02,060,133.7,79.1,10,1337,02060,2.11283185841,-17.5200493523,-45.4482758621,0.0,-0.175200493523,51.1958640193
2012,02,060,3.0,152.75,16,48,02060,0.0245499181669,-97.756170531,93.1099873578,60.0,-0.964098728497,-98.8380562292
2013,02,060,183.27,105.27,11,2016,02060,2.17618979766,6009.0,-31.0834697218,-31.25,41.0,8764.34644248
2014,02,060,145.73,161.09,11,1603,02060,1.13081196846,-20.4834397337,53.025553339,0.0,-0.204861111111,-48.0370705864
