year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,011,40.85,37.27,323,13194,05011,1.3700697612,,,,,
2001,05,011,45.8,41.1,336,15390,05011,1.39294403893,12.11750306,10.276361685,4.02476780186,0.166439290587,1.66957029307
2002,05,011,49.34,46.23,247,12188,05011,1.33409041748,7.72925764192,12.4817518248,-26.4880952381,-0.208057179987,-4.22512461426
2003,05,011,60.05,49.49,360,21619,05011,1.51672054961,21.7065261451,7.05169803158,45.7489878543,0.773793895635,13.6894868395
2004,05,011,62.91,55.53,294,18497,05011,1.41612641815,4.76269775187,12.2044857547,-18.3333333333,-0.144410009714,-6.63234446713
2005,05,011,67.96,54.3,361,24535,05011,1.56445672192,8.02734064537,-2.2150189087,22.7891156463,0.326431313186,10.4743688036
2006,05,011,71.15,61.08,280,19922,05011,1.4560821873,4.69393761036,12.4861878453,-22.4376731302,-0.188017118402,-6.92729514993
2007,05,011,79.06,54.65,241,19053,05011,1.80832570906,11.117357695,-10.5271774722,-13.9285714286,-0.043620118462,24.1911840441
2008,05,011,78.61,59.5,636,49996,05011,1.65147058824,-0.569187958513,8.87465690759,163.900414938,1.62404870624,-8.67405246946
2009,05,011,80.61,58.44,163,13140,05011,1.72420431211,2.54420557181,-1.78151260504,-74.3710691824,-0.737178974318,4.40417918417
2010,05,011,78.51,70.49,150,11776,05011,1.39221875443,-2.60513583923,20.6194387406,-7.9754601227,-0.103805175038,-19.2544210306
2011,05,011,87.02,74.71,126,10965,05011,1.45596305715,10.839383518,5.98666477515,-16.0,-0.0688688858696,4.5786125577
2012,05,011,2.93,57.72,134,393,05011,0.0634528759529,-96.6329579407,-22.7412662294,6.34920634921,-0.964158686731,-95.6418622271
2013,05,011,63.88,49.7,139,8879,05011,1.60663983903,2080.20477816,-13.8946638947,3.73134328358,21.5928753181,2432.02051902
2014,05,011,79.91,75.16,94,7512,05011,1.32899813731,25.0939261115,51.2273641851,-32.3741007194,-0.153958779142,-17.280892393
