year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,31,153,89.15,65.77,4933,439759,31153,1.69435152805,,,,,
2001,31,153,101.12,71.87,8560,865628,31153,1.75873104216,13.4268087493,9.27474532462,73.5252381918,0.968414517952,3.79965509171
2002,31,153,109.83,73.93,11272,1238000,31153,1.85699310158,8.61352848101,2.86628635035,31.6822429907,0.43017554885,5.58709985027
2003,31,153,115.84,75.98,15447,1789304,31153,1.90576467491,5.472093235,2.77289327742,37.0386799148,0.44531825525,2.62637342542
2004,31,153,118.58,75.35,10706,1269525,31153,1.96715328467,2.36533149171,-0.829165569887,-30.6920437625,-0.290492280797,3.2212061943
2005,31,153,118.91,76.55,10740,1277044,31153,1.94170476813,0.278293135436,1.59256801593,0.317578927704,0.00592268761939,-1.29367226969
2006,31,153,117.91,81.58,10821,1275894,31153,1.8066621721,-0.840972163821,6.57086871326,0.754189944134,-0.000900517131751,-6.95484701079
2007,31,153,131.45,83.75,9256,1216726,31153,1.96194029851,11.4833347468,2.65996567786,-14.4626189816,-0.0463737583216,8.59475162564
2008,31,153,150.02,88.95,23276,3491796,31153,2.10820685779,14.1270445036,6.20895522388,151.4693172,1.86982936175,7.45519929373
2009,31,153,156.61,94.3,7546,1181757,31153,2.07595440085,4.39274763365,6.01461495222,-67.5803402647,-0.661561843819,-1.52985257674
2010,31,153,156.83,100.62,7796,1222625,31153,1.94829556748,0.140476342507,6.70201484624,3.3130135171,0.0345824056892,-6.14940450111
2011,31,153,152.98,100.72,5702,872286,31153,1.8985802224,-2.45488745776,0.099383820314,-26.8599281683,-0.28654656988,-2.55173526608
2012,31,153,2.91,100.63,8106,23588,31153,0.0361472721852,-98.0977905609,-0.0893566322478,42.1606453876,-0.97295841043,-98.0960892904
2013,31,153,151.02,96.43,6466,976508,31153,1.95763766463,5089.69072165,-4.17370565438,-20.2319269677,40.3985077158,5315.7272355
2014,31,153,163.0,97.72,3908,637000,31153,2.08503888661,7.9327241425,1.33775795914,-39.5607794618,-0.34767559508,6.50790615085
