year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,123,62.42,49.32,2010,125467,01123,1.58201540957,,,,,
2001,01,123,83.49,71.54,2493,208141,01123,1.45879927313,33.7552066645,45.0527169505,24.0298507463,0.658930236636,-7.78855475685
2002,01,123,103.28,79.7,2224,229684,01123,1.61982434128,23.7034375374,11.4062063181,-10.7902125953,0.103501953003,11.0381922387
2003,01,123,113.82,82.41,3151,358659,01123,1.72642883145,10.2052672347,3.40025094103,41.6816546763,0.561532366207,6.58123769695
2004,01,123,109.18,77.19,2651,289436,01123,1.76803990154,-4.07661219469,-6.33418274481,-15.8679784195,-0.193005054941,2.4102395263
2005,01,123,127.39,89.5,2750,350333,01123,1.77918994413,16.6788789156,15.9476616142,3.73443983402,0.21039884465,0.630644284821
2006,01,123,143.95,104.72,2811,404650,01123,1.71827253629,12.9994505063,17.0055865922,2.21818181818,0.155043915361,-3.42388445077
2007,01,123,158.03,103.45,2502,395387,01123,1.90949734171,9.78117401876,-1.2127578304,-10.992529349,-0.0228913876189,11.1288984364
2008,01,123,165.97,104.92,7460,1238128,01123,1.977339878,5.02436246282,1.42097631706,198.161470823,2.131433254,3.5529002743
2009,01,123,197.53,131.68,1670,329882,01123,1.8750949271,19.0154847262,25.5051467785,-77.6139410188,-0.733563896463,-5.17083340319
2010,01,123,191.9,122.25,1327,254650,01123,1.96216768916,-2.85019996962,-7.16130012151,-20.5389221557,-0.228057305339,4.64364554601
2011,01,123,180.77,130.41,1275,230482,01123,1.73270838126,-5.79989577905,6.67484662577,-3.91861341372,-0.0949067347339,-11.694174212
2012,01,123,2.94,129.71,1519,4465,01123,0.028332433891,-98.373623942,-0.536768652711,19.137254902,-0.980627554429,-98.364846953
2013,01,123,187.27,132.54,1502,281280,01123,1.76616493134,6269.72789116,2.18179014725,-1.11915734036,61.9966405375,6133.72117672
2014,01,123,175.82,114.7,1096,192696,01123,1.91608544028,-6.11416671117,-13.4600875207,-27.0306258322,-0.314931740614,8.48847728075
