year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,089,95.84,63.85,11397,1092281,01089,1.8762725137,,,,,
2001,01,089,107.35,73.48,17206,1847116,01089,1.82617719107,12.0095993322,15.0822239624,50.9695533912,0.691063014005,-2.66993852256
2002,01,089,114.32,76.08,21294,2434322,01089,1.87828601472,6.49278062413,3.53837778987,23.7591537836,0.317904235576,2.85343743771
2003,01,089,119.85,80.55,31009,3716552,01089,1.85986964618,4.83729881036,5.87539432177,45.6231802386,0.526729824567,-0.980487976512
2004,01,089,120.42,75.27,23612,2843348,01089,1.99980071742,0.475594493116,-6.55493482309,-23.8543648618,-0.234950028952,7.52370315425
2005,01,089,123.29,79.89,24630,3036544,01089,1.92905870572,2.38332502906,6.13790354723,4.31136710147,0.0679466600641,-3.53745306124
2006,01,089,125.13,84.52,24999,3128183,01089,1.85059749172,1.49241625436,5.79546876956,1.49817295981,0.0301787163301,-4.06733158352
2007,01,089,145.05,89.01,23830,3456619,01089,2.03699022582,15.9194437785,5.31235210601,-4.67618704748,0.104992578759,10.0720299759
2008,01,089,170.97,97.25,57684,9862200,01089,2.19755784062,17.8697001034,9.25738681047,142.064624423,1.85313481179,7.88259132344
2009,01,089,184.44,104.99,16873,3111990,01089,2.19592342128,7.87857518863,7.9588688946,-70.7492545593,-0.684452759019,-0.0743743490406
2010,01,089,180.28,104.9,15813,2850805,01089,2.14823641563,-2.25547603557,-0.0857224497571,-6.2822260416,-0.0839286115958,-2.17161514751
2011,01,089,178.34,109.71,13144,2344104,01089,2.03194786255,-1.07610383847,4.58531935176,-16.8785176753,-0.177739620914,-5.41321021471
2012,01,089,2.94,108.01,16751,49179,01089,0.0340246273493,-98.3514634967,-1.54953969556,27.442178941,-0.9790201288,-98.3255167135
2013,01,089,166.28,102.55,13630,2266427,01089,2.02681618723,5555.78231293,-5.0550874919,-18.6317234792,45.0852599687,5856.90928931
2014,01,089,163.56,102.89,7946,1299636,01089,1.98707357372,-1.6357950445,0.331545587518,-41.7021276596,-0.426570544738,-1.960839555
