asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
2.0,2.0,64.0,64.0,47.5,47.5,95.0,95.0,,,,,,,,,298.0,,109.0,059,48059,9.0,2.0,26.22,28.0,39.56,31.5,356.0,63.0,42.58,,51.06,,1.37329732269,46.78,48.66,,2.0,2.0,58.5,58.5,76.5,76.5,153.0,153.0,48,13941.0,,5304.0,221.0,93.0,44.96,52.75,46.66,48.12,10311.0,4475.0,2000.0
,,,,,,,,8.0,4.0,64.63,49.75,44.75,55.5,358.0,222.0,274.0,-8.05369127517,106.0,059,48059,4.0,1.0,45.75,52.0,35.25,9.0,141.0,9.0,49.97,17.3555659934,54.0,-4.93440142752,1.30553331999,52.19,54.99,11.5647712698,,,,,,,,,48,14299.0,0.0256796499534,5829.0,158.0,73.0,49.94,56.41,56.16,56.58,8874.0,4130.0,2001.0
,,,,,,,,,,,,,,,,320.0,16.7883211679,127.0,059,48059,13.0,3.0,40.0,34.33,65.08,54.33,846.0,163.0,56.56,13.1879127476,59.5,1.82356152704,1.32934052334,60.15,62.94,15.2519639778,1.0,,14.0,,31.0,,31.0,,48,19247.0,0.346038184488,7993.0,188.0,102.0,58.36,60.22,71.08,67.14,13363.0,6848.0,2002.0
1.0,,25.0,,33.0,,33.0,,3.0,2.0,69.33,57.5,66.33,53.0,199.0,106.0,460.0,43.75,202.0,059,48059,21.0,8.0,47.57,51.13,42.1,45.0,884.0,360.0,58.99,4.29632248939,56.13,-3.19480724081,1.28687065604,60.73,60.3,0.9642560266,3.0,,64.33,,59.33,,178.0,,48,27938.0,0.451550891048,12181.0,339.0,168.0,60.52,55.99,61.03,60.69,20690.0,10196.0,2003.0
2.0,1.0,31.5,38.0,27.5,44.0,55.0,44.0,1.0,1.0,51.0,51.0,71.0,71.0,71.0,71.0,450.0,-2.17391304348,191.0,059,48059,1.0,1.0,91.0,91.0,36.0,36.0,36.0,36.0,65.01,10.2051195118,72.65,7.14568149758,1.37882633441,71.71,71.87,18.0800263461,1.0,1.0,102.0,102.0,140.0,140.0,140.0,140.0,48,32271.0,0.155093421147,13727.0,381.0,177.0,67.01,73.81,72.14,71.43,27487.0,12643.0,2004.0
,,,,,,,,3.0,1.0,49.67,55.0,59.33,50.0,178.0,50.0,498.0,10.6666666667,202.0,059,48059,3.0,2.0,54.33,73.0,59.67,74.0,179.0,148.0,62.22,-4.29164743886,65.8,10.6182124589,1.52523304404,75.92,73.29,5.87086877702,2.0,1.0,108.5,145.0,66.5,52.0,133.0,52.0,48,37806.0,0.171516221995,14804.0,399.0,184.0,63.57,66.04,76.5,73.69,30525.0,13559.0,2005.0
,,,,,,,,7.0,4.0,62.14,71.5,139.0,121.0,973.0,484.0,486.0,-2.40963855422,201.0,059,48059,1.0,,120.0,,64.0,,64.0,,64.47,3.61620057859,65.28,1.95076887772,1.55498681557,80.2,77.15,5.63751317176,4.0,2.0,94.25,108.0,69.0,81.0,276.0,162.0,48,38976.0,0.0309474686558,15508.0,390.0,175.0,63.89,65.16,81.39,77.66,31744.0,13590.0,2006.0
1.0,,74.0,,150.0,,150.0,,3.0,1.0,32.0,19.0,51.0,28.0,153.0,28.0,460.0,-5.34979423868,191.0,059,48059,,,,,,,,,66.94,3.83123933613,72.7,2.29048308419,1.59060352555,85.18,87.36,6.20947630923,3.0,1.0,41.33,25.0,65.33,52.0,196.0,52.0,48,39185.0,0.00536227422003,16685.0,393.0,176.0,64.73,74.22,83.5,87.77,32816.0,15448.0,2007.0
4.0,4.0,53.0,53.0,115.0,115.0,460.0,460.0,4.0,,165.0,,158.0,,632.0,,968.0,110.434782609,484.0,059,48059,,,,,,,,,69.4,3.67493277562,66.34,-3.32951816563,1.53764409222,85.37,79.88,0.223057055647,12.0,4.0,37.0,14.0,52.0,3.0,624.0,12.0,48,82640.0,1.10897026924,38660.0,848.0,440.0,65.0,65.5,83.92,79.73,71164.0,35080.0,2008.0
1.0,1.0,34.0,34.0,24.0,24.0,24.0,24.0,1.0,1.0,90.0,90.0,173.0,173.0,173.0,173.0,272.0,-71.9008264463,128.0,059,48059,,,,,,,,,72.19,4.02017291066,78.72,6.55162830804,1.63838481784,94.62,93.12,10.8351880052,,,,,,,,,48,25737.0,-0.688564859632,11919.0,240.0,119.0,72.53,79.12,91.73,90.34,22014.0,10751.0,2009.0
