year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,023,60.31,47.56,117,7056,08023,1.58510302775,,,,,
2001,08,023,64.33,44.45,150,9649,08023,1.80905511811,6.66556126679,-6.53910849453,28.2051282051,0.367488662132,14.1285510427
2002,08,023,85.91,59.2,124,10653,08023,1.81397804054,33.5457795741,33.183352081,-17.3333333333,0.104052233392,0.272126724113
2003,08,023,84.65,57.05,215,18199,08023,1.85473269062,-1.46665114655,-3.63175675676,73.3870967742,0.708345067117,2.24670030016
2004,08,023,93.39,60.82,214,19986,08023,1.91939329168,10.3248670998,6.60823838738,-0.46511627907,0.0981922083631,3.48624906355
2005,08,023,103.17,64.1,258,26617,08023,2.01189547582,10.4722132991,5.39296284117,20.5607476636,0.331782247573,4.81934497425
2006,08,023,99.03,85.51,211,20896,08023,1.44763770319,-4.01279441698,33.4009360374,-18.2170542636,-0.214937821693,-28.0460779105
2007,08,023,118.09,60.38,152,17950,08023,2.44472507453,19.2466929213,-29.3883756286,-27.9620853081,-0.140983920368,68.876858425
2008,08,023,120.25,86.99,304,36556,08023,1.72792849753,1.82911338809,44.0708843988,100.0,1.036545961,-29.3201302865
2009,08,023,117.94,99.57,51,6015,08023,1.4806166516,-1.920997921,14.4614323485,-83.2236842105,-0.835457927563,-14.312620359
2010,08,023,108.98,57.74,42,4577,08023,2.35928299273,-7.59708326268,-42.0106457768,-17.6470588235,-0.239068994181,59.3446210519
2011,08,023,129.82,79.36,33,4284,08023,2.04479586694,19.1227748211,37.4437131971,-21.4285714286,-0.0640157308281,-13.3297754767
2012,08,023,2.9,96.36,58,168,08023,0.0376193441262,-97.7661377292,21.4213709677,75.7575757576,-0.960784313725,-98.1602396242
2013,08,023,101.86,84.19,70,7130,08023,1.51235301105,3412.4137931,-12.6297218763,20.6896551724,41.4404761905,3920.14720398
2014,08,023,119.06,71.61,54,6429,08023,2.07827119117,16.8859218535,-14.9423922081,-22.8571428571,-0.098316970547,37.4197145768
