asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
,,,,,,,,,,,,,,,,91.0,,37.0,011,31011,2.0,1.0,33.0,33.0,50.0,50.0,100.0,50.0,50.27,,51.51,,1.5421722697433857,62.02,69.3,,,,,,,,,,31,5644.0,,2564.0,61.0,26.0,51.13,50.54,64.0,70.69,3904.0,1838.0,2000.0
,,,,,,,,,,,,,,,,126.0,38.46153846153846,35.0,011,31011,,,,,,,,,51.92,3.2822757111597323,45.77,-1.7729381992687032,1.5148305084745761,62.92,59.89,1.4511447920025677,,,,,,,,,31,7928.0,0.404677533664068,2096.0,68.0,24.0,51.35,48.71,69.46,59.83,4723.0,1436.0,2001.0
,,,,,,,,,,,,,,,,119.0,-5.555555555555558,39.0,011,31011,,,,,,,,,48.93,-5.758859784283521,53.85,24.3580453880883,1.883813611281422,73.74,75.82,17.196439923712646,,,,,,,,,31,8775.0,0.10683652875882954,2957.0,76.0,33.0,52.57,53.24,76.55,74.67,5818.0,2464.0,2002.0
,,,,,,,,,,,,,,,,162.0,36.13445378151261,61.0,011,31011,1.0,1.0,78.0,78.0,215.0,215.0,215.0,215.0,55.98,14.408338442673196,60.46,-9.440806332378948,1.7059664165773492,76.4,85.52,3.607268782207762,,,,,,,,,31,12376.0,0.4103703703703703,5217.0,124.0,53.0,54.31,59.91,78.34,83.96,9714.0,4450.0,2003.0
,,,,,,,,1.0,,35.0,,80.0,,80.0,,134.0,-17.28395061728395,36.0,011,31011,,,,,,,,,57.07,1.947123972847442,64.92,-3.1039634434427588,1.653013842649378,75.47,86.31,-1.217277486911006,3.0,,25.33,,52.0,,156.0,,31,10113.0,-0.18285391079508728,3107.0,111.0,35.0,57.86,65.06,75.5,85.49,8380.0,2992.0,2004.0
,,,,,,,,,,,,,,,,153.0,14.179104477611947,59.0,011,31011,,,,,,,,,57.49,0.7359383213597415,57.08,-14.752189116810344,1.4091581144546879,64.81,68.08,-14.12481780840068,1.0,,60.0,,102.0,,102.0,,31,9916.0,-0.019479877385543354,4017.0,143.0,59.0,57.65,57.08,63.82,68.08,9126.0,4017.0,2005.0
,,,,,,,,,,,,,,,,124.0,-18.954248366013072,48.0,011,31011,,,,,,,,,57.32,-0.29570360062619594,58.71,18.69692535149985,1.6726273551988835,76.7,77.31,18.345934269402875,,,,,,,,,31,9511.0,-0.04084308188785801,3711.0,108.0,47.0,55.51,56.89,73.83,78.21,7974.0,3676.0,2006.0
,,,,,,,,,,,,,,,,135.0,8.870967741935477,63.0,011,31011,,,,,,,,,63.78,11.27006280530356,66.97,4.728926807151201,1.7517246785826277,89.38,86.81,16.53194263363753,,,,,,,,,31,12066.0,0.2686363158448113,5469.0,119.0,55.0,62.02,63.91,87.15,83.84,10371.0,4611.0,2007.0
,,,,,,,,4.0,,60.0,,14.0,,56.0,,316.0,134.07407407407405,128.0,011,31011,,,,,,,,,72.87,14.252116650987778,81.47,-6.794595512326296,1.6327020721833403,95.18,101.84,6.489147460281952,,,,,,,,,31,30076.0,1.4926239018730318,13036.0,260.0,124.0,70.14,83.1,89.49,104.06,23268.0,12904.0,2008.0
,,,,,,,,,,,,,,,,64.0,-79.74683544303798,34.0,011,31011,,,,,,,,,69.97,-3.979689858652402,74.76,18.97085512858856,1.942439616978705,108.73,122.62,14.236184072284086,,,,,,,,,31,6959.0,-0.7686194972735736,4169.0,54.0,31.0,71.06,74.16,112.63,121.32,6082.0,3761.0,2009.0
