year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,04,001,48.36,40.36,2282,110365,04001,1.49777006938,,,,,
2001,04,001,59.46,48.77,2173,129209,04001,1.52399015788,22.952853598,20.8374628345,-4.77651183173,0.17074253613,1.75060839073
2002,04,001,76.98,58.86,1318,101456,04001,1.63481141692,29.4651866801,20.6889481238,-39.3465255407,-0.214791539289,7.27178311909
2003,04,001,91.87,67.03,1825,167668,04001,1.71322542145,19.3426864121,13.8803941556,38.4673748103,0.652617883615,4.79651681655
2004,04,001,98.11,76.21,1592,156187,04001,1.60920482876,6.79220637858,13.6953602864,-12.7671232877,-0.0684746045757,-6.07162323112
2005,04,001,115.06,85.14,1640,188693,04001,1.68927648579,17.276526348,11.7176223593,3.01507537688,0.208122314917,4.97585239581
2006,04,001,137.86,94.16,1713,236146,04001,1.83012956669,19.8157483052,10.5943152455,4.4512195122,0.251482566921,8.3380714816
2007,04,001,161.54,124.35,1462,236176,04001,1.62384398874,17.1768460757,32.0624468989,-14.6526561588,0.000127040051494,-11.2716379052
2008,04,001,165.38,110.84,2932,484880,04001,1.86507578492,2.3771202179,-10.864495376,100.547195622,1.05304518664,14.8556017602
2009,04,001,165.09,96.49,581,95915,04001,2.13869312882,-0.175353730802,-12.9465896788,-80.1841746248,-0.802188170269,14.6705751112
2010,04,001,144.11,107.19,525,75656,04001,1.68054389402,-12.7082197589,11.0892320448,-9.63855421687,-0.211218266173,-21.4219248488
2011,04,001,108.35,79.94,678,73463,04001,1.69423942957,-24.8143779058,-25.4221475884,29.1428571429,-0.0289864650523,0.814946613471
2012,04,001,2.95,81.52,861,2537,04001,0.0452342983317,-97.2773419474,1.97648236177,26.9911504425,-0.965465608538,-97.3301118164
2013,04,001,113.68,87.05,836,95037,04001,1.63239517519,3753.55932203,6.78361138371,-2.90360046458,36.460386283,3508.75538119
2014,04,001,110.86,78.79,610,67625,04001,1.75878918644,-2.48064743139,-9.48879954049,-27.033492823,-0.288435030567,7.74285621396
