year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,145,51.86,46.92,2806,145508,05145,1.38160699062,,,,,
2001,05,145,63.44,52.73,3170,201118,05145,1.50388772995,22.3293482453,12.3827791986,12.9722024234,0.382178299475,8.85061672043
2002,05,145,71.82,54.61,2890,207550,05145,1.64392968321,13.209331652,3.56533282761,-8.83280757098,0.0319812249525,9.31199520248
2003,05,145,82.5,60.1,3517,290161,05145,1.71589018303,14.8705096074,10.0531038271,21.6955017301,0.398029390508,4.37734658332
2004,05,145,82.77,57.98,2832,234399,05145,1.78445153501,0.327272727273,-3.52745424293,-19.4768268411,-0.192176067769,3.99567248895
2005,05,145,90.4,62.45,2980,269399,05145,1.80944755805,9.21831581491,7.70955501897,5.22598870056,0.149318043166,1.40076782944
2006,05,145,94.34,66.03,2951,278404,05145,1.78593063759,4.35840707965,5.73258606886,-0.973154362416,0.0334262562222,-1.29967405537
2007,05,145,102.64,72.28,2791,286460,05145,1.77504150526,8.79796480814,9.46539451764,-5.42189088445,0.0289363658568,-0.609717538994
2008,05,145,105.78,72.72,7644,808548,05145,1.81827557756,3.05923616524,0.608743774211,173.880329631,1.82255114152,2.43566542936
2009,05,145,117.14,78.85,1947,228080,05145,1.85700697527,10.7392701834,8.4295929593,-74.5290423862,-0.71791408797,2.130117029
2010,05,145,112.04,81.38,1878,210405,05145,1.7209388056,-4.35376472597,3.20862396956,-3.54391371341,-0.0774947386882,-7.32728371397
2011,05,145,109.96,80.3,1686,185394,05145,1.71170610212,-1.85647982863,-1.32710739739,-10.2236421725,-0.118870749269,-0.536492259703
2012,05,145,2.93,79.04,2175,6363,05145,0.0463372975709,-97.335394689,-1.56911581569,29.0035587189,-0.965678500922,-97.2929174282
2013,05,145,106.35,75.05,2145,228126,05145,1.77131912059,3529.69283276,-5.04807692308,-1.37931034483,34.8519566242,3722.66384413
2014,05,145,104.99,71.79,1544,162103,05145,1.8280749408,-1.27879642689,-4.34377081945,-28.0186480186,-0.289414621744,3.20415556709
