year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,023,65.57,55.64,1140,74750,05023,1.47308590942,,,,,
2001,05,023,78.24,69.49,1418,110946,05023,1.40739674773,19.3228610645,24.8921639109,24.3859649123,0.484227424749,-4.45928925558
2002,05,023,84.8,70.48,1576,133648,05023,1.50397275823,8.38445807771,1.42466541948,11.1424541608,0.204622068394,6.86203166601
2003,05,023,99.41,85.31,2035,202301,05023,1.45659946079,17.2287735849,21.041430193,29.1243654822,0.513685202921,-3.14987736181
2004,05,023,102.55,83.23,1429,146548,05023,1.54015979815,3.15863595212,-2.4381666862,-29.7788697789,-0.27559428772,5.73667227052
2005,05,023,113.23,101.01,1512,171211,05023,1.40122265122,10.4144319844,21.362489487,5.80825752274,0.168292982504,-9.02095659775
2006,05,023,122.3,96.26,1522,186139,05023,1.58814668606,8.01024463481,-4.7025047025,0.661375661376,0.0871906594787,13.3400665963
2007,05,023,123.51,99.13,1449,178972,05023,1.55742459397,0.989370400654,2.98150841471,-4.79632063075,-0.0385034839555,-1.9344618706
2008,05,023,134.13,112.81,4344,582640,05023,1.48623792217,8.59849404906,13.8000605266,199.792960663,2.25548130434,-4.57079412212
2009,05,023,149.17,120.16,1190,177518,05023,1.55178511984,11.2130023112,6.51537984221,-72.605893186,-0.695321296169,4.41027622108
2010,05,023,148.45,118.41,1162,172501,05023,1.56711848661,-0.482670778307,-1.45639147803,-2.35294117647,-0.0282619227346,0.988111470979
2011,05,023,139.91,135.71,1023,143123,05023,1.28868543217,-5.75277871337,14.6102525125,-11.9621342513,-0.170306259094,-17.7671986401
2012,05,023,2.92,130.32,1211,3533,05023,0.028007980356,-97.9129440355,-3.97170436961,18.3773216031,-0.975314938899,-97.8266239645
2013,05,023,135.45,111.49,1023,138570,05023,1.5186339582,4538.69863014,-14.449048496,-15.524360033,38.2216246816,5322.14732693
2014,05,023,136.8,119.0,690,94394,05023,1.43697478992,0.996677740864,6.73603013723,-32.5513196481,-0.318799162878,-5.37714620732
