year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,061,46.37,34.65,758,35151,01061,1.6727994228,,,,,
2001,01,061,57.77,41.95,928,53615,01061,1.72139451728,24.5848609014,21.0678210678,22.4274406332,0.525276663537,2.90501621538
2002,01,061,74.81,50.66,833,62316,01061,1.84588432689,29.4962783452,20.7628128725,-10.2370689655,0.162286673506,7.23191623726
2003,01,061,75.06,54.68,1012,75958,01061,1.71589246525,0.33417992247,7.93525463877,21.4885954382,0.218916490147,-7.0422539343
2004,01,061,69.83,50.67,1044,72907,01061,1.72266627196,-6.96775912603,-7.3335771763,3.16205533597,-0.0401669343585,0.394768718937
2005,01,061,76.02,54.21,1107,84153,01061,1.75290536801,8.86438493484,6.98638247484,6.03448275862,0.154251306459,1.75536588542
2006,01,061,79.43,54.75,1129,89675,01061,1.81347031963,4.48566166798,0.996126175982,1.98735320687,0.0656185756895,3.45511815564
2007,01,061,84.61,58.3,1177,99585,01061,1.81410806175,6.52146544127,6.48401826484,4.25155004429,0.110510175634,0.0351669452741
2008,01,061,87.15,63.38,3652,318268,01061,1.71879930577,3.00200921877,8.71355060034,210.280373832,2.19594316413,-5.25375295907
2009,01,061,95.43,68.31,717,68424,01061,1.74626701801,9.5008605852,7.77847901546,-80.3669222344,-0.785011374062,1.59807559493
2010,01,061,85.96,61.28,581,49941,01061,1.75342689295,-9.92350413916,-10.291318987,-18.9679218968,-0.270124517713,0.410010317461
2011,01,061,87.95,66.02,561,49338,01061,1.66521508634,2.31503024663,7.73498694517,-3.44234079174,-0.0120742476122,-5.03082318217
2012,01,061,2.94,62.97,575,1692,01061,0.0583611243449,-96.6571915861,-4.61981217813,2.49554367201,-0.965705946735,-96.4952801098
2013,01,061,90.77,66.14,635,57638,01061,1.71548986997,2987.41496599,5.03414324281,10.4347826087,33.0650118203,2839.4393772
2014,01,061,90.78,70.17,489,44390,01061,1.61714407867,0.0110168557894,6.0931357726,-22.9921259843,-0.229848363927,-5.73281096135
