year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,36,037,61.07,52.83,1721,105093,36037,1.44496498202,,,,,
2001,36,037,71.06,55.26,2411,171315,36037,1.60740137532,16.3582773866,4.5996592845,40.092969204,0.630127601267,11.2415453191
2002,36,037,75.08,56.52,2701,202787,36037,1.66047416844,5.65719110611,2.28013029316,12.0282040647,0.183708373464,3.30177601775
2003,36,037,83.3,63.75,3331,277475,36037,1.63333333333,10.9483217901,12.7919320594,23.3246945576,0.368307633132,-1.63452317528
2004,36,037,86.19,57.29,2908,250638,36037,1.88056379822,3.4693877551,-10.1333333333,-12.6988892225,-0.0967186232994,15.1365590747
2005,36,037,88.27,61.41,2806,247675,36037,1.79673505944,2.41327300151,7.19148193402,-3.507565337,-0.0118218306881,-4.45763865402
2006,36,037,85.74,64.77,2710,232358,36037,1.65470125058,-2.86620595899,5.47142159257,-3.42124019957,-0.0618431412133,-7.90510588145
2007,36,037,89.19,63.79,2029,180962,36037,1.74772691644,4.02379286214,-1.51304616335,-25.1291512915,-0.221193158832,5.62190098261
2008,36,037,94.91,68.67,4456,422920,36037,1.72764671618,6.41327503083,7.65010189685,119.615574174,1.33706524022,-1.14893236906
2009,36,037,97.69,71.39,848,82840,36037,1.71049866928,2.92909071752,3.96097276831,-80.9694793537,-0.80412371134,-0.992566752035
2010,36,037,103.86,80.79,800,83091,36037,1.6069439287,6.31589722592,13.1671102395,-5.66037735849,0.00302993722839,-6.05406729845
2011,36,037,95.69,69.8,679,64976,36037,1.71364613181,-7.8663585596,-13.603168709,-15.125,-0.218013984667,6.64007008553
2012,36,037,2.86,72.88,806,2304,36037,0.0490532381998,-97.0111819417,4.41260744986,18.7039764359,-0.964540753509,-97.137493133
2013,36,037,97.38,83.42,835,81315,36037,1.45918245025,3304.8951049,14.462129528,3.59801488834,34.29296875,2874.6913839
2014,36,037,101.78,72.86,633,64428,36037,1.74615701345,4.51838159786,-12.6588348118,-24.1916167665,-0.207673860911,19.6668047337
