year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,043,102.47,68.96,731,74903,06043,1.85741734339,,,,,
2001,06,043,114.99,68.71,1117,128442,06043,2.09194440402,12.2182102079,-0.36252900232,52.804377565,0.714777779261,12.6265139854
2002,06,043,130.91,79.85,1581,206972,06043,2.04931120852,13.8446821463,16.2130694222,41.5398388541,0.611404369287,-2.03796981502
2003,06,043,142.61,78.5,2476,353107,06043,2.27085987261,8.93743793446,-1.69067000626,56.6097406705,0.706061689504,10.8108843193
2004,06,043,171.23,84.58,2163,370377,06043,2.53059233861,20.0687188837,7.74522292994,-12.6413570275,0.0489086877349,11.437626299
2005,06,043,201.83,90.57,2198,443632,06043,2.78555261124,17.8707002278,7.08205249468,1.61812297735,0.197784959649,10.075122284
2006,06,043,236.79,102.25,1962,464583,06043,2.89474327628,17.3215082,12.8961024622,-10.737033667,0.0472260792729,3.91989239776
2007,06,043,254.15,119.3,1526,387834,06043,2.66292958927,7.33139068373,16.6748166259,-22.2222222222,-0.165199759785,-8.008091388
2008,06,043,246.08,102.1,2820,693932,06043,3.01273261508,-3.17529018296,-14.4174350377,84.7968545216,0.789250039966,13.1360223425
2009,06,043,209.99,98.39,737,154766,06043,2.66782701494,-14.6659622887,-3.63369245837,-73.865248227,-0.776972383461,-11.4482645561
2010,06,043,201.71,113.1,473,95410,06043,2.22933244916,-3.9430449069,14.9507063726,-35.8208955224,-0.383520928369,-16.4363942386
2011,06,043,187.18,97.88,502,93964,06043,2.39042705353,-7.20341083734,-13.457117595,6.1310782241,-0.0151556440625,7.2261364354
2012,06,043,2.92,104.56,768,2240,06043,0.0349081866871,-98.440004274,6.82468328566,52.9880478088,-0.976161082968,-98.5396673521
2013,06,043,182.48,98.08,708,129195,06043,2.32565252855,6149.31506849,-6.1973986228,-7.8125,56.6763392857,6562.19803794
2014,06,043,196.74,94.96,432,84993,06043,2.58977464195,7.81455501973,-3.1810766721,-38.9830508475,-0.342133983513,11.3569034997
