year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,109,75.33,51.32,180,13559,08109,1.83481098987,,,,,
2001,08,109,84.03,61.36,207,17395,08109,1.71182366362,11.5491835922,19.563522993,15.0,0.282911719153,-6.70299703469
2002,08,109,93.54,58.95,243,22730,08109,1.9834605598,11.3173866476,-3.92764015645,17.3913043478,0.306697326818,15.8682755674
2003,08,109,103.92,62.7,341,35436,08109,2.07177033493,11.0968569596,6.36132315522,40.329218107,0.55899692037,4.45230809837
2004,08,109,105.49,61.36,325,34285,08109,2.14899771838,1.51077752117,-2.13716108453,-4.69208211144,-0.0324810926741,3.72760349702
2005,08,109,126.56,66.66,326,41260,08109,2.37323732373,19.9734571997,8.63754889179,0.307692307692,0.20344173837,10.434613468
2006,08,109,119.07,76.97,371,44176,08109,1.93370793816,-5.91814159292,15.4665466547,13.8036809816,0.0706737760543,-18.5202457917
2007,08,109,141.83,74.9,178,25246,08109,2.36698931909,19.1148064164,-2.68935949071,-52.0215633423,-0.428513219848,22.4067643507
2008,08,109,166.09,115.4,504,83708,08109,1.79906845754,17.104984841,54.0720961282,183.146067416,2.31569357522,-23.9933850555
2009,08,109,156.26,86.02,121,18907,08109,2.27069286213,-5.91847793365,-25.4592720971,-75.9920634921,-0.774131504755,26.2149226512
2010,08,109,164.98,100.77,105,17323,08109,2.04649201151,5.58044285166,17.1471750756,-13.2231404959,-0.0837784947374,-9.87367575569
2011,08,109,157.14,99.19,63,9900,08109,1.98029035185,-4.75209116257,-1.56792696239,-40.0,-0.428505455175,-3.23488483165
2012,08,109,2.94,72.83,87,256,08109,0.0504599752849,-98.1290568919,-26.5752596028,38.0952380952,-0.974141414141,-97.4518900606
2013,08,109,164.12,95.65,110,18053,08109,2.14479874543,5482.31292517,31.333241796,26.4367816092,69.51953125,4150.49503753
2014,08,109,126.88,66.54,72,9135,08109,2.38352870454,-22.6907141116,-30.4338734971,-34.5454545455,-0.493989918573,11.130646156
