year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,01,093,46.37,40.3,992,46003,01093,1.43827543424,,,,,
2001,01,093,56.8,44.56,986,56002,01093,1.5933572711,22.4929911581,10.570719603,-0.604838709677,0.217355389866,10.7824852709
2002,01,093,65.3,46.85,809,52829,01093,1.74226254002,14.9647887324,5.13913824057,-17.9513184584,-0.056658690761,9.3453785681
2003,01,093,74.5,55.14,1080,80457,01093,1.68888284367,14.088820827,17.6947705443,33.4981458591,0.522970338261,-3.06381473082
2004,01,093,75.57,52.74,987,74590,01093,1.79109783845,1.43624161074,-4.35255712731,-8.61111111111,-0.0729209391352,6.05222530178
2005,01,093,80.32,54.53,969,77832,01093,1.8411883367,6.28556305412,3.39400834281,-1.82370820669,0.04346427135,2.79663663074
2006,01,093,78.52,57.39,1300,102081,01093,1.71022826276,-2.24103585657,5.24481936549,34.1589267286,0.311555658341,-7.112801625
2007,01,093,83.07,54.9,1083,89963,01093,1.89139344262,5.79470198675,-4.33873497125,-16.6923076923,-0.118709652139,10.5930409293
2008,01,093,92.67,60.51,3168,293576,01093,1.9143529995,11.5565185988,10.218579235,192.520775623,2.26329713327,1.21389639849
2009,01,093,90.78,60.14,683,62003,01093,1.88684735617,-2.03949498219,-0.611469178648,-78.4406565657,-0.788800855656,-1.4368114628
2010,01,093,93.0,67.4,678,63054,01093,1.72477744807,2.44547257105,12.0718323911,-0.732064421669,0.0169507927036,-8.5894551866
2011,01,093,82.25,60.63,545,44827,01093,1.69573643411,-11.5591397849,-10.0445103858,-19.616519174,-0.289069686301,-1.6837542719
2012,01,093,2.95,61.99,614,1812,01093,0.0594854008711,-96.4133738602,2.24311396998,12.6605504587,-0.959577932942,-96.4920609315
2013,01,093,84.36,62.35,624,52638,01093,1.69125902165,2759.66101695,0.580738828843,1.62866449511,28.0496688742,2743.14974243
2014,01,093,77.98,59.1,442,34467,01093,1.64932318105,-7.56282598388,-5.21251002406,-29.1666666667,-0.34520688476,-2.47956345338
