year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,04,007,98.28,65.34,2784,273613,04007,1.88016528926,,,,,
2001,04,007,107.5,76.65,3848,413662,04007,1.75309849967,9.38135938136,17.3094582185,38.2183908046,0.51185067961,-6.75827759976
2002,04,007,114.81,80.09,4503,517000,04007,1.79189037333,6.8,4.48793215917,17.0218295218,0.249812648974,2.21276064428
2003,04,007,119.75,80.44,5557,665433,04007,1.86085902536,4.30276108353,0.437008365589,23.4066178103,0.287104448743,3.84893256066
2004,04,007,123.3,83.41,4182,515629,04007,1.84780002398,2.96450939457,3.69219293884,-24.7435666727,-0.225122589352,-0.701772740686
2005,04,007,146.46,92.16,4932,722336,04007,1.98649088542,18.7834549878,10.490348879,17.9340028694,0.400883193149,7.50572895546
2006,04,007,166.03,101.57,4710,781982,04007,2.04329526435,13.3620101051,10.2105034722,-4.50121654501,0.0825737606875,2.85953383175
2007,04,007,180.78,100.76,3836,693477,04007,2.24270543867,8.88393663796,-0.797479570739,-18.5562632696,-0.113180354535,9.75924418735
2008,04,007,201.96,108.86,9064,1830552,04007,2.31903362116,11.7158977763,8.03890432711,136.287799791,1.63967226022,3.40339757432
2009,04,007,194.35,107.86,2112,410470,04007,2.25234099759,-3.76807288572,-0.918611060077,-76.6990291262,-0.77576709102,-2.87587997719
2010,04,007,174.09,110.36,1648,286906,04007,1.97184215295,-10.4244918961,2.31781939551,-21.9696969697,-0.301030525982,-12.4536579912
2011,04,007,160.4,114.65,1404,225196,04007,1.74880069778,-7.86374863576,3.88727799928,-14.8058252427,-0.2150878685,-11.3113240248
2012,04,007,2.91,106.75,2038,5926,04007,0.034074941452,-98.1857855362,-6.89053641518,45.1566951567,-0.973685145384,-98.0515251683
2013,04,007,156.43,99.66,1988,310989,04007,1.96204595625,5275.60137457,-6.64168618267,-2.45338567223,51.4787377658,5658.03177539
2014,04,007,154.22,100.37,1175,181207,04007,1.92064361861,-1.4127724861,0.712422235601,-40.8953722334,-0.41732022676,-2.11016146223
