year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,139,43.85,40.01,1487,65200,05139,1.3699700075,,,,,
2001,05,139,56.86,51.85,1546,87898,05139,1.37078109932,29.669327252,29.5926018495,3.9677202421,0.348128834356,0.0592050791193
2002,05,139,66.36,56.95,1401,92965,05139,1.45654082529,16.7077031305,9.83606557377,-9.37904269082,0.0576463628296,6.25626702926
2003,05,139,77.21,65.81,1472,113658,05139,1.46653244188,16.3502109705,15.5575065847,5.06780870807,0.222589146453,0.685982597902
2004,05,139,72.07,61.38,1251,90160,05139,1.4677012056,-6.65716876052,-6.73149977207,-15.0135869565,-0.206743036126,0.0796957293901
2005,05,139,77.2,61.42,1162,89706,05139,1.57114946272,7.11807964479,0.0651678071033,-7.11430855316,-0.00503549245785,7.04831860302
2006,05,139,81.35,66.16,1081,87939,05139,1.53699365175,5.37564766839,7.71735591013,-6.97074010327,-0.019697679085,-2.17393772986
2007,05,139,88.46,67.12,1145,101286,05139,1.64742252682,8.74001229256,1.45102781137,5.9204440333,0.151775662675,7.18473202139
2008,05,139,103.42,86.98,2640,273028,05139,1.48626120947,16.9115984626,29.5887961859,130.56768559,1.69561439883,-9.7826340675
2009,05,139,113.03,82.15,790,89290,05139,1.71987218503,9.29220653645,-5.55300068981,-70.0757575758,-0.67296394509,15.7180295136
2010,05,139,96.78,80.56,917,88748,05139,1.50167576961,-14.3767141467,-1.93548387097,16.0759493671,-0.00607010863479,-12.6867808733
2011,05,139,87.57,83.08,895,78379,05139,1.31755536832,-9.51642901426,3.12810327706,-2.39912758997,-0.116836435751,-12.2609956835
2012,05,139,2.95,84.39,1230,3633,05139,0.0436959355374,-96.6312664154,1.57679345209,37.4301675978,-0.953648298651,-96.6835598269
2013,05,139,87.46,78.19,1165,101888,05139,1.39819670035,2864.74576271,-7.3468420429,-5.28455284553,27.0451417561,3099.83239436
2014,05,139,92.25,79.98,1005,92714,05139,1.44176669167,5.47678938944,2.28929530631,-13.7339055794,-0.0900400439698,3.11615606852
