year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,027,91.5,65.55,622,56910,06027,1.74485125858,,,,,
2001,06,027,120.44,78.27,920,110809,06027,1.92347003961,31.6284153005,19.4050343249,47.9099678457,0.94709189949,10.2369058765
2002,06,027,137.57,82.41,1085,149259,06027,2.086670307,14.2228495516,5.28938290533,17.9347826087,0.346993475259,8.48467946132
2003,06,027,154.27,87.39,1619,249765,06027,2.2066311935,12.1392745511,6.04295595195,49.2165898618,0.673366430165,5.74891424373
2004,06,027,178.89,85.4,1107,198031,06027,2.61841334895,15.9590328645,-2.27714841515,-31.6244595429,-0.207130702861,18.6611227403
2005,06,027,208.37,105.68,998,207949,06027,2.46463380015,16.4794007491,23.7470725995,-9.84643179765,0.0500830678025,-5.8730050722
2006,06,027,227.84,121.41,949,216223,06027,2.34577052961,9.34395546384,14.8845571537,-4.90981963928,0.039788602013,-4.82275584039
2007,06,027,231.51,108.07,722,167153,06027,2.67777829185,1.61077949438,-10.9875628037,-23.9199157007,-0.226941629706,14.153462926
2008,06,027,240.83,101.38,1832,441204,06027,2.96939731703,4.02574402834,-6.19043212732,153.739612188,1.63952187517,10.8903349491
2009,06,027,238.6,111.57,563,134332,06027,2.67320964417,-0.925964373209,10.0512921681,-69.268558952,-0.695533132066,-9.97467301386
2010,06,027,214.15,105.99,449,96153,06027,2.52559203698,-10.2472757754,-5.00134444743,-20.2486678508,-0.284213739094,-5.52211112611
2011,06,027,210.32,113.8,514,108102,06027,2.31019332162,-1.78846602848,7.3686196811,14.4766146993,0.124270693582,-8.52864248119
2012,06,027,2.92,108.35,607,1774,06027,0.0336871250577,-98.6116394066,-4.78910369069,18.093385214,-0.983589572811,-98.5418049328
2013,06,027,210.3,103.48,474,99683,06027,2.54034596057,7102.05479452,-4.49469312413,-21.9110378913,55.1910935738,7440.99958433
2014,06,027,205.34,94.64,273,56058,06027,2.71211961116,-2.35853542558,-8.54271356784,-42.4050632911,-0.437637310274,6.76182115554
