year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,065,94.62,63.6,435,41159,08065,1.85966981132,,,,,
2001,08,065,106.26,66.13,612,65030,08065,2.00854377741,12.3018389347,3.97798742138,40.6896551724,0.579970358852,8.00539779595
2002,08,065,122.45,69.81,587,71878,08065,2.19255837273,15.2362130623,5.56479661273,-4.08496732026,0.105305243734,9.16159246254
2003,08,065,133.52,80.53,834,111358,08065,2.07251955793,9.04042466313,15.355966194,42.0783645656,0.549264030719,-5.47482868828
2004,08,065,136.57,89.14,660,90135,08065,1.9151054521,2.28430197723,10.6916677015,-20.8633093525,-0.190583523411,-7.59530134366
2005,08,065,136.13,87.27,793,107953,08065,1.94983957832,-0.322179102292,-2.09782364819,20.1515151515,0.197681255894,1.81369261856
2006,08,065,136.74,88.66,707,96674,08065,1.92787051658,0.44810107985,1.59275810702,-10.8448928121,-0.104480653618,-1.12671124252
2007,08,065,153.19,87.56,567,86859,08065,2.186928963,12.0301301741,-1.24069478908,-19.801980198,-0.101526780727,13.4375438697
2008,08,065,187.65,107.28,1600,300244,08065,2.18645134228,22.494940923,22.5216994061,182.186948854,2.45668266961,-0.0218397910039
2009,08,065,183.15,109.38,379,69415,08065,2.09304717499,-2.39808153477,1.95749440716,-76.3125,-0.768804705506,-4.27195270662
2010,08,065,166.96,93.82,320,53426,08065,2.22447239395,-8.83974883975,-14.2256353995,-15.5672823219,-0.230339263848,6.2791331476
2011,08,065,160.07,114.1,266,42579,08065,1.75361524978,-4.12673694298,21.6158601577,-16.875,-0.203028488002,-21.1671381244
2012,08,065,2.89,107.27,339,979,08065,0.033676703645,-98.1945398888,-5.98597721297,27.4436090226,-0.977007444985,-98.0795842389
2013,08,065,154.36,98.98,338,52175,08065,1.94938371388,5241.17647059,-7.7281625804,-0.294985250737,52.2941777324,5688.52293393
2014,08,065,165.77,98.49,156,25860,08065,2.10389379632,7.39181135009,-0.495049504951,-53.8461538462,-0.504360325827,7.92609896875
