asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
4.0,2.0,54.0,80.0,111.25,166.0,445.0,332.0,6.0,3.0,29.33,37.0,77.33,96.67,464.0,290.0,2184.0,,1225.0,141,17141,71.0,39.0,46.99,47.56,70.01,70.85,4971.0,2763.0,57.15,,61.48,,1.80555555556,82.55,87.11,,8.0,4.0,41.88,50.75,108.38,99.25,867.0,397.0,17,180296.0,,106706.0,1676.0,1094.0,58.74,62.01,85.07,87.84,142582.0,96095.0,2000.0
5.0,2.0,48.0,18.5,126.6,50.0,633.0,100.0,8.0,4.0,77.0,92.0,121.88,117.0,975.0,468.0,4358.0,99.5421245421,3064.0,141,17141,128.0,70.0,48.3,50.0,70.77,70.71,9059.0,4950.0,65.01,13.7532808399,68.07,-2.53807106599,1.75972927242,91.52,94.38,10.8661417323,4.0,4.0,48.5,48.5,92.25,92.25,369.0,369.0,17,398838.0,1.21212894352,289188.0,3584.0,2810.0,66.2,68.09,93.75,94.84,335988.0,266492.0,2001.0
17.0,14.0,106.0,106.07,139.53,129.57,2372.0,1814.0,24.0,13.0,76.54,80.46,127.54,137.54,3061.0,1788.0,4830.0,10.8306562643,3531.0,141,17141,115.0,78.0,48.29,49.71,77.29,80.58,8888.0,6285.0,67.37,3.63021073681,69.84,3.49804752172,1.82128543862,98.16,99.51,7.25524475524,4.0,1.0,52.0,31.0,90.75,68.0,363.0,68.0,17,474091.0,0.188680617193,351367.0,4080.0,3251.0,68.07,69.68,99.44,99.34,405728.0,322946.0,2002.0
14.0,9.0,98.5,97.78,129.57,123.44,1814.0,1111.0,23.0,13.0,59.48,58.31,104.13,105.77,2395.0,1375.0,6338.0,31.2215320911,4476.0,141,17141,183.0,110.0,52.34,51.88,86.56,84.28,15840.0,9271.0,67.67,0.445302063233,69.59,2.96447993155,1.87527707995,101.52,100.05,3.42298288509,20.0,12.0,50.4,51.83,93.55,88.08,1871.0,1057.0,17,643458.0,0.357245760835,447821.0,5476.0,4152.0,68.36,69.88,101.13,99.89,553782.0,414763.0,2003.0
7.0,5.0,72.29,75.6,124.14,125.2,869.0,626.0,12.0,3.0,50.5,68.33,129.33,92.67,1552.0,278.0,2970.0,-53.1397917324,1510.0,141,17141,1.0,,30.0,,100.0,,100.0,,66.89,-1.15265257869,68.09,8.12176077752,2.0275825983,108.5,106.75,6.87549251379,17.0,7.0,45.65,47.71,93.71,98.43,1593.0,689.0,17,322235.0,-0.499213623888,161193.0,2438.0,1389.0,66.7,68.01,107.94,106.35,263164.0,147725.0,2004.0
14.0,5.0,85.0,57.2,134.93,98.6,1889.0,493.0,13.0,5.0,61.62,51.2,129.15,113.2,1679.0,566.0,3192.0,7.47474747475,1526.0,141,17141,5.0,2.0,82.4,102.0,87.4,93.0,437.0,186.0,66.21,-1.01659440873,65.99,4.38839553244,2.11656094246,112.11,107.96,3.32718894009,19.0,4.0,48.63,43.5,83.58,85.5,1588.0,342.0,17,357857.0,0.110546650736,164748.0,2680.0,1416.0,65.53,65.97,112.21,108.44,300727.0,153550.0,2005.0
11.0,5.0,68.09,68.0,115.55,120.6,1271.0,603.0,38.0,21.0,58.95,63.57,117.18,111.86,4453.0,2349.0,3216.0,0.751879699248,1552.0,141,17141,8.0,1.0,60.5,37.0,94.75,107.0,758.0,107.0,69.23,4.561244525,72.31,-0.770844053888,2.10024555828,116.32,114.59,3.7552403889,16.0,6.0,67.38,76.5,148.13,145.83,2370.0,875.0,17,374073.0,0.0453141897462,177845.0,2661.0,1399.0,70.15,73.13,117.88,116.11,313666.0,162438.0,2006.0
11.0,3.0,94.09,75.33,160.91,120.67,1770.0,362.0,13.0,3.0,54.62,67.33,123.54,145.0,1606.0,435.0,2786.0,-13.3706467662,1382.0,141,17141,5.0,2.0,81.0,82.5,119.0,107.5,595.0,215.0,77.15,11.4401271125,81.99,-1.10096981443,2.07712248866,128.2,121.88,10.2132049519,10.0,2.0,140.8,62.0,133.2,68.0,1332.0,136.0,17,357174.0,-0.0451756742668,168439.0,2476.0,1316.0,76.87,82.26,128.5,122.59,318174.0,161334.0,2007.0
16.0,12.0,82.5,82.0,162.25,172.0,2596.0,2064.0,28.0,12.0,94.0,73.67,193.0,138.67,5404.0,1664.0,8500.0,205.096913137,4904.0,141,17141,,,,,,,,,80.55,4.40699935191,83.59,2.62251234928,2.13159528243,137.36,136.2,7.14508580343,32.0,16.0,62.13,55.25,127.75,136.0,4088.0,2176.0,17,1167580.0,2.26893894852,667904.0,7952.0,4764.0,80.1,83.78,137.44,135.81,1092960.0,647000.0,2008.0
8.0,6.0,78.5,85.83,127.88,144.83,1023.0,869.0,6.0,2.0,64.5,90.0,181.83,191.5,1091.0,383.0,2887.0,-66.0352941176,2101.0,141,17141,2.0,1.0,157.5,300.0,76.5,77.0,153.0,77.0,82.76,2.74363749224,84.62,-4.37094806913,2.03842435959,134.96,134.1,-1.74723354688,10.0,1.0,65.5,59.0,132.1,90.0,1321.0,90.0,17,389625.0,-0.666296956097,281740.0,2685.0,2043.0,83.42,84.55,135.66,133.56,364238.0,272866.0,2009.0
4.0,3.0,113.0,116.33,144.75,169.67,579.0,509.0,5.0,4.0,78.8,91.0,149.2,173.5,746.0,694.0,2226.0,-22.895739522,1687.0,141,17141,,,,,,,,,82.84,0.0966650555824,85.58,-3.33144115952,1.97051545147,130.59,126.94,-3.23799644339,2.0,1.0,73.5,73.0,75.0,91.0,150.0,91.0,17,290685.0,-0.253936477382,214152.0,2112.0,1633.0,83.07,85.76,130.57,126.81,275758.0,207083.0,2010.0
7.0,3.0,119.14,183.0,146.14,212.33,1023.0,637.0,2.0,1.0,113.5,136.0,57.0,27.0,114.0,27.0,1553.0,-30.2336028751,1038.0,141,17141,,,,,,,,,90.43,9.16224046354,98.19,-12.6722834314,1.7208061484,124.49,121.58,-4.67110804809,2.0,,28.5,,95.5,,191.0,,17,193333.0,-0.334905481879,126205.0,1468.0,1012.0,90.67,98.08,124.18,121.15,182298.0,122604.0,2011.0
6.0,3.0,92.83,87.0,164.83,177.0,989.0,531.0,4.0,1.0,66.25,86.0,102.75,151.0,411.0,151.0,2040.0,31.3586606568,1450.0,141,17141,1.0,,51.0,,190.0,,190.0,,87.28,-3.48335729293,89.96,4.98231685368,1.80654216315,126.14,124.83,1.32540766327,3.0,1.0,56.33,24.0,99.33,27.0,298.0,27.0,17,257323.0,0.330983329282,181004.0,1964.0,1424.0,87.53,89.96,125.85,124.45,247167.0,177222.0,2012.0
6.0,4.0,57.5,61.0,102.5,106.5,615.0,426.0,3.0,1.0,131.67,109.0,185.0,146.0,555.0,146.0,1415.0,-30.637254902,945.0,141,17141,1.0,1.0,48.0,48.0,99.0,99.0,99.0,99.0,85.15,-2.44042163153,88.22,-2.81294139433,1.75572519084,119.6,117.12,-5.18471539559,5.0,3.0,60.0,44.33,111.8,98.67,559.0,296.0,17,169235.0,-0.342324627025,110679.0,1320.0,917.0,85.44,88.19,119.02,116.72,157109.0,107036.0,2013.0
3.0,2.0,101.33,88.5,84.67,111.0,254.0,222.0,4.0,2.0,147.5,150.0,173.25,170.5,693.0,341.0,997.0,-29.5406360424,640.0,141,17141,1.0,1.0,70.0,70.0,92.0,92.0,92.0,92.0,89.86,5.53141514974,94.53,-4.62349645342,1.67454929891,120.38,118.55,0.652173913043,4.0,1.0,56.5,63.0,110.75,85.0,443.0,85.0,17,120017.0,-0.290826365704,75875.0,941.0,618.0,90.29,94.96,120.21,118.46,113113.0,73210.0,2014.0
