year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,05,083,45.43,39.19,616,27982,05083,1.44903036489,,,,,
2001,05,083,56.67,46.87,792,44879,05083,1.51136121186,24.7413603346,19.5968359275,28.5714285714,0.603852476592,4.30155561153
2002,05,083,54.98,48.58,766,42114,05083,1.41467682174,-2.98217751897,3.64838916151,-3.28282828283,-0.0616101071771,-6.39717291713
2003,05,083,61.13,54.84,983,60095,05083,1.39337162655,11.1858857766,12.8859613009,28.3289817232,0.426960155768,-1.50601146919
2004,05,083,66.3,47.77,864,57286,05083,1.73487544484,8.4573858989,-12.8920495988,-12.1057985758,-0.046742657459,24.5091698283
2005,05,083,72.79,53.91,830,60414,05083,1.68776664812,9.78883861237,12.8532551811,-3.93518518519,0.0546032189366,-2.71539935981
2006,05,083,71.22,54.45,827,58900,05083,1.6349862259,-2.15688968265,1.00166944908,-0.361445783133,-0.0250604164598,-3.12723457836
2007,05,083,76.57,59.93,746,57118,05083,1.59707158351,7.51193484976,10.0642791552,-9.79443772672,-0.0302546689304,-2.31895790807
2008,05,083,82.27,66.78,1760,144800,05083,1.53994459419,7.44416873449,11.4300016686,135.924932976,1.5351027697,-3.57698364393
2009,05,083,82.4,63.69,421,34690,05083,1.61720835296,0.158016287833,-4.62713387242,-76.0795454545,-0.760428176796,5.01730770453
2010,05,083,91.73,65.4,327,29995,05083,1.75324923547,11.322815534,2.68487988695,-22.3277909739,-0.135341597002,8.41208136635
2011,05,083,83.6,70.55,304,25415,05083,1.48121899362,-8.86296740434,7.874617737,-7.03363914373,-0.152692115353,-15.5157770127
2012,05,083,2.93,68.65,368,1079,05083,0.0533503277495,-96.495215311,-2.69312544295,21.0526315789,-0.957544757033,-96.3982147151
2013,05,083,92.4,69.75,366,33820,05083,1.65591397849,3053.58361775,1.60233066278,-0.54347826087,30.343836886,3003.84968256
2014,05,083,81.41,61.99,256,20840,05083,1.64159541862,-11.8939393939,-11.1254480287,-30.0546448087,-0.383796570077,-0.864692252416
