year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,031,132.01,76.02,36158,4773358,08031,2.17064588266,,,,,
2001,08,031,155.6,82.2,59549,9266097,08031,2.36618004866,17.8698583441,8.12943962115,64.6910780464,0.941211407148,9.00810987002
2002,08,031,172.56,85.64,67831,11704992,08031,2.51868285848,10.8997429306,4.18491484185,13.9078741876,0.263206288473,6.44510589555
2003,08,031,176.78,87.5,84646,14964094,08031,2.52542857143,2.44552619379,2.17188229799,24.7895505005,0.27843692674,0.267827008411
2004,08,031,176.27,86.55,69459,12243260,08031,2.54578278452,-0.288494173549,-1.08571428571,-17.9417810647,-0.181824171914,0.805970650658
2005,08,031,171.02,90.31,73819,12624481,08031,2.36712434946,-2.97838543144,4.3443096476,6.27708432313,0.0311372134546,-7.01781927905
2006,08,031,171.81,100.65,66078,11352759,08031,2.13375558867,0.461934276693,11.4494518879,-10.4864601254,-0.100734596535,-9.8587453102
2007,08,031,200.16,110.8,50264,10060957,08031,2.25812274368,16.5007857517,10.0844510681,-23.9323224069,-0.1137874943,5.82855673203
2008,08,031,227.18,118.03,111060,25230496,08031,2.40595611285,13.4992006395,6.52527075812,120.953366226,1.5077630289,6.5467375316
2009,08,031,245.16,122.46,33062,8105479,08031,2.50244977952,7.91442908707,3.75328306363,-70.2305060328,-0.678742780166,4.01061624324
2010,08,031,248.18,126.57,29997,7444640,08031,2.45101524848,1.23184858868,3.35619794219,-9.27046155707,-0.0815299132846,-2.05536716308
2011,08,031,245.38,128.15,28386,6965498,08031,2.39348419821,-1.1282133935,1.24832108715,-5.37053705371,-0.0643606675407,-2.34723347028
2012,08,031,2.89,130.65,39842,115080,08031,0.027650210486,-98.822234901,1.95083886071,40.3579229197,-0.983478568223,-98.8447715466
2013,08,031,244.45,122.57,37241,9103684,08031,2.4929632047,8358.47750865,-6.18446230387,-6.52828673259,78.1074383038,8916.07315416
2014,08,031,265.52,129.15,25593,6795390,08031,2.56987998451,8.61934956024,5.36836093661,-31.2773556027,-0.25355603292,3.0853555989
