year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,08,075,64.62,47.98,991,64040,08075,1.68351396415,,,,,
2001,08,075,79.34,53.96,1149,91161,08075,1.83793550778,22.7793252863,12.4635264694,15.9434914228,0.423500936914,9.17257278051
2002,08,075,88.61,57.21,1247,110494,08075,1.93606886908,11.6838921099,6.02297998517,8.52915578764,0.212075339235,5.33932561179
2003,08,075,90.85,62.22,1488,135183,08075,1.82517679203,2.52793138472,8.75721027792,19.32638332,0.223441996851,-5.72769279139
2004,08,075,94.4,56.82,1299,122627,08075,2.07673354453,3.90753990094,-8.67888138862,-12.7016129032,-0.0928815013722,13.7825964913
2005,08,075,98.12,60.52,1343,131775,08075,2.02660277594,3.9406779661,6.51179162267,3.38722093918,0.0746002103941,-2.41392395846
2006,08,075,94.67,65.29,1217,115214,08075,1.81249042732,-3.51610273135,7.88169200264,-9.38198064036,-0.12567634225,-10.5650871083
2007,08,075,109.03,69.65,906,98781,08075,1.95674802584,15.1684799831,6.67789860622,-25.5546425637,-0.142630235909,7.95908195401
2008,08,075,122.51,73.39,1904,233264,08075,2.08662624336,12.3635696597,5.36970567121,110.154525386,1.36142578026,6.6374523341
2009,08,075,136.44,88.36,445,60716,08075,1.93017202354,11.3705003673,20.3978743698,-76.6281512605,-0.739711228479,-7.49795131329
2010,08,075,127.65,87.46,394,50294,08075,1.82440544249,-6.44239226033,-1.01856043459,-11.4606741573,-0.171651623954,-5.47964532498
2011,08,075,135.95,85.77,333,45270,08075,1.98131631106,6.50215432824,-1.93231191402,-15.4822335025,-0.0998926313278,8.60065777717
2012,08,075,2.94,80.87,445,1310,08075,0.0454433040683,-97.8374402354,-5.71295324706,33.6336336336,-0.971062513806,-97.7064084208
2013,08,075,127.56,74.62,447,57018,08075,2.13682658805,4238.7755102,-7.72845307283,0.449438202247,42.5251908397,4602.18139252
2014,08,075,133.29,74.92,315,41987,08075,2.22387213027,4.49200376294,0.402036987403,-29.5302013423,-0.263618506437,4.07358943927
