year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,income_multiple,loan_avg_app_delta,income_average_app_delta,count_app_delta,value_app_delta,income_mult_delta
2000,06,105,87.44,58.92,349,30518,06105,1.85505770536,,,,,
2001,06,105,93.0,61.5,525,48825,06105,1.89024390244,6.35864592864,4.37881873727,50.4297994269,0.599875483321,1.89677102626
2002,06,105,114.96,67.64,795,91393,06105,2.1244825547,23.6129032258,9.9837398374,51.4285714286,0.8718484383,12.3919803132
2003,06,105,117.09,66.83,1084,126927,06105,2.19007182403,1.85281837161,-1.19751626257,36.3522012579,0.38880439421,3.08730562106
2004,06,105,138.55,72.88,871,120677,06105,2.37633781559,18.327782048,9.05282058956,-19.6494464945,-0.0492409022509,8.50501748446
2005,06,105,155.14,75.65,1003,155606,06105,2.56345009914,11.9740166005,3.80076838639,15.1549942595,0.289442064354,7.87397660072
2006,06,105,171.42,82.46,844,144678,06105,2.59853262188,10.4937475828,9.0019828156,-15.852442672,-0.0702286544221,1.36856663402
2007,06,105,195.06,92.12,707,137909,06105,2.64681936604,13.7906895345,11.714770798,-16.2322274882,-0.0467866572665,1.85823120943
2008,06,105,191.13,90.03,1516,289760,06105,2.65369876708,-2.01476468779,-2.26877985237,114.427157001,1.10109565003,0.259911995567
2009,06,105,192.04,90.75,439,84304,06105,2.64517906336,0.476115732747,0.799733422193,-71.0422163588,-0.709055770293,-0.321050144141
2010,06,105,184.57,89.32,256,47249,06105,2.58298813256,-3.88981462195,-1.57575757576,-41.6856492027,-0.439540235339,-2.35110475753
2011,06,105,170.31,89.39,277,47177,06105,2.38155833986,-7.72606599122,0.0783699059561,8.203125,-0.00152384177443,-7.79832435771
2012,06,105,2.92,80.03,391,1142,06105,0.0456078970386,-98.2854794199,-10.4709699071,41.155234657,-0.975793289103,-98.0849557084
2013,06,105,177.0,88.39,448,79294,06105,2.50311121168,5961.64383562,10.446082719,14.5780051151,68.4343257443,5388.32850056
2014,06,105,167.07,91.98,209,34917,06105,2.27046640574,-5.61016949153,4.06154542369,-53.3482142857,-0.559651423815,-9.29422571598
