,year,state,county,loan_average_app,income_average_app,count_app,value_app,fips,year,state,county,loan_average_orig,income_average_orig,count_orig,value_orig,fips
0,2000,16,079,53.82,43.78,566.0,30462.0,16079,2000,16,079,53.35,48.97,205.0,10937.0,16079
0,2001,16,079,58.82,49.37,626.0,36824.0,16079,2001,16,079,56.49,50.08,278.0,15704.0,16079
0,2002,16,079,59.21,53.22,677.0,40087.0,16079,2002,16,079,58.46,55.55,328.0,19174.0,16079
0,2003,16,079,63.88,53.88,1041.0,66496.0,16079,2003,16,079,61.03,56.23,432.0,26365.0,16079
0,2004,16,079,68.33,61.67,932.0,63684.0,16079,2004,16,079,67.16,68.73,409.0,27468.0,16079
0,2005,16,079,87.29,72.61,1295.0,113045.0,16079,2005,16,079,89.7,79.21,588.0,52745.0,16079
0,2006,16,079,102.97,77.06,1206.0,124183.0,16079,2006,16,079,106.71,79.26,540.0,57623.0,16079
0,2007,16,079,139.31,119.04,1190.0,165776.0,16079,2007,16,079,137.66,131.84,532.0,73234.0,16079
0,2008,16,079,127.92,79.03,2288.0,292692.0,16079,2008,16,079,130.71,81.62,968.0,126524.0,16079
0,2009,16,079,119.27,78.36,546.0,65122.0,16079,2009,16,079,115.65,76.82,235.0,27177.0,16079
0,2010,16,079,120.88,79.33,387.0,46780.0,16079,2010,16,079,108.67,76.2,160.0,17387.0,16079
0,2011,16,079,104.2,87.11,322.0,33551.0,16079,2011,16,079,98.6,80.08,131.0,12917.0,16079
0,2012,16,079,101.4,83.75,364.0,36911.0,16079,2012,16,079,98.42,81.85,156.0,15353.0,16079
0,2013,16,079,107.2,85.32,433.0,46418.0,16079,2013,16,079,104.14,80.59,216.0,22494.0,16079
0,2014,16,079,105.84,89.12,249.0,26355.0,16079,2014,16,079,103.71,82.92,117.0,12134.0,16079
0,2000,33,017,89.63,60.64,4878.0,437207.0,33017,2000,33,017,104.85,68.1,2463.0,258243.0,33017
0,2001,33,017,109.57,71.21,8130.0,890771.0,33017,2001,33,017,118.57,76.35,4742.0,562254.0,33017
0,2002,33,017,125.74,74.65,10515.0,1322165.0,33017,2002,33,017,132.33,78.27,6061.0,802072.0,33017
0,2003,33,017,138.64,76.19,15025.0,2083111.0,33017,2003,33,017,139.65,79.31,8543.0,1193056.0,33017
0,2004,33,017,152.43,75.74,11889.0,1812263.0,33017,2004,33,017,156.19,77.94,6025.0,941051.0,33017
0,2005,33,017,158.38,81.98,12502.0,1980023.0,33017,2005,33,017,160.43,82.36,5960.0,956192.0,33017
0,2006,33,017,156.9,86.04,10112.0,1586585.0,33017,2006,33,017,154.01,87.91,4833.0,744319.0,33017
0,2007,33,017,176.97,88.95,7820.0,1383922.0,33017,2007,33,017,174.64,91.5,3226.0,563384.0,33017
0,2008,33,017,180.78,87.65,18272.0,3303124.0,33017,2008,33,017,178.1,91.06,8492.0,1512424.0,33017
0,2009,33,017,178.1,93.0,5379.0,958016.0,33017,2009,33,017,181.54,96.45,2670.0,484711.0,33017
0,2010,33,017,180.14,99.47,4662.0,839825.0,33017,2010,33,017,179.65,103.88,2489.0,447161.0,33017
0,2011,33,017,177.32,103.29,4024.0,713546.0,33017,2011,33,017,176.41,108.62,2124.0,374698.0,33017
0,2012,33,017,179.45,103.69,5088.0,913049.0,33017,2012,33,017,179.91,105.23,2899.0,521556.0,33017
0,2013,33,017,175.39,100.51,4615.0,809412.0,33017,2013,33,017,176.76,104.83,2613.0,461873.0,33017
0,2014,33,017,176.25,98.13,2773.0,488734.0,33017,2014,33,017,187.43,107.57,1520.0,284894.0,33017
0,2000,16,073,75.23,44.69,398.0,29942.0,16073,2000,16,073,75.78,46.5,158.0,11974.0,16073
0,2001,16,073,79.58,52.42,473.0,37642.0,16073,2001,16,073,81.14,54.95,216.0,17527.0,16073
0,2002,16,073,85.63,51.43,501.0,42903.0,16073,2002,16,073,91.72,53.91,232.0,21280.0,16073
0,2003,16,073,91.22,55.0,654.0,59661.0,16073,2003,16,073,93.64,55.48,296.0,27717.0,16073
0,2004,16,073,93.45,66.11,622.0,58128.0,16073,2004,16,073,92.64,69.76,255.0,23624.0,16073
0,2005,16,073,99.01,56.52,642.0,63567.0,16073,2005,16,073,94.77,56.28,253.0,23976.0,16073
0,2006,16,073,122.3,69.5,683.0,83532.0,16073,2006,16,073,125.29,72.09,279.0,34957.0,16073
0,2007,16,073,142.87,67.75,582.0,83149.0,16073,2007,16,073,144.53,66.58,237.0,34254.0,16073
0,2008,16,073,146.54,66.28,1356.0,198704.0,16073,2008,16,073,150.25,71.06,480.0,72120.0,16073
0,2009,16,073,147.34,65.12,277.0,40813.0,16073,2009,16,073,133.95,65.06,99.0,13261.0,16073
0,2010,16,073,134.77,69.96,155.0,20890.0,16073,2010,16,073,132.27,68.38,56.0,7407.0,16073
0,2011,16,073,119.29,77.02,156.0,18610.0,16073,2011,16,073,115.71,71.17,70.0,8100.0,16073
0,2012,16,073,130.16,78.08,209.0,27204.0,16073,2012,16,073,133.01,65.81,113.0,15030.0,16073
0,2013,16,073,121.68,87.27,264.0,32123.0,16073,2013,16,073,120.66,102.01,133.0,16048.0,16073
0,2014,16,073,136.22,67.42,171.0,23294.0,16073,2014,16,073,139.77,72.28,88.0,12300.0,16073
0,2000,16,071,80.31,54.72,235.0,18873.0,16071,2000,16,071,85.03,50.66,96.0,8163.0,16071
0,2001,16,071,89.0,57.95,261.0,23228.0,16071,2001,16,071,97.37,62.9,90.0,8763.0,16071
0,2002,16,071,91.07,56.33,294.0,26774.0,16071,2002,16,071,89.36,58.69,117.0,10455.0,16071
0,2003,16,071,90.06,59.45,409.0,36836.0,16071,2003,16,071,86.76,61.11,197.0,17091.0,16071
0,2004,16,071,89.38,54.52,293.0,26189.0,16071,2004,16,071,82.23,55.9,106.0,8716.0,16071
0,2005,16,071,86.68,54.83,294.0,25483.0,16071,2005,16,071,82.92,53.66,111.0,9204.0,16071
0,2006,16,071,89.3,60.38,313.0,27950.0,16071,2006,16,071,85.58,55.43,120.0,10270.0,16071
0,2007,16,071,109.03,71.74,232.0,25296.0,16071,2007,16,071,109.04,67.13,90.0,9814.0,16071
0,2008,16,071,132.38,66.29,572.0,75724.0,16071,2008,16,071,154.29,67.43,204.0,31476.0,16071
0,2009,16,071,132.83,60.18,142.0,18862.0,16071,2009,16,071,124.25,61.09,57.0,7082.0,16071
0,2010,16,071,138.66,64.92,124.0,17194.0,16071,2010,16,071,127.1,70.86,49.0,6228.0,16071
0,2011,16,071,120.8,70.99,108.0,13046.0,16071,2011,16,071,142.5,83.3,50.0,7125.0,16071
0,2012,16,071,124.07,62.46,131.0,16253.0,16071,2012,16,071,118.41,62.5,64.0,7578.0,16071
0,2013,16,071,124.24,65.47,145.0,18015.0,16071,2013,16,071,128.91,64.11,70.0,9024.0,16071
0,2014,16,071,132.31,98.23,65.0,8600.0,16071,2014,16,071,132.67,83.83,36.0,4776.0,16071
0,2000,16,077,67.83,44.98,246.0,16687.0,16077,2000,16,077,70.29,43.98,87.0,6115.0,16077
0,2001,16,077,79.98,52.3,407.0,32551.0,16077,2001,16,077,81.71,56.73,160.0,13073.0,16077
0,2002,16,077,88.93,53.79,393.0,34950.0,16077,2002,16,077,90.45,57.01,161.0,14563.0,16077
0,2003,16,077,86.16,57.4,587.0,50576.0,16077,2003,16,077,91.08,58.93,223.0,20311.0,16077
0,2004,16,077,81.44,53.81,464.0,37787.0,16077,2004,16,077,82.84,57.55,164.0,13586.0,16077
0,2005,16,077,85.91,53.19,436.0,37455.0,16077,2005,16,077,88.5,53.79,170.0,15045.0,16077
0,2006,16,077,84.07,53.52,401.0,33712.0,16077,2006,16,077,83.79,59.13,140.0,11730.0,16077
0,2007,16,077,107.82,60.57,351.0,37844.0,16077,2007,16,077,115.53,62.69,153.0,17676.0,16077
0,2008,16,077,121.02,60.67,944.0,114240.0,16077,2008,16,077,122.95,68.19,324.0,39836.0,16077
0,2009,16,077,126.06,80.93,263.0,33155.0,16077,2009,16,077,133.34,107.01,106.0,14134.0,16077
0,2010,16,077,129.91,75.68,202.0,26241.0,16077,2010,16,077,138.52,92.18,91.0,12605.0,16077
0,2011,16,077,112.11,64.39,201.0,22534.0,16077,2011,16,077,114.66,66.78,101.0,11581.0,16077
0,2012,16,077,130.53,78.52,248.0,32372.0,16077,2012,16,077,145.78,94.58,113.0,16473.0,16077
0,2013,16,077,121.75,84.22,244.0,29707.0,16077,2013,16,077,131.1,101.64,112.0,14683.0,16077
0,2014,16,077,111.57,78.49,148.0,16513.0,16077,2014,16,077,118.36,97.17,70.0,8285.0,16077
0,2000,16,075,75.9,46.62,988.0,74987.0,16075,2000,16,075,78.2,51.85,388.0,30341.0,16075
0,2001,16,075,87.29,53.56,1325.0,115657.0,16075,2001,16,075,94.49,56.81,621.0,58676.0,16075
0,2002,16,075,94.71,56.59,1460.0,138270.0,16075,2002,16,075,95.11,57.48,685.0,65150.0,16075
0,2003,16,075,92.21,56.72,2179.0,200915.0,16075,2003,16,075,95.52,57.9,1063.0,101542.0,16075
0,2004,16,075,95.62,60.04,1799.0,172017.0,16075,2004,16,075,98.16,65.15,764.0,74994.0,16075
0,2005,16,075,100.2,59.59,2073.0,207724.0,16075,2005,16,075,97.71,62.51,857.0,83735.0,16075
0,2006,16,075,113.27,67.3,2072.0,234688.0,16075,2006,16,075,110.96,69.63,898.0,99639.0,16075
0,2007,16,075,136.56,71.94,1796.0,245256.0,16075,2007,16,075,139.04,74.65,771.0,107198.0,16075
0,2008,16,075,150.51,69.21,4096.0,616508.0,16075,2008,16,075,144.59,68.4,1584.0,229028.0,16075
0,2009,16,075,151.66,73.83,832.0,126184.0,16075,2009,16,075,150.38,76.58,372.0,55942.0,16075
0,2010,16,075,137.94,72.24,557.0,76832.0,16075,2010,16,075,138.4,75.58,280.0,38752.0,16075
0,2011,16,075,130.48,70.09,466.0,60803.0,16075,2011,16,075,127.37,74.86,222.0,28276.0,16075
0,2012,16,075,128.33,78.41,690.0,88551.0,16075,2012,16,075,126.54,78.12,397.0,50237.0,16075
0,2013,16,075,128.52,79.1,658.0,84569.0,16075,2013,16,075,130.69,83.3,385.0,50315.0,16075
0,2014,16,075,133.51,77.93,468.0,62485.0,16075,2014,16,075,134.92,81.07,279.0,37643.0,16075
0,2000,13,023,50.78,38.22,367.0,18635.0,13023,2000,13,023,58.13,47.11,122.0,7092.0,13023
0,2001,13,023,68.9,48.36,355.0,24459.0,13023,2001,13,023,82.67,58.78,158.0,13062.0,13023
0,2002,13,023,77.7,52.04,270.0,20979.0,13023,2002,13,023,89.77,59.4,127.0,11401.0,13023
0,2003,13,023,93.86,60.15,452.0,42426.0,13023,2003,13,023,92.77,61.36,270.0,25047.0,13023
0,2004,13,023,90.97,57.26,302.0,27474.0,13023,2004,13,023,93.0,56.67,121.0,11253.0,13023
0,2005,13,023,101.28,63.1,332.0,33625.0,13023,2005,13,023,101.2,74.72,129.0,13055.0,13023
0,2006,13,023,102.3,64.18,314.0,32122.0,13023,2006,13,023,99.19,64.76,138.0,13688.0,13023
0,2007,13,023,102.46,74.43,267.0,27356.0,13023,2007,13,023,99.29,68.1,121.0,12014.0,13023
0,2008,13,023,118.46,72.51,664.0,78660.0,13023,2008,13,023,117.61,77.79,336.0,39516.0,13023
0,2009,13,023,115.14,66.19,149.0,17156.0,13023,2009,13,023,115.47,71.93,81.0,9353.0,13023
0,2010,13,023,103.95,73.67,175.0,18191.0,13023,2010,13,023,90.73,74.2,122.0,11069.0,13023
0,2011,13,023,86.31,71.57,182.0,15708.0,13023,2011,13,023,79.43,70.14,138.0,10962.0,13023
0,2012,13,023,88.88,72.11,249.0,22131.0,13023,2012,13,023,85.3,72.35,172.0,14671.0,13023
0,2013,13,023,88.79,68.54,230.0,20422.0,13023,2013,13,023,83.33,69.28,172.0,14332.0,13023
0,2014,13,023,93.5,67.35,153.0,14306.0,13023,2014,13,023,92.98,70.74,108.0,10042.0,13023
0,2000,46,111,40.95,44.43,21.0,860.0,46111,2000,46,111,48.25,43.5,8.0,386.0,46111
0,2001,46,111,51.61,52.93,44.0,2271.0,46111,2001,46,111,56.25,59.8,20.0,1125.0,46111
0,2002,46,111,59.06,48.17,52.0,3071.0,46111,2002,46,111,57.81,48.97,31.0,1792.0,46111
0,2003,46,111,53.13,75.4,48.0,2550.0,46111,2003,46,111,59.5,48.54,24.0,1428.0,46111
0,2004,46,111,56.41,49.86,37.0,2087.0,46111,2004,46,111,64.12,58.12,17.0,1090.0,46111
0,2005,46,111,66.03,54.21,34.0,2245.0,46111,2005,46,111,83.29,54.88,17.0,1416.0,46111
0,2006,46,111,73.55,52.2,55.0,4045.0,46111,2006,46,111,79.08,57.83,24.0,1898.0,46111
0,2007,46,111,74.27,63.02,55.0,4085.0,46111,2007,46,111,70.71,71.81,21.0,1485.0,46111
0,2008,46,111,81.19,62.06,124.0,10068.0,46111,2008,46,111,77.94,69.06,68.0,5300.0,46111
0,2009,46,111,75.93,75.07,27.0,2050.0,46111,2009,46,111,46.69,71.25,16.0,747.0,46111
0,2010,46,111,102.8,168.4,35.0,3598.0,46111,2010,46,111,113.04,212.52,25.0,2826.0,46111
0,2011,46,111,81.74,55.65,31.0,2534.0,46111,2011,46,111,91.36,62.71,14.0,1279.0,46111
0,2012,46,111,117.03,114.38,29.0,3394.0,46111,2012,46,111,134.53,151.47,19.0,2556.0,46111
0,2013,46,111,95.42,57.0,26.0,2481.0,46111,2013,46,111,130.0,69.1,10.0,1300.0,46111
0,2014,46,111,113.41,114.18,22.0,2495.0,46111,2014,46,111,133.67,85.58,12.0,1604.0,46111
0,2000,19,159,54.97,60.4,94.0,5167.0,19159,2000,19,159,62.63,78.67,43.0,2693.0,19159
0,2001,19,159,72.96,62.58,148.0,10798.0,19159,2001,19,159,80.57,70.21,77.0,6204.0,19159
0,2002,19,159,83.57,72.82,162.0,13538.0,19159,2002,19,159,102.15,82.35,86.0,8785.0,19159
0,2003,19,159,90.75,85.66,217.0,19693.0,19159,2003,19,159,105.28,106.76,127.0,13371.0,19159
0,2004,19,159,90.03,74.9,211.0,18996.0,19159,2004,19,159,93.7,81.53,120.0,11244.0,19159
0,2005,19,159,80.37,69.09,230.0,18486.0,19159,2005,19,159,91.94,82.05,104.0,9562.0,19159
0,2006,19,159,113.81,114.58,208.0,23672.0,19159,2006,19,159,118.24,115.29,106.0,12533.0,19159
0,2007,19,159,116.47,94.95,204.0,23760.0,19159,2007,19,159,125.25,116.8,106.0,13277.0,19159
0,2008,19,159,131.86,126.48,616.0,81228.0,19159,2008,19,159,147.17,154.35,300.0,44152.0,19159
0,2009,19,159,144.89,133.69,193.0,27964.0,19159,2009,19,159,147.83,154.9,115.0,17000.0,19159
0,2010,19,159,158.11,130.53,164.0,25930.0,19159,2010,19,159,154.13,132.4,101.0,15567.0,19159
0,2011,19,159,146.4,127.56,151.0,22106.0,19159,2011,19,159,150.54,140.76,90.0,13549.0,19159
0,2012,19,159,170.13,137.1,189.0,32154.0,19159,2012,19,159,171.17,151.03,126.0,21567.0,19159
0,2013,19,159,145.24,130.85,135.0,19608.0,19159,2013,19,159,146.78,134.13,86.0,12623.0,19159
0,2014,19,159,118.16,100.98,91.0,10753.0,19159,2014,19,159,124.47,115.0,60.0,7468.0,19159
0,2000,39,109,87.49,57.38,4455.0,389760.0,39109,2000,39,109,92.21,61.84,2290.0,211154.0,39109
0,2001,39,109,100.58,64.29,7643.0,768766.0,39109,2001,39,109,105.46,69.25,4345.0,458215.0,39109
0,2002,39,109,110.67,67.44,8476.0,938076.0,39109,2002,39,109,113.53,71.9,4941.0,560937.0,39109
0,2003,39,109,110.89,68.64,10758.0,1192950.0,39109,2003,39,109,113.33,72.86,6532.0,740252.0,39109
0,2004,39,109,110.74,66.39,7828.0,866907.0,39109,2004,39,109,114.2,69.63,3945.0,450523.0,39109
0,2005,39,109,113.96,69.28,7544.0,859740.0,39109,2005,39,109,114.58,72.58,3644.0,417545.0,39109
0,2006,39,109,106.76,74.95,6802.0,726178.0,39109,2006,39,109,107.32,71.2,3124.0,335264.0,39109
0,2007,39,109,110.86,70.98,5359.0,594099.0,39109,2007,39,109,110.32,73.27,2486.0,274257.0,39109
0,2008,39,109,124.41,76.34,11928.0,1483904.0,39109,2008,39,109,127.22,79.69,6180.0,786200.0,39109
0,2009,39,109,130.28,84.1,4295.0,559566.0,39109,2009,39,109,130.76,86.88,2676.0,349927.0,39109
0,2010,39,109,128.21,80.69,4074.0,522339.0,39109,2010,39,109,128.52,83.45,2469.0,317315.0,39109
0,2011,39,109,122.83,80.86,3384.0,415640.0,39109,2011,39,109,125.51,85.31,2054.0,257793.0,39109
0,2012,39,109,128.12,87.13,4485.0,574600.0,39109,2012,39,109,130.01,90.37,2784.0,361954.0,39109
0,2013,39,109,123.06,81.67,3890.0,478688.0,39109,2013,39,109,123.77,84.6,2425.0,300134.0,39109
0,2014,39,109,126.77,80.11,2269.0,287633.0,39109,2014,39,109,132.18,84.86,1349.0,178317.0,39109
0,2000,19,155,68.27,50.02,4894.0,334095.0,19155,2000,19,155,76.66,57.11,2238.0,171558.0,19155
0,2001,19,155,82.28,58.59,6000.0,493693.0,19155,2001,19,155,85.86,63.28,3218.0,276289.0,19155
0,2002,19,155,88.96,59.48,7526.0,669493.0,19155,2002,19,155,92.98,65.08,4097.0,380922.0,19155
0,2003,19,155,93.97,62.71,9541.0,896570.0,19155,2003,19,155,97.58,67.26,5325.0,519613.0,19155
0,2004,19,155,95.41,62.68,7285.0,695081.0,19155,2004,19,155,96.8,65.31,3631.0,351482.0,19155
0,2005,19,155,98.58,64.5,7404.0,729896.0,19155,2005,19,155,99.83,69.55,3660.0,365378.0,19155
0,2006,19,155,98.13,67.42,6975.0,684435.0,19155,2006,19,155,97.37,70.22,3531.0,343831.0,19155
0,2007,19,155,109.27,73.45,5717.0,624706.0,19155,2007,19,155,107.52,77.17,2748.0,295452.0,19155
0,2008,19,155,120.73,77.72,13172.0,1590248.0,19155,2008,19,155,119.37,84.57,6816.0,813624.0,19155
0,2009,19,155,133.08,82.42,3694.0,491582.0,19155,2009,19,155,137.03,86.82,2080.0,285020.0,19155
0,2010,19,155,131.96,86.16,3647.0,481268.0,19155,2010,19,155,133.58,90.22,2140.0,285864.0,19155
0,2011,19,155,129.82,87.32,2847.0,369592.0,19155,2011,19,155,128.74,89.7,1620.0,208551.0,19155
0,2012,19,155,131.29,89.1,3451.0,453072.0,19155,2012,19,155,132.18,92.47,2061.0,272426.0,19155
0,2013,19,155,127.97,89.85,3080.0,394141.0,19155,2013,19,155,132.58,94.76,1792.0,237586.0,19155
0,2014,19,155,126.07,91.17,1969.0,248240.0,19155,2014,19,155,130.07,98.69,1112.0,144642.0,19155
0,2000,39,105,46.79,38.16,1061.0,49642.0,39105,2000,39,105,47.94,42.96,329.0,15772.0,39105
0,2001,39,105,56.97,41.54,995.0,56683.0,39105,2001,39,105,56.17,46.14,357.0,20051.0,39105
0,2002,39,105,66.4,47.97,1037.0,68857.0,39105,2002,39,105,67.29,55.24,375.0,25234.0,39105
0,2003,39,105,73.2,55.16,1315.0,96254.0,39105,2003,39,105,75.01,69.09,456.0,34206.0,39105
0,2004,39,105,73.7,49.59,1200.0,88444.0,39105,2004,39,105,75.15,52.03,343.0,25777.0,39105
0,2005,39,105,75.42,47.17,1031.0,77760.0,39105,2005,39,105,74.13,51.01,306.0,22684.0,39105
0,2006,39,105,78.74,52.18,969.0,76302.0,39105,2006,39,105,71.61,54.69,273.0,19550.0,39105
0,2007,39,105,83.1,63.15,778.0,64651.0,39105,2007,39,105,85.72,67.54,230.0,19716.0,39105
0,2008,39,105,83.22,56.69,1948.0,162116.0,39105,2008,39,105,84.45,59.56,568.0,47968.0,39105
0,2009,39,105,91.59,65.15,278.0,25462.0,39105,2009,39,105,105.15,79.39,110.0,11566.0,39105
0,2010,39,105,93.91,62.97,274.0,25730.0,39105,2010,39,105,107.33,70.65,125.0,13416.0,39105
0,2011,39,105,87.5,56.79,231.0,20213.0,39105,2011,39,105,83.1,59.84,116.0,9640.0,39105
0,2012,39,105,95.76,61.04,271.0,25950.0,39105,2012,39,105,99.63,64.93,126.0,12554.0,39105
0,2013,39,105,92.48,74.99,285.0,26357.0,39105,2013,39,105,91.75,77.82,116.0,10643.0,39105
0,2014,39,105,99.34,62.41,174.0,17286.0,39105,2014,39,105,103.25,66.26,80.0,8260.0,39105
0,2000,19,157,62.95,49.81,539.0,33930.0,19157,2000,19,157,72.62,57.35,266.0,19316.0,19157
0,2001,19,157,77.01,57.38,909.0,70002.0,19157,2001,19,157,84.63,65.46,477.0,40368.0,19157
0,2002,19,157,77.26,62.43,1050.0,81121.0,19157,2002,19,157,80.18,66.5,635.0,50912.0,19157
0,2003,19,157,92.28,63.2,1137.0,104928.0,19157,2003,19,157,87.5,70.31,596.0,52148.0,19157
0,2004,19,157,89.55,64.18,945.0,84621.0,19157,2004,19,157,91.19,68.57,479.0,43679.0,19157
0,2005,19,157,95.9,65.81,1056.0,101266.0,19157,2005,19,157,101.17,73.61,529.0,53520.0,19157
0,2006,19,157,100.91,73.48,1095.0,110492.0,19157,2006,19,157,100.5,79.77,542.0,54472.0,19157
0,2007,19,157,106.75,81.55,884.0,94367.0,19157,2007,19,157,109.32,83.25,456.0,49848.0,19157
0,2008,19,157,122.9,77.69,2180.0,267916.0,19157,2008,19,157,127.65,87.95,1136.0,145008.0,19157
0,2009,19,157,140.25,86.17,604.0,84709.0,19157,2009,19,157,142.09,93.92,319.0,45326.0,19157
0,2010,19,157,136.82,96.52,554.0,75797.0,19157,2010,19,157,136.08,102.57,327.0,44499.0,19157
0,2011,19,157,122.24,93.05,592.0,72367.0,19157,2011,19,157,117.6,95.42,335.0,39396.0,19157
0,2012,19,157,126.24,91.79,685.0,86477.0,19157,2012,19,157,124.37,95.25,496.0,61689.0,19157
0,2013,19,157,110.64,88.43,632.0,69926.0,19157,2013,19,157,111.23,92.61,474.0,52722.0,19157
0,2014,19,157,112.22,87.85,401.0,44999.0,19157,2014,19,157,112.44,87.27,270.0,30360.0,19157
0,2000,39,107,67.35,47.38,1357.0,91390.0,39107,2000,39,107,73.67,53.07,633.0,46633.0,39107
0,2001,39,107,84.76,55.22,2315.0,196209.0,39107,2001,39,107,89.76,60.39,1313.0,117858.0,39107
0,2002,39,107,89.79,58.01,2788.0,250321.0,39107,2002,39,107,91.94,59.72,1733.0,159326.0,39107
0,2003,39,107,96.84,62.35,2687.0,260209.0,39107,2003,39,107,96.46,64.58,1682.0,162252.0,39107
0,2004,39,107,98.5,58.63,1810.0,178281.0,39107,2004,39,107,98.91,60.4,767.0,75864.0,39107
0,2005,39,107,100.88,60.66,1892.0,190870.0,39107,2005,39,107,98.5,64.12,745.0,73385.0,39107
0,2006,39,107,100.67,64.85,1618.0,162882.0,39107,2006,39,107,101.92,69.32,614.0,62580.0,39107
0,2007,39,107,109.11,67.25,1196.0,130491.0,39107,2007,39,107,112.54,78.54,450.0,50641.0,39107
0,2008,39,107,123.82,78.21,2628.0,325404.0,39107,2008,39,107,138.76,96.2,1204.0,167068.0,39107
0,2009,39,107,124.43,85.68,951.0,118336.0,39107,2009,39,107,135.04,102.64,534.0,72109.0,39107
0,2010,39,107,127.94,94.48,779.0,99667.0,39107,2010,39,107,137.48,108.52,466.0,64066.0,39107
0,2011,39,107,122.97,89.3,562.0,69108.0,39107,2011,39,107,131.02,88.04,342.0,44810.0,39107
0,2012,39,107,128.9,89.68,866.0,111625.0,39107,2012,39,107,135.32,100.68,512.0,69283.0,39107
0,2013,39,107,118.03,79.6,724.0,85455.0,39107,2013,39,107,122.15,89.39,384.0,46905.0,39107
0,2014,39,107,134.73,103.47,392.0,52813.0,39107,2014,39,107,151.17,128.09,243.0,36734.0,39107
0,2000,19,151,42.13,40.29,126.0,5308.0,19151,2000,19,151,39.34,43.08,50.0,1967.0,19151
0,2001,19,151,48.47,43.16,217.0,10517.0,19151,2001,19,151,50.57,48.16,94.0,4754.0,19151
0,2002,19,151,54.19,46.2,241.0,13060.0,19151,2002,19,151,59.46,53.78,98.0,5827.0,19151
0,2003,19,151,57.38,48.33,305.0,17502.0,19151,2003,19,151,61.49,54.29,160.0,9838.0,19151
0,2004,19,151,53.5,40.02,199.0,10646.0,19151,2004,19,151,55.47,44.09,77.0,4271.0,19151
0,2005,19,151,57.81,46.8,238.0,13758.0,19151,2005,19,151,60.38,47.41,102.0,6159.0,19151
0,2006,19,151,67.11,59.4,218.0,14630.0,19151,2006,19,151,61.59,67.43,94.0,5789.0,19151
0,2007,19,151,68.46,58.86,159.0,10885.0,19151,2007,19,151,70.54,62.13,63.0,4444.0,19151
0,2008,19,151,70.79,67.85,368.0,26052.0,19151,2008,19,151,66.14,73.12,168.0,11112.0,19151
0,2009,19,151,94.19,77.29,101.0,9513.0,19151,2009,19,151,109.86,82.02,57.0,6262.0,19151
0,2010,19,151,68.8,95.23,79.0,5435.0,19151,2010,19,151,73.96,112.69,54.0,3994.0,19151
0,2011,19,151,79.77,63.71,52.0,4148.0,19151,2011,19,151,77.45,64.84,31.0,2401.0,19151
0,2012,19,151,76.47,80.49,77.0,5888.0,19151,2012,19,151,81.96,88.56,50.0,4098.0,19151
0,2013,19,151,92.39,72.51,61.0,5636.0,19151,2013,19,151,97.37,76.2,46.0,4479.0,19151
0,2014,19,151,63.02,55.36,50.0,3151.0,19151,2014,19,151,66.62,60.42,26.0,1732.0,19151
0,2000,39,101,62.1,44.95,3719.0,230938.0,39101,2000,39,101,64.91,48.38,1450.0,94121.0,39101
0,2001,39,101,72.01,50.82,4955.0,356796.0,39101,2001,39,101,75.98,56.78,2130.0,161840.0,39101
0,2002,39,101,79.77,53.54,5170.0,412393.0,39101,2002,39,101,82.94,58.87,2358.0,195584.0,39101
0,2003,39,101,85.36,57.65,5413.0,462050.0,39101,2003,39,101,85.64,61.26,2660.0,227803.0,39101
0,2004,39,101,86.8,55.15,4704.0,408310.0,39101,2004,39,101,87.12,55.28,1888.0,164484.0,39101
0,2005,39,101,90.99,57.68,4753.0,432468.0,39101,2005,39,101,90.82,60.98,1717.0,155932.0,39101
0,2006,39,101,87.69,58.97,4175.0,366120.0,39101,2006,39,101,88.5,62.32,1539.0,136196.0,39101
0,2007,39,101,90.84,60.28,3025.0,274802.0,39101,2007,39,101,90.35,61.94,1111.0,100381.0,39101
0,2008,39,101,95.46,64.1,5632.0,537616.0,39101,2008,39,101,95.91,69.68,2012.0,192980.0,39101
0,2009,39,101,106.94,68.71,1175.0,125652.0,39101,2009,39,101,112.31,73.75,508.0,57054.0,39101
0,2010,39,101,107.63,67.45,1292.0,139056.0,39101,2010,39,101,112.18,72.65,620.0,69552.0,39101
0,2011,39,101,99.29,71.24,1174.0,116561.0,39101,2011,39,101,97.87,78.13,589.0,57644.0,39101
0,2012,39,101,99.24,68.57,1358.0,134764.0,39101,2012,39,101,101.63,72.93,688.0,69920.0,39101
0,2013,39,101,95.43,75.27,1193.0,113849.0,39101,2013,39,101,98.98,75.97,643.0,63644.0,39101
0,2014,39,101,97.68,65.5,796.0,77752.0,39101,2014,39,101,102.17,66.61,427.0,43626.0,39101
0,2000,51,063,68.95,45.34,429.0,29578.0,51063,2000,51,063,71.72,48.99,178.0,12766.0,51063
0,2001,51,063,79.37,48.14,590.0,46830.0,51063,2001,51,063,85.61,51.93,297.0,25425.0,51063
0,2002,51,063,86.51,50.05,760.0,65747.0,51063,2002,51,063,94.87,55.93,352.0,33393.0,51063
0,2003,51,063,95.05,59.04,913.0,86781.0,51063,2003,51,063,98.2,65.95,465.0,45662.0,51063
0,2004,51,063,104.82,52.12,951.0,99681.0,51063,2004,51,063,113.41,55.19,408.0,46270.0,51063
